tag tag.pos Fstp
59847 313 0.0326
26772 35 -9e-04
15522 280 -0.0067
27084 201 -0.0016
75843 51 -0.0045
50097 54 0.0028
12678 9 -0.0062
8649 174 -0.007
52699 285 0.0071
47051 95 -0.0025
77012 114 -0.0013
24109 308 0.0151
65207 320 -0.0032
59669 114 -0.0032
49582 212 0.0046
11947 322 0.0015
60806 105 -2e-04
64068 123 1e-04
63957 347 -1e-04
14108 81 -0.0068
16765 342 -0.0109
64280 218 0.0086
26522 15 0.0043
116604 195 -0.0044
57515 316 -0.0041
44235 74 0.0011
48362 226 -0.0141
10896 150 -0.0081
46485 199 4e-04
27742 161 0.0071
24974 72 0.0075
74899 319 -0.0033
23876 265 0.0143
22809 75 0.0198
55577 275 8e-04
57129 57 0.0291
39450 85 -2e-04
75525 238 -0.0049
61876 221 3e-04
7528 382 -0.0076
4540 132 0.0036
36903 197 -0.0092
44949 65 0.003
22386 39 0.0157
65736 359 -0.0013
52681 202 -0.0074
67364 309 -0.0035
24666 253 0.0214
20225 60 0.0033
58503 301 0.0142
18740 220 0.008
2486 38 -0.0066
55714 10 -1e-04
64856 154 0.0172
21014 12 -0.0089
22128 361 -5e-04
13645 137 -0.0055
14250 284 0.0111
71703 83 0.0288
13913 151 -0.009
13479 191 0.0108
61638 174 -0.0117
14862 373 -0.0115
14436 233 -9e-04
65005 184 0.0095
37232 286 -0.0034
35805 104 6e-04
10585 255 -0.0079
28493 175 0.0014
63965 45 -0.0056
16444 264 0.0093
73166 226 0.0072
81408 272 -0.0042
118539 171 0.0112
74360 222 -0.0026
38850 374 -0.0069
17521 207 -0.004
79766 55 -0.0033
45836 156 0.0037
74868 222 -5e-04
61062 84 -0.0023
66659 373 0.0253
76449 185 0.0071
40407 65 0.0061
66923 164 0.0314
9931 340 0.0037
57995 385 -0.0061
300 261 3e-04
49197 250 -0.0011
77180 154 -0.0038
42873 286 0.0278
16015 292 6e-04
22081 324 0.0116
48114 203 -0.0033
36537 68 -3e-04
5823 31 -9e-04
74507 143 -0.0111
63916 216 0.0015
50490 134 0.0029
973 115 0.006
41484 169 -7e-04
41899 316 -0.0043
26587 337 -0.0012
791 166 0.0014
24526 38 -5e-04
37008 264 -0.0115
49020 293 0.0014
21700 290 -0.0083
14444 245 -0.0048
49016 323 -0.0168
61815 173 0.003
24805 278 -0.0054
39042 161 -5e-04
76695 135 -0.0024
62428 134 -0.0059
10021 90 -0.0094
14485 133 -0.0064
46469 363 -0.0027
57041 237 3e-04
12393 97 -0.0099
37233 170 0.0059
72605 159 -0.004
75673 202 0.0023
68054 230 -0.0082
39867 350 0.0154
37228 356 -0.0151
24404 243 0.0139
59262 245 -0.0012
60556 165 -0.007
72144 197 0.0062
1469 230 0.0052
64720 81 -0.0067
32089 36 -0.0023
30720 12 -0.0124
48730 66 0.0047
37675 132 -0.0076
24119 330 0.0062
39267 264 -0.0015
74237 160 -0.0041
76099 289 0.0191
29354 10 0.0252
53251 24 0.0054
4671 205 -0.0059
33609 76 -0.0025
6838 203 0.0024
54616 407 0.0047
65241 112 -0.0018
74563 245 -0.0034
46229 408 0.03
57915 137 -0.0081
17029 98 0.017
19200 330 -0.0056
2133 69 0.0102
11817 134 -0.0101
36548 120 -0.0085
53480 270 -0.0105
58898 248 -0.0114
16320 68 0.0334
67097 331 0.001
23930 380 -0.0113
70990 278 0.0354
69326 244 0.0194
47568 95 -0.0098
57507 186 -0.0062
47341 320 -0.0064
32890 293 -0.0022
5440 73 0.0017
9747 212 -0.0046
26635 18 0.008
58581 233 0.0241
54086 160 0.0047
85668 245 -0.0062
87207 372 0.0075
48783 116 -0.0017
63835 9 -8e-04
13234 182 -0.001
74703 214 -0.0018
58195 186 -0.0076
18821 291 0.016
54692 7 0.013
42818 44 -0.0026
77712 186 0.0015
81181 16 -0.0042
40325 227 0.0087
20319 94 0.0149
50359 200 -0.0159
16686 238 -0.0026
38160 115 0.038
15102 300 0.0042
9897 144 -0.0152
52950 167 0.0155
6545 153 -0.0015
26517 261 0.0072
63865 27 3e-04
37805 319 -0.0125
22105 263 -0.0063
26751 256 -0.0148
38284 167 0.0012
79733 91 0.0168
39320 91 9e-04
5694 367 0.0127
79688 154 0.0062
78348 338 0.0357
74950 54 0.0111
46472 199 -0.0104
16393 144 -0.0036
21466 111 -0.0129
20274 95 0.0018
38151 67 -0.0088
57341 158 0.0017
65246 250 0.0183
67163 304 0.0061
68693 295 -0.0083
59676 216 0.0018
75325 120 0.002
44072 46 0.0051
26953 152 0.0128
37832 154 0.0219
64540 179 0.0087
8813 55 0.0122
72192 167 -7e-04
55674 125 -0.008
3144 27 -0.0064
5760 134 0.0168
2484 166 -0.0059
6598 308 -0.0047
66429 106 0.0161
35741 162 -0.0016
400 339 0.0047
19202 259 -0.0048
17423 171 0.0019
33897 263 -0.0015
34027 260 -0.0029
75015 325 0.008
6876 275 -0.0079
18170 250 -0.0046
20874 122 -0.0057
65519 386 0
81823 73 0.011
53899 46 -0.006
74514 131 0.0091
47226 36 0.001
65542 357 0.0039
9381 294 0.0142
12914 312 -0.0061
49887 27 0.0349
76161 312 -0.008
480 67 -0.0032
71515 249 -0.0013
44244 54 0.0054
23430 344 -3e-04
76221 51 -0.0093
43926 24 0
22273 194 -0.0034
60954 390 0.0256
23230 87 0.0118
68152 159 0.001
98718 29 -0.0124
35310 150 0.0084
38656 25 -0.011
12888 277 -0.0115
35703 179 0.0104
49713 192 -6e-04
4466 172 -0.0033
20307 295 -0.0122
40646 228 9e-04
19478 344 -0.0104
49942 252 -0.0114
79003 261 -0.0095
28318 227 0.0043
58588 156 0.0051
59276 245 0.0067
75116 107 -0.0043
13307 99 -8e-04
75978 170 0.0376
59905 162 0.0094
72135 316 -0.0037
60532 233 -0.008
61375 251 0.0044
27558 105 0.0023
7237 173 -0.0115
9288 353 -9e-04
27384 335 0.0293
76958 334 0.0112
9052 232 0.0064
7463 400 -0.0018
22579 170 -0.0118
593 360 0.0183
33438 268 -0.0072
33294 206 -0.004
48776 159 0.0249
31773 211 -0.0055
40803 325 8e-04
20678 198 0.002
68139 371 0.0132
74475 263 0.0018
9025 53 0.0405
66690 298 0.0165
49454 312 -8e-04
40415 273 0.004
28552 170 0.0069
26437 384 -0.005
28291 133 0.0024
45920 202 -0.0013
67665 271 -2e-04
703 338 0.0053
24701 330 0.0017
77544 86 -0.0019
13767 124 -0.008
66337 251 -0.0077
22368 376 0.0043
10257 82 -2e-04
78040 339 0.016
44133 325 0.0037
29789 182 -0.0026
64838 142 0.0096
45926 367 -0.0069
37183 237 0.0392
7819 269 0.0013
31986 317 0.0172
8060 400 -0.0059
45499 136 0.005
56791 368 -0.0161
60353 280 -0.0129
34256 144 -0.0092
53502 293 -0.0034
28158 273 -0.0022
61161 272 0.0035
39124 237 -0.0072
1013 61 0.0099
40680 183 -0.0028
101026 33 0.011
84524 194 -0.012
45447 143 -0.0063
73303 278 0.0039
13658 332 -0.0057
36761 39 -0.0105
6012 191 0.0197
3824 353 0.0055
31341 234 -0.0069
76990 77 -0.0047
40859 303 0.0172
61877 283 0.0012
60967 283 -0.0024
16818 279 0.0145
5625 159 0.0475
18022 198 -0.0024
4984 109 0.004
53626 279 -0.0076
60274 41 0.0106
63251 200 -0.0079
12949 133 -0.0038
47880 39 -0.0067
62650 145 -0.0013
79950 79 -0.006
43917 113 -0.0116
73681 66 4e-04
12627 373 0.0054
26877 27 0.0039
19375 168 0.0088
55942 120 -0.0058
39668 56 -0.004
10203 237 -0.0035
81085 361 0.01
74812 202 0.007
72053 242 0.0041
19320 195 -0.0074
65366 258 0.0066
58690 357 0.0087
1620 223 -0.0016
76448 212 -0.0125
1014 58 0.0305
6759 198 0.0077
31615 117 0.0076
20412 225 0.0086
