tag tag.pos Fstp
26011 285 -0.0103
48760 121 -0.0048
22532 111 0.0133
200 65 0.0078
25415 239 -0.0167
36482 42 -0.0224
49273 14 -0.0116
42247 250 -0.0128
52050 183 -0.0122
2055 263 -0.0104
749 50 0.008
36130 135 -0.0079
11606 259 0.0098
52429 207 0.0019
15497 226 -0.005
47294 205 -0.0082
84945 318 -0.0081
49415 77 0.0076
63077 225 -0.0186
32484 13 0.0416
7877 198 -0.0248
19802 235 0.0144
34523 303 -0.0016
25116 229 0.0219
8164 277 0.0138
137660 29 0.0155
56004 227 0.0137
35155 223 -0.0069
43719 300 0.0232
48934 187 0.0078
13718 133 -0.0125
64052 126 -0.0104
15246 83 5e-04
52119 17 -2e-04
12640 191 -0.0026
62767 74 -0.0076
44704 223 -0.0033
54722 199 -0.006
38724 149 0.001
30933 199 0.0165
30599 184 -0.0086
65065 182 0.0051
16954 221 -0.0113
3316 90 0.017
12164 170 -0.0023
31840 97 -0.014
27425 77 0.0168
83000 257 0.0026
768 96 0.0147
55708 34 -0.0014
43073 152 -0.0025
41756 18 -0.0144
31993 226 0.0168
32631 271 -0.0017
143852 276 -0.0015
36658 205 0.0013
48879 319 0.0099
18689 223 -0.0164
13493 123 -0.006
40439 247 -0.0114
4570 177 0.0469
4036 285 -7e-04
36900 40 -0.0096
6850 84 -0.016
57884 174 -0.0196
71672 35 0.0523
28149 211 -0.0234
13995 54 -0.0077
37917 209 -0.0158
62421 280 0.0096
27720 43 0.0048
53882 221 -0.009
32275 226 -0.0103
60902 215 -0.0168
51578 60 -0.002
14365 154 -0.0136
31422 97 0.0195
11530 30 -0.0163
74955 162 0.0479
46787 271 0.0372
3320 383 -0.0158
34470 227 0.0096
14492 282 0.0346
74835 279 -0.0026
29594 252 -0.0078
1896 288 -0.0045
52155 213 0.0105
44615 10 -0.004
23981 296 -0.0073
15942 163 -0.0142
76059 270 -0.0024
40931 347 -0.0055
39626 110 -0.0066
64195 80 -0.0209
67402 131 -0.0188
43400 177 -0.01
52125 133 0.0073
84211 216 -0.0073
11688 136 -0.0186
62593 39 -8e-04
30887 278 -6e-04
37680 247 0.0248
33582 214 -0.0062
36737 153 0.0278
36190 53 0.0634
4573 75 -0.0143
12009 183 -0.0036
23703 264 0.0111
20010 113 -0.0095
49997 161 0.0294
82200 94 -0.0199
41843 114 -0.0188
58565 122 -0.0049
67464 121 -0.0104
61796 178 0.0178
58270 113 0.0255
23278 295 -0.0147
32999 167 -3e-04
28246 282 0.0297
46167 238 0.0078
59823 209 0.0281
76393 267 0.0315
51727 141 -0.0064
37402 85 0.0059
9105 232 -0.0063
9249 287 0.0205
51686 176 0.0152
73471 26 -0.0098
133987 143 -0.0064
9477 229 -0.0175
51260 43 0.0078
15254 213 0.014
15784 161 -0.0157
69757 47 -0.0158
18194 273 0.0267
44947 15 0.0115
14357 165 0.0077
13243 326 0.0099
35749 56 -0.0177
20179 33 0.0164
59118 158 -0.0039
31442 205 -0.0178
655 216 -0.0072
18179 292 -0.0043
24750 47 0.0132
48993 192 8e-04
47253 22 -0.017
139887 44 -0.0118
46944 264 0.0123
42083 134 -0.0014
209 24 -0.0214
15720 81 0.0185
55223 151 -0.0041
63512 329 0.0082
63157 199 -0.0101
25816 183 0.0334
9990 69 0.002
57069 307 0.021
60553 226 -0.0208
73201 260 -0.0106
54923 220 -0.0148
60041 127 -0.0146
1127 274 0.0146
14060 143 0.0035
4370 207 -0.0142
16065 284 -2e-04
22694 210 -0.0012
668 166 -0.0046
16004 225 -0.0125
10430 11 0.0347
52143 115 -0.0057
49427 266 -0.0054
33171 137 0.0085
31866 126 -0.0158
96895 94 -0.0153
76823 245 -0.0243
65472 146 0.0208
14506 7 -0.0176
39567 217 -2e-04
47827 97 0.0023
13440 256 -0.0167
63276 198 8e-04
21036 375 0.0194
95364 128 0.0341
37036 223 -0.0394
28306 137 -0.0138
47503 89 -0.007
44441 98 -0.002
51678 90 -0.0114
572 160 0.0097
32194 344 -0.0173
27650 257 -0.01
55869 34 -0.0227
36464 175 0.0366
79026 243 0.0125
57826 13 -0.0063
36280 279 0.0125
21704 32 -0.0198
6269 272 -0.0209
39137 113 -0.0036
9729 86 -0.0059
22458 53 -0.0035
53524 367 -0.0148
16539 305 -0.0103
29654 147 -0.0069
65360 233 0.0077
9311 328 -0.002
20751 155 0.0421
21615 190 0.0015
12976 105 0.014
60168 176 0.0096
4686 219 0.008
14297 175 0.0825
32834 63 -0.0177
36019 212 -0.0124
54795 30 -0.0081
13311 30 0.0195
29581 215 0
63973 216 -0.0101
51409 65 -0.0131
54218 207 -0.0155
85339 42 0.0276
7882 282 -0.0111
21219 288 -0.0088
37396 45 -0.0116
46205 9 -0.0193
61980 198 -0.0164
46473 102 0.0012
49039 71 0.0031
21754 106 -0.0049
8449 19 -0.0099
3139 240 -0.0046
28711 283 0.0352
37305 103 0.0132
3719 177 -0.0143
20121 267 -0.0076
62035 41 6e-04
652 101 0.0059
26682 65 -0.0223
54778 49 -0.017
26021 240 6e-04
38338 54 0.0268
2218 171 0.0019
58766 91 0.0051
31539 207 -0.0101
6755 96 -0.0177
59889 279 -0.0138
79136 127 0.0089
49266 45 -0.0051
48735 213 0.0403
46622 232 -0.0157
4495 312 0.0186
55858 10 0.0276
19062 253 -0.0146
14591 198 -0.0038
52425 223 0.0069
10039 218 0.0277
65097 168 -0.0035
63841 39 -0.0217
51017 122 -0.0032
44331 88 0.0097
29762 103 -0.0022
4807 116 -0.0053
14366 266 0.0763
38179 270 0.0216
31224 305 -0.0125
75014 241 -0.0083
33307 176 0.0011
59169 200 -0.004
39617 128 0.0126
28492 91 -0.0033
81699 213 0.0289
20918 321 0.0245
48097 195 -0.0087
87418 318 0.0146
56173 220 -0.0278
80976 196 -0.0011
19619 119 -0.0239
55259 21 -0.0065
13247 74 0.0169
60145 240 -0.0204
51869 65 -0.0077
9771 188 0.0084
26275 63 -0.0256
30884 93 4e-04
39384 27 -0.0078
48405 65 0.0231
63939 204 0.0032
5797 131 0.0593
45013 305 0.0053
24948 213 -0.0062
49843 47 -0.0211
13175 81 -0.0082
64412 295 -0.0143
50356 100 -0.0175
5199 56 -0.0149
60417 229 -0.0187
50693 170 0.0189
63525 22 0.0164
60730 208 -0.0033
62130 219 -0.0142
20492 66 -0.0135
71848 105 -0.013
52538 226 0.0028
25417 46 -0.013
16361 105 0.0127
45547 205 -0.0064
60846 72 -0.0019
13512 41 0.0053
1512 193 -0.0144
61908 131 -0.0077
16905 234 0.0337
36710 59 -0.0112
133595 214 -0.0027
64960 212 -0.0157
44062 291 -0.0063
13789 234 -0.011
15100 195 -0.0085
99412 249 0.0208
664 149 -0.0038
36878 231 0.013
44703 263 0.0083
123205 41 0.0301
53881 86 8e-04
29648 186 -0.0025
55822 76 0.0059
61784 313 -0.0163
53273 264 -8e-04
35383 17 0.0043
6229 119 -0.0044
50230 77 -0.0126
15705 39 0.0107
49786 92 -0.0086
15915 117 -0.0097
13389 222 -0.0181
56306 317 0.0113
63613 279 -0.0257
20768 237 0.0064
33421 155 0.0054
30224 82 -0.011
14049 179 -0.019
28714 129 -0.004
58215 306 -0.0161
7814 158 -0.0188
52014 135 0.003
78829 254 -0.0154
99333 23 -0.0093
27593 172 -0.0174
53052 78 0.0212
10078 186 0.0185
56028 270 -3e-04
24796 42 -0.0125
8242 168 -0.0104
15811 60 9e-04
9114 259 0.0047
52933 213 -0.0177
18035 292 0.0101
49823 33 0.0156
37388 234 0.0033
126224 158 -0.005
52043 144 -0.0059
62903 74 0.0326
65166 117 -0.0146
63479 188 0.001
47392 133 0.0246
63571 18 0.0488
26788 151 -0.0017
87742 76 -0.0018
62990 322 0.0022
50661 102 -0.0122
62182 36 0.0129
109738 157 0.0162
40979 237 0.0122
63606 134 0.0122
36052 159 -6e-04
57278 112 -0.0333
13462 93 0.0168
3654 334 -0.0126
53374 158 -0.0012
43701 101 0.0156
53828 87 -0.0089
58219 166 -0.0106
53790 136 0.0042
7603 307 0.0214
64605 248 1e-04
97065 62 -2e-04
53762 67 -0.0077
62790 227 0.0148
44144 270 0.0136
30883 184 -0.0209
4369 263 -0.0171
57015 147 -0.0145
61322 165 -0.0043
62070 233 0.0125
76739 80 -0.0055
44426 331 -0.0098
27004 278 0.0114
62173 230 0.0378
85163 226 -0.0147
18296 182 -6e-04
15904 205 -2e-04
46158 31 -0.0015
19005 163 1e-04
72337 263 -0.0189
47404 94 -0.0193
12676 244 0.002
56835 72 -0.0023
14243 196 -0.007
13670 208 -0.0142
58187 179 0.0166
28620 259 2e-04
41105 240 0.0978
29409 168 -0.0078
7482 307 0.0058
9022 127 -0.0134
97313 227 -0.0199
58798 39 0.0387
2469 101 0.0206
54515 224 -0.0024
49683 114 -0.0017
77203 62 -0.0055
66046 212 0.0162
30797 122 0
74066 123 -0.0139
14082 164 -8e-04
55949 107 -0.0091
50264 175 0.0139
9254 57 0.0164
17677 219 0.0127
28666 64 0.0896
55486 53 -0.0027
56051 214 -0.008
30777 115 0.0297
20098 160 0.0198
4379 370 0.0033
6009 24 -0.0188
9087 14 -0.0065
12100 68 0.0041
63043 281 1e-04
47917 102 -0.0142
59418 33 -0.004
60662 117 -0.019
19555 259 -0.011
65138 37 -0.0177
21285 358 -0.0048
99280 98 0.0069
25265 288 0.0599
18624 226 -0.0078
1582 74 -0.0113
14904 109 0.0102
19410 106 0.0274
81662 103 -0.0045
62727 298 0.0259
62623 358 -0.007
8241 256 -0.003
31627 53 -0.0144
62677 197 -0.0032
26552 198 -0.0116
31214 231 -0.0151
38074 103 -0.0123
59513 8 0.0214
49236 217 -0.012
57748 39 0.0018
53797 241 0.019
25821 184 0.007
23635 364 0.019
3631 147 0.0217
21256 70 -0.0277
30275 79 -0.0131
65256 170 -0.0224
64519 40 0.0118
11069 198 0.0023
55104 92 0.0214
42802 160 0.0037
18940 187 -0.0114
29191 285 -0.0158
37422 40 -0.0015
67745 70 -0.004
44748 238 -0.0214
36236 61 -0.0086
34867 272 -0.0156
46183 209 0.0123
135286 155 0.0057
56373 175 -0.0031
55714 197 -0.0158
10868 16 -0.0099
75327 146 0.0065
53328 92 0.0129
48646 151 -2e-04
17772 40 -0.0014
53982 241 0.0117
87446 152 -1e-04
54826 42 0.0044
7812 100 -0.0278
17293 220 -0.015
21534 277 0.011
14567 233 -0.0064
50401 222 -0.015
54889 48 -1e-04
12350 198 -0.0161
5746 199 -0.012
16053 247 -0.0135
38776 149 0.0046
36176 103 -0.0022
62774 246 0.0061
31060 155 0.0221
54407 103 -0.0212
814 230 0.0425
63830 181 -0.0077
25675 263 6e-04
23588 94 -0.0109
25285 243 -0.013
15665 61 -0.019
32860 183 -0.0172
132114 301 0.0206
13465 260 -0.0015
48849 143 0.0505
59460 237 -0.0015
91266 238 -0.0199
46785 188 0.059
58518 110 0.0496
28332 77 -0.0062
4099 223 -0.0112
32633 123 0.0088
82108 78 0.0141
19352 269 -0.0068
51317 166 0.0103
31185 237 -0.0158
79412 300 0.0083
14149 251 0.0088
4199 114 -0.0059
13935 283 0.0045
7201 330 0.0478
61820 8 -0.0068
14755 223 0.0067
35286 117 -0.0267
8477 53 -0.0051
52574 29 0.0059
52387 151 -0.0057
33464 315 -0.0089
14000 153 0.018
32885 197 0.0011
16883 364 0.0046
25636 125 0.0031
30079 352 0.0232
24088 169 0.0335
65291 304 0.0767
161773 251 -0.0041
47513 123 -0.0128
41880 168 -0.0149
13844 159 -0.02
49318 252 -0.0092
12278 356 2e-04
61279 109 0.0095
9053 30 -0.006
45492 265 0.0016
27629 76 0.0095
23130 47 0.0157
46902 54 -0.0145
90115 158 -0.0028
60511 105 0.0258
4241 223 -0.0097
63318 27 -0.0107
50888 214 -0.0075
27620 192 0.0103
21491 182 -0.0174
47133 72 0.0289
48151 216 0.0332
49425 150 0.0271
36064 122 0.0285
53760 132 -0.0017
54861 240 -0.0125
32993 143 0.0767
41056 73 0.0097
5505 191 0.0018
7178 254 -0.0076
34690 48 0.0027
48573 204 -0.0093
51996 284 -0.0134
26848 20 -0.0081
75772 129 -0.0106
4873 106 -0.0155
59763 34 -0.0126
33585 302 -0.0182
27586 193 -0.0048
52239 143 0.037
55493 110 0.0066
38759 165 -0.0055
32392 58 -8e-04
66285 156 0.0186
58854 146 0.0019
16645 282 -0.011
52504 279 0.0039
47729 275 -0.0099
58513 141 -0.0015
61930 193 -0.006
23443 240 0.0023
38358 72 -0.0166
24908 76 -0.0169
38057 114 -0.0127
39147 288 -0.0113
30240 128 -0.013
53972 64 -0.0111
14790 62 0.0056
10518 80 -0.0186
27470 104 -3e-04
85812 302 6e-04
38119 276 0.0168
59474 271 -0.0086
44180 280 -7e-04
41469 272 -0.0056
52035 237 0.0375
58907 110 -0.0188
64093 236 -0.0068
31729 17 0.0166
4644 202 -0.0045
8746 280 -0.0033
13354 11 -0.0022
98333 98 0.0119
57450 126 -0.0194
20980 72 0.0152
35340 161 -0.0069
57914 208 -0.0083
45290 275 0.0109
31100 227 -0.0155
50749 293 -0.0134
4502 284 -0.0095
47129 43 -0.0159
30592 65 -0.0108
95412 274 -0.0121
37214 160 -0.0222
59779 71 -0.0096
51734 52 0.0077
6506 299 -0.0165
37006 114 8e-04
9385 258 -0.0169
12768 111 0.0386
1659 194 0.0349
17003 231 -0.0201
5052 153 -5e-04
40527 152 0.0066
37380 92 -0.0158
61586 137 -0.003
64369 115 -0.0092
44156 192 0.0018
22362 265 -0.0054
28339 81 -0.0026
53055 89 0.0694
10730 266 0.0063
20883 212 0.008
24399 262 0.0014
50031 299 0.0234
20184 172 0.0097
64513 62 0.0196
678 41 -0.0078
75765 281 9e-04
57682 285 0.0057
46577 264 -0.003
55187 294 0.0159
12336 110 -0.017
51217 204 -0.0079
35271 231 -0.0051
49667 62 0.0595
73760 112 0.0086
11962 182 -0.0162
12419 304 0.001
21476 290 -0.0137
31875 68 0.0034
48335 58 -0.0019
49366 68 0.036
50110 263 -0.0266
51936 129 0.0574
96238 255 -0.0147
53360 117 -0.0094
36677 234 -0.0189
29934 127 0.0148
59327 155 -0.008
37444 45 -0.0017
60980 181 0.0119
27912 321 -0.0112
40233 34 -0.0086
31268 241 -0.01
34363 46 -0.0118
63116 37 0.0106
57807 60 -0.0099
25782 86 0.02
57175 101 -0.005
24391 316 0.0238
27310 77 0.0248
8690 279 0.0258
10835 280 -0.0034
39404 77 -0.0213
20377 141 -0.0167
31506 150 -0.0024
23401 283 0
3169 212 0.0099
61594 63 -0.0092
27793 131 -0.0097
47499 100 -0.013
50358 34 0.0033
6475 250 0.0061
40073 57 0.0104
30772 279 -0.0049
12152 127 -0.0037
13471 151 0.0061
54120 263 0.002
39206 246 -0.0184
53267 8 -0.0015
28673 67 -0.0145
59817 152 -0.0156
60453 190 -0.002
43356 203 -0.0078
58165 52 -0.0125
15439 76 -0.0121
31175 313 0.0139
50196 279 -0.0091
35166 297 0.0375
25045 201 -0.0183
47923 194 0.0026
84561 73 -0.0258
12228 171 0.0192
62146 235 0.0086
40848 293 -0.0228
38024 63 -0.0077
32984 264 -0.0131
548 222 -0.0258
28069 40 -0.0015
46753 268 0.0411
57810 268 -1e-04
75352 25 0.0095
18953 279 -0.0208
58886 74 0.01
59421 17 0.004
48170 81 0.0019
32222 294 0
42456 242 0.0017
27567 333 0.0183
5910 82 0.0299
21609 286 0.0033
50217 153 0.0051
1910 152 -0.0063
61317 258 -0.0061
51969 31 0.0125
52688 200 -0.0124
44561 234 -0.0264
51127 238 -0.0066
31027 54 0.027
14854 134 0.0014
50599 179 0.01
81138 88 0.0091
190 264 -0.0126
57304 220 -0.0108
18934 254 0.0059
22801 268 -0.012
2733 127 -0.0146
63110 172 0.0033
13868 13 0.0403
7811 223 0.0093
98195 136 0.0047
38050 258 0.0031
9044 67 -0.0196
13642 299 0.0145
43828 55 -0.0106
19389 181 0.0105
57303 126 -0.0167
47171 222 0.0046
22646 96 0.0163
70786 116 0.0036
11801 66 -0.02
43090 325 -0.0073
35118 188 0.0211
37344 280 0.0284
30456 145 -0.0157
76078 293 0.0069
47663 31 0.018
2842 18 0.0228
7011 21 -0.0176
407 167 0.0281
31883 137 0.0084
36504 239 -0.0029
40091 225 -0.0053
36246 105 -0.0189
24985 96 -0.0193
777 93 0.0176
44888 292 -1e-04
26621 222 -0.0075
39635 38 0.0026
2193 142 -0.0097
25344 231 -0.0211
9185 263 0.0026
7444 69 -0.0196
52541 76 0.0315
52166 260 0.0223
32146 216 -0.0219
35476 257 -0.0166
62322 46 -0.0144
31598 132 -0.0148
51368 9 0.0065
60373 324 -0.0013
4338 217 0.0148
64424 323 0.0024
53124 247 0.004
34666 64 0.0064
22027 103 0.1253
31059 268 -0.0082
32323 64 -0.0037
204608 357 -0.0162
62270 82 -0.0018
8267 153 -0.0176
5314 168 -0.0081
19303 252 -0.0047
43335 131 0.0057
39250 277 -0.0132
56753 175 -0.0162
4285 132 0.0138
16709 55 0.0068
20052 169 -0.012
31424 169 0.0031
7302 35 -0.0042
18128 256 0.0199
7923 153 -0.0018
20072 135 0.0049
53809 169 -0.0135
40373 53 -0.0204
61856 69 0.006
41205 103 -0.0144
7232 88 0.0032
20606 123 -0.0064
55240 218 0.0246
36060 165 -0.0118
17800 120 -0.0064
50487 215 0.0063
57687 216 -0.014
52449 330 -0.0022
10743 77 -0.0161
13937 212 -0.0093
2162 192 0.0078
53145 226 -0.0113
37241 117 -0.0106
22288 260 -0.0075
41858 167 -0.0075
62252 291 -0.0052
79180 29 -0.0189
52654 343 0
17578 66 -0.0129
62921 341 -0.0053
42915 298 -0.0128
56057 144 0.0013
46863 80 -0.0053
27641 302 -0.015
105525 125 0.0039
14334 291 -0.026
52570 172 -0.0137
19656 136 -0.0073
51141 21 -0.0163
29141 44 0.0076
11676 237 -0.006
95842 26 0.0269
59883 291 3e-04
16586 161 0.0038
47161 74 0.0028
54143 149 -0.0053
38784 145 -0.0159
30256 85 -0.0242
20779 152 -0.0037
12645 26 -0.0136
32488 17 -0.0137
40311 102 -0.0208
57801 205 -0.0048
34694 162 -0.0175
20793 238 0.0098
9325 236 0.0058
37693 70 0.0051
21858 20 -0.0023
47429 204 -0.0189
10258 213 -3e-04
54605 167 -0.0113
52033 211 0.0255
53149 292 -0.0143
11526 162 0.002
146355 116 -0.0135
13735 167 -0.0128
142895 294 -0.0146
52650 119 0.0103
27981 335 -0.0162
40659 216 -0.0211
36227 19 0.0124
26652 95 0.0326
31032 322 -0.0154
61797 61 0.0066
34048 54 0.0232
11010 35 -0.0064
59101 222 -0.0125
45216 276 -0.002
53978 207 0.0057
27341 199 0.0246
30253 35 -0.0128
185 111 -0.0134
37650 288 -0.0115
41330 102 -0.0074
41860 192 0.0276
45895 82 -0.0089
54256 7 0.0331
25203 131 -0.0093
36417 78 0.0035
412 348 -0.0045
352 355 0.0255
32947 117 0.0092
63214 92 0.0185
13025 306 -0.0065
32820 287 0.0399
6362 159 0.0188
10520 277 0.0258
12856 207 0.0143
6966 121 -0.0022
227 218 -0.0059
18200 178 0.0127
56220 77 0.001
21947 85 0.003
11601 200 0.0089
37539 33 -0.0214
33994 153 0.0093
77154 53 0.0033
35207 110 -0.0146
25512 255 -0.0109
63371 116 -0.0147
23650 133 0.0317
12074 293 -0.0141
51072 281 0.0468
33072 287 0.015
14181 238 -0.0036
38490 98 -0.0061
23659 260 -0.0126
22516 59 0.0088
960 352 -0.0028
58617 330 0.0445
49003 344 0.0138
38940 22 0.0039
25293 156 -0.0237
32296 175 0.028
1096 57 -0.0126
3162 194 -0.0146
3866 232 0.012
1365 20 0.0127
354 213 0.0566
64430 8 0.0046
7380 147 -0.0116
55715 172 -0.0245
62061 41 -0.0129
26216 166 -0.0199
38845 48 0.0163
41456 43 -0.0207
33573 179 0.0017
63681 109 0.0119
48741 103 -0.0057
24636 289 -0.0067
45123 112 0.0279
32736 133 0.0024
66680 315 0.0141
48777 191 -9e-04
14849 173 0.0089
51995 17 0.0272
69063 14 0.0029
95814 200 -0.0223
46123 122 0.0147
34495 335 0.0305
89474 179 0.0078
81060 52 -0.0154
75705 143 -0.0195
91964 136 -0.0234
50929 338 -0.0073
3702 84 -0.0075
14285 137 -0.0111
205848 335 -0.0139
34287 244 -0.0189
10211 187 0.0142
29495 277 -2e-04
63273 236 -0.0106
15280 38 0.0192
141333 359 -0.0062
5151 316 0.0025
10721 93 -0.0083
44830 230 -0.0232
10610 104 -0.0149
38907 234 2e-04
1058 293 -0.0095
51364 11 0.0098
20692 199 -8e-04
86708 122 0.0081
21783 261 -0.0113
48871 162 0.0134
27213 84 0.0015
72779 56 0.0454
1927 161 0.0042
16263 21 0.0051
60913 303 0.1102
26171 38 -0.0064
36066 161 0.0369
95204 133 0.0446
52877 118 -0.0289
32065 44 -0.0128
36865 288 -0.0203
60047 248 -0.0064
51629 42 0.1158
50250 226 -0.0177
5853 309 0.0554
22854 118 -0.0021
62539 267 -0.0177
121901 271 0.0566
28122 216 -0.0042
44263 255 -0.0138
64788 131 0.0072
50474 133 0.0576
54883 143 -0.0155
84911 15 0.045
29980 64 0.0795
15195 115 0.0373
35839 163 0.0187
28851 176 0.01
44151 253 -0.023
815 70 0.0065
57282 184 0.0047
2641 201 0.0093
44405 132 -0.0236
39687 276 0.0859
38648 270 0.0032
41503 236 0.1189
22693 96 0.0205
63145 10 0.0586
50614 288 -0.0095
35723 142 -0.0188
31682 263 0.027
55280 235 0.1197
58732 222 0.0982
31289 7 -0.005
35695 217 0.0054
2482 102 0.0241
27757 41 0.0065
32698 301 -0.0176
15429 52 -0.0012
6971 331 0.127
48964 130 0.0562
19920 194 0.0072
55315 128 0.1001
5008 62 0.0064
38606 237 0.0297
27935 22 0.0182
20829 104 0.1057
39653 67 -0.0103
68629 156 0.0248
75935 256 -0.0034
7113 56 0.0268
46680 62 -0.0073
17683 201 -0.0084
3578 210 0.0053
10856 85 0.0045
6043 50 -3e-04
23047 243 0.0188
1199 179 -0.0094
52990 281 0.0211
1897 239 0.0211
17734 21 0.0061
30805 72 0.0743
56627 102 0.0275
111 193 -0.0146
59032 290 0.1053
47905 345 0.0859
3321 224 0.0504
43469 179 -0.0028
7198 181 -0.0188
38748 269 0.0128
20421 64 -0.0185
12591 238 0.0192
99489 135 0.0069
22598 30 -0.0172
8888 77 0.0107
37454 239 -0.0101
34422 270 0.0113
30692 258 -0.0018
60459 198 0.0156
65923 195 0.0115
41119 192 0.0101
22794 275 0.0381
36934 230 0.0033
52992 218 -0.0082
16861 72 0.0098
40222 17 0.0011
53229 246 -0.0137
39203 55 0.0296
15328 224 -0.0199
15815 162 0.107
54115 71 -0.0126
50043 329 -0.0106
22078 108 -0.0179
59246 32 -0.0085
35969 109 -0.0131
21259 177 0.0101
2234 146 0.0774
24803 171 -0.0024
57109 126 -0.0013
34811 94 0.0459
34754 253 0.0334
52986 118 0.0341
61300 238 0.006
29548 327 0.0256
58315 225 -0.0128
40863 35 0.0109
46599 188 0.0398
48682 54 0.0026
28832 207 0.0267
10913 201 0.0084
700 246 0.0104
36241 188 0.0708
58284 227 0.0087
17178 239 0.0309
95469 251 0.0417
12994 11 0.0645
60739 187 -0.0203
59913 36 0.105
39996 243 0.0713
53706 334 -0.0126
51411 268 -0.005
49137 309 -0.0021
82839 77 -0.0037
24673 325 -0.0027
24833 247 -0.0246
31642 90 0.0151
6482 169 -0.0041
37505 149 0.034
32985 42 -0.0124
31534 119 0.0025
37451 42 -0.0094
51002 277 0.0344
26591 150 0.0024
48566 107 0.0355
10897 234 0.0318
88578 275 0.0189
45072 279 0.024
53169 247 0.0034
34095 98 -0.0028
32514 278 0.0095
43248 289 -0.0162
63156 255 -0.008
9674 50 0.0033
49811 8 0.0046
38616 143 -0.0057
137939 278 -0.0102
47369 50 -0.0023
55376 182 0.0024
62260 297 -0.0086
40613 288 0.0055
51741 107 -0.0036
33980 107 -0.0037
60138 168 0.0048
8448 269 -0.0061
5956 242 0.0336
77211 43 0.0282
30067 97 0.0046
60580 263 -0.0161
58365 35 0.0227
1109 85 -0.0088
61050 171 0.0096
1220 224 -0.0021
34978 210 -0.0053
21082 226 0.0108
55170 276 0.0075
32031 208 0.0144
49071 290 -0.0055
30934 87 -0.0147
