tag tag.pos Fstp
101978 17 0.0104
24796 190 0.0148
98804 189 0.0223
65776 148 -0.0061
55766 201 -0.0126
101117 230 -3e-04
42982 187 0.0033
2648 249 -0.0029
78914 65 -6e-04
6658 275 0.0153
47634 179 0.0061
41854 173 0.024
115716 58 0.0387
102213 249 0.0192
39515 185 0.0044
51993 195 -0.002
92193 198 0.0082
84448 58 0.0086
6755 36 0.026
24951 272 -0.0084
31367 64 2e-04
35958 191 0.0013
60622 104 -3e-04
67269 248 0.0039
11073 30 -0.0143
25152 230 0.0129
73613 157 -0.0027
83197 201 -0.012
10810 189 0.0111
37006 218 0.0024
47924 111 -0.0092
4965 44 -0.0138
7737 26 0.0083
92712 210 0.014
59667 155 -0.0084
74578 235 -0.0059
55643 110 0.0115
62002 223 0.0058
51808 29 -0.01
96285 115 0.0074
7077 320 -0.0172
12963 160 -0.0094
55102 91 -0.0034
54472 232 0.0142
41102 289 0.0271
74837 253 0.002
61580 73 -0.012
24602 111 0.0014
98221 112 0.0025
35098 128 0.007
60038 89 -0.003
77621 194 0.0059
70456 328 -5e-04
43168 7 0.0392
35089 154 0.0045
8876 241 0.0237
22946 176 0.0044
83675 266 -0.0052
40578 81 -7e-04
11624 52 -9e-04
37353 346 -0.0093
83521 223 0.0299
85817 293 -0.0105
103825 85 -0.0102
14367 79 -0.0061
92477 261 -0.0104
32877 128 -0.0111
87748 165 0.0036
99571 126 -0.0119
42130 260 0.0168
38895 279 0.0129
38738 132 -0.0074
20787 309 0.0135
98396 224 -0.0026
14792 298 -5e-04
90966 228 0.0018
97914 154 0.0234
29282 273 0.0179
83006 244 -8e-04
55948 9 0.0298
1231 240 -7e-04
9625 111 0.0077
59873 91 -2e-04
35095 46 0.0023
23026 221 -0.0038
83759 159 -0.0028
95530 73 -2e-04
98305 278 0.0134
39434 11 0.0047
164159 24 -4e-04
10529 47 0.0372
29402 287 0.0178
86006 302 0.002
135923 163 0.0065
17130 253 0.0076
48381 9 -0.0075
29939 199 -0.0104
22535 292 -0.0139
6190 190 -0.001
89522 96 -1e-04
11872 10 0.026
46710 123 -0.004
33479 64 -0.001
59859 355 -0.0012
92293 310 1e-04
39033 239 0.041
23083 154 -0.0022
52075 77 0.0026
38653 29 5e-04
11344 81 0.0407
20995 241 -0.0037
87528 58 -0.0146
1337 229 0.002
91608 57 0.0498
21462 271 0.0072
69930 234 0.0041
59005 168 -0.0127
21579 108 2e-04
47114 60 0.0113
55644 93 -0.0098
17026 28 0.0146
71522 238 0.0056
12190 46 0.0315
86367 117 0.005
57093 230 0.0072
55094 180 -0.0032
2450 20 -0.0101
87093 260 -0.0063
49386 57 -0.0102
39197 180 -0.0034
153337 223 0.0071
43346 53 -0.0025
15027 94 -7e-04
57557 32 -0.0021
13247 234 -0.004
18140 15 0.0026
158359 81 0.0292
55242 216 0.0261
82458 23 0.0532
96037 30 -0.0084
64411 246 0.0018
26179 26 0.0044
28417 277 -0.0032
33784 251 0.018
68483 293 0.0141
99594 159 0.0098
57196 88 -7e-04
70286 136 0.0061
96072 148 0.0237
34789 272 -0.0036
60816 368 0.0333
22890 109 -0.008
1281 104 0.0072
82764 290 8e-04
100283 23 -0.0068
23181 205 0.0224
3230 269 -0.0133
94541 87 0
94105 185 -0.0112
32397 63 -0.0032
41925 237 0.0077
135429 246 0.0108
31697 21 0.0076
93735 205 -0.0075
19580 90 -0.0023
48430 250 0.0028
52542 192 -0.0058
79852 165 -0.0065
94261 228 -2e-04
99558 101 -0.0051
4042 78 0.0032
105217 332 0.0297
36271 295 -0.0104
87438 231 0.0189
36786 143 -0.0067
34745 48 0.004
60193 106 0.0139
99964 19 0.0147
10743 194 -0.0013
12357 249 0.0079
92490 255 0.0052
21370 137 0.0231
87987 206 -0.007
103145 255 0.0249
57817 129 0.0027
13189 17 0.0021
37686 183 0.0049
85076 99 -0.0052
28021 252 -0.0084
9105 240 0.0033
97347 198 0.0191
35234 70 0.0384
91163 69 0.0053
17688 272 -5e-04
2407 46 0.0226
20169 72 -0.0049
94601 329 8e-04
58005 174 -0.0072
87372 274 -4e-04
89183 175 -0.0048
28991 63 -0.0049
48409 273 -0.0011
91099 26 0.0088
46400 225 0.0047
76005 132 0.002
6042 207 0.0314
42237 32 0.0047
1624 73 0.0035
47892 73 0.0146
23640 103 0.0109
49473 266 0.0128
13432 188 -0.0012
122376 79 0.0038
58320 288 -0.0122
40471 128 0.0054
73164 48 0.0013
4950 56 0.0321
41553 209 -0.0011
14186 191 0.0057
9456 104 -0.0036
90074 250 -0.0091
96282 264 -0.0062
50124 235 0.0054
41251 168 -0.002
39938 77 -0.006
85631 244 -0.0114
56912 90 0.0073
72873 39 0.0203
69616 87 -0.0206
7192 43 0.0065
89349 18 2e-04
54267 237 -0.0108
36659 303 -0.005
73464 54 0.0011
104554 212 8e-04
88834 291 0.0302
6579 253 0.0014
71465 119 0.0046
46428 274 0.0161
37477 176 0.0179
131205 295 0.0089
67571 26 0.0286
3224 222 0.0111
27631 230 0.0052
53433 22 0.0105
11587 83 0.0029
4316 62 -4e-04
8945 318 0.0066
34074 48 0.0057
65139 263 0.0068
18275 223 0.0111
7766 264 0.0022
39839 74 0.0118
91267 302 -0.0105
96551 7 -0.0045
57440 212 0.001
23001 335 -0.0113
90689 340 0.006
104042 370 0.0089
31818 193 -0.0104
64001 103 0.0052
92368 203 -0.0027
147651 241 0.0368
68350 104 -0.0023
95701 292 0.0047
56220 79 0.017
18527 342 -0.0027
23196 164 0.0166
72310 160 0.0198
13603 175 0.0136
54971 320 -3e-04
54744 229 0.0231
38955 286 3e-04
62341 125 0.0397
104264 231 0.0249
138370 189 0.0049
10113 158 -0.0062
78825 58 0.0069
70479 257 -0.0068
85724 65 -8e-04
42554 283 0.0107
71616 340 -0.0042
67357 346 0.0041
108134 63 0.0122
105293 42 0.0088
43696 149 0.023
38482 326 -0.0016
97765 79 0.0084
23871 195 0.0119
55956 142 0.0141
93460 251 0.0148
84594 291 -0.0033
100887 28 0.0446
111352 68 0.0022
98629 13 -9e-04
2446 133 0.0175
55216 36 -0.0024
67444 200 0.0013
15066 145 -0.0058
91055 202 0.0082
102523 243 -0.0042
34758 203 -3e-04
58789 170 0.0253
27013 86 0.0118
23669 128 -0.0078
72476 141 -0.0157
74536 95 0.0307
23052 104 0.01
54111 128 -0.0088
11912 104 0.0142
13628 106 -0.0103
5840 225 4e-04
21886 251 -0.0091
10998 43 0.0085
121713 197 -0.0085
47850 22 -0.0051
31272 250 -0.0043
101426 238 0.0061
8537 317 0.0274
96789 231 0.0248
100971 201 0.0091
84516 225 0.0242
94465 266 -0.0013
32968 260 -0.0082
88574 80 3e-04
54629 327 0.0031
41649 361 -0.0127
101390 222 -0.005
60657 120 0.0036
96739 201 -0.0077
100122 208 0.0036
14850 82 -6e-04
48482 260 7e-04
72204 258 0.0112
5132 59 -0.0014
49949 311 0.0064
103951 173 0.0106
13699 282 -0.0145
334 119 0.0037
92328 238 -0.0099
38403 265 0.0842
48535 178 -0.0069
47389 298 0.0016
88351 212 -0.0059
33032 321 0.0096
56591 278 0.0445
28203 22 -0.0037
21647 232 -4e-04
63325 72 0.0168
137859 92 -0.0087
23377 277 0.0352
32359 143 0.076
55652 73 0.023
45398 72 0.0013
99548 188 0.0099
20161 334 0.0037
63742 94 -2e-04
8202 230 0.0073
42271 239 -0.0071
94083 287 -0.0127
60519 221 -0.0032
93764 238 0.0017
46019 227 0.0312
99870 232 0.0052
2075 289 0.0147
46167 41 0.0397
38095 323 0.0174
105291 21 0.045
69611 51 -0.0063
3615 166 0.0097
58751 222 0.0052
3942 81 0.0164
64403 159 0.0398
76366 32 -0.008
36160 241 -0.0039
47520 91 -0.0067
104150 265 0.01
44153 88 -0.005
60209 228 -0.002
7604 174 -0.0075
78247 202 -0.005
55422 153 8e-04
84870 230 0.0201
174751 191 0.0317
97490 258 -0.0055
25431 178 -0.0113
64442 47 0.0692
26424 131 -0.0116
16906 9 -0.0024
27009 176 -0.0054
33922 213 -0.0066
98227 206 0.0186
79024 286 0.0097
48971 227 0.0039
62483 114 -5e-04
22185 148 -0.0085
6170 271 -0.0087
82535 185 0.1141
73482 137 0.0032
100281 186 0.0261
22994 95 -0.0093
68694 246 0.0223
35072 271 -0.0097
29490 49 0.0351
33875 116 0.0167
77203 310 -0.009
46842 335 0.0061
93666 85 -0.0123
75108 100 0.0362
78238 303 0.0111
69912 78 0.013
14517 169 3e-04
18354 279 0.0209
104265 148 -0.0113
51189 105 0.009
93945 113 0.0154
2806 153 0.0236
61829 53 -0.009
92498 158 -0.0039
109247 40 0.0661
71889 247 0.0165
99437 128 0.0023
51351 9 0.0384
57532 347 -0.004
85933 119 0.0014
72365 65 0.0381
87751 154 0.0065
86155 287 -0.0014
54304 214 0.0044
54633 293 0.0746
13079 94 0.0263
83259 94 0.0793
46856 195 0.0807
87477 222 -0.0073
16964 278 -0.0063
97034 26 0.0057
98141 137 -0.0157
85981 199 -0.0062
51848 161 0.004
107954 246 0.0155
37358 284 0.0066
21407 341 -0.0044
141138 180 0.0033
46659 45 -0.0043
71548 268 0.031
22345 278 0.0012
12171 61 -0.0024
87227 86 0.0058
86456 60 0.0157
71530 93 -0.0035
83897 67 -0.0049
103613 169 -0.0015
34397 92 0.0126
17248 151 0.023
22958 254 0.051
10815 155 -0.0075
15728 66 -0.0048
11971 265 0.0526
99905 317 0.0158
41369 186 0.0797
14528 157 0.0662
20279 26 0.0228
31534 186 0.0049
63938 166 0.0073
97096 77 -2e-04
91107 63 0.0536
158796 182 0.0122
192310 278 -0.0024
35955 228 -0.0013
28059 14 0.0127
74141 298 0.0412
41467 250 0.0355
47103 11 0.0083
14692 174 0.0052
79293 56 0.0121
11054 109 0.0089
8591 262 -0.0072
70299 42 0.0291
92931 185 -3e-04
40967 137 0.0137
38077 20 -0.0071
66248 71 0.0038
542 75 0.0172
97578 216 -0.0105
69834 275 0.0445
101415 200 0.0035
47441 44 0.0019
20097 17 0.0297
99780 106 0.0021
102109 37 0.0197
32151 29 0.0033
10865 257 -0.0051
29198 207 0.0025
16279 23 -0.0016
86313 316 -0.0133
10645 89 0.0296
74490 257 0.0691
30643 201 0.0623
50845 263 0.0249
68043 345 -0.0012
83344 157 0.046
10558 77 0.0185
584 148 0.0198
14985 200 0.0371
74343 184 0.0457
18889 234 0.0788
77335 103 -0.0063
50406 213 -0.0069
93059 92 0.0066
5369 214 0.0059
57798 107 0.0065
36648 142 0.0708
2717 8 -0.0031
6879 168 0.006
82814 90 0.0086
8719 130 -0.0133
12971 156 0.0031
40544 252 -8e-04
64752 206 -0.0031
93663 96 0.005
101012 221 -0.0043
53322 271 0.017
89102 73 0.0151
118683 49 0.016
52045 167 0.0029
55843 178 0.0242
48400 201 0.0046
56120 186 -0.0021
78396 270 0.0145
154717 167 0.0011
90662 58 -0.0066
75036 72 0.0161
32581 133 0.005
5781 145 -0.0026
92318 246 0.014
11363 142 -0.0035
93178 20 0.0102
73581 104 0.0071
49985 282 -0.0043
86993 99 0.0022
30137 218 -0.0015
85492 202 -0.0038
57509 242 0.0087
74933 257 0.0256
20704 346 0.0639
98236 50 -0.0057
52156 142 0.0011
103101 81 0.0106
35587 117 -0.0138
101093 212 0.0032
21669 204 0.0066
54925 30 -0.0091
35804 90 0.0255
16923 295 -0.0098
100441 106 0.0203
3093 202 -0.0028
45791 304 -0.0119
69210 102 -0.0025
74199 167 0.0256
45441 208 -0.0056
81181 178 -0.0081
40163 37 0.0146
2803 160 0.0031
80885 7 0.0037
2438 127 -0.0054
102641 199 0.0112
57342 89 0.0353
35903 253 0.0047
35931 245 -0.0047
94607 235 0.0307
71532 233 -0.0033
100753 42 0.0216
64519 101 0.0025
1577 274 -0.0102
89086 55 -0.012
53489 172 2e-04
41275 108 0.0216
23410 258 0.0106
21386 87 0.0173
14349 101 0.0083
52776 272 -0.0066
90790 286 0.0059
33837 127 0.0244
30534 84 -0.0063
72647 233 -0.005
63417 194 -0.0069
89230 221 0.0144
39597 45 -0.0012
97902 26 0.0065
22093 59 0.013
90482 263 -0.0037
51166 45 -0.0043
56444 77 -0.0073
58326 133 0.0043
43701 40 -0.0017
78198 41 -0.0153
29508 211 0.0536
25903 46 0.0288
11125 246 -0.0083
80712 226 0.0175
96625 149 0.0074
84778 102 0.0066
33305 312 0.0211
58950 44 -0.0079
53435 243 0.0064
12518 173 -0.0068
67307 275 -0.0054
32977 214 0.0098
54253 75 0.0089
7104 83 -0.0095
11745 83 0.0047
38664 201 0.0443
96433 192 0.0101
2603 215 0.0166
78054 85 0.0196
79709 247 -0.0054
73456 157 0.0529
26630 242 0.0041
5839 66 -0.005
77850 165 0.0286
12724 114 0.0014
96455 316 0.0324
45956 170 0.0107
90241 171 -0.0041
90023 217 -0.0125
37076 54 -0.011
95191 228 -0.0065
68703 185 0.0098
80047 52 0.0273
20369 42 0.0294
43106 117 0.0391
25412 332 0.0082
60456 209 0.0017
54740 250 0.0026
12457 253 0.0305
20050 99 0.0108
60814 281 -0.0016
5103 59 0.0146
33512 262 -8e-04
3090 146 -0.004
101021 38 0.0354
39258 18 0.0158
89508 96 0.0336
48777 39 0.0152
43493 212 0.0119
35124 191 0.0041
25026 204 0.0214
104513 49 0.0142
17006 23 0.0291
60922 250 0.0045
72473 263 -0.0059
50588 76 0.0031
85870 169 0.0309
15458 97 0.0388
32895 265 0.0141
1391 179 -0.0113
64889 275 -0.0102
123568 253 0.0186
102549 107 0.0072
99608 130 0.0016
27915 80 0.029
42099 108 0.0673
76048 245 0.0167
58037 18 -0.0036
69716 246 0.0028
75743 76 0.0864
89489 252 0.0841
2818 260 0.0053
23849 222 0.0146
80499 239 0.0132
56038 357 -0.0069
40972 144 0.0238
43933 100 0.0168
58658 111 -0.0135
53545 172 -0.003
51935 234 0.005
76652 199 -0.0016
37238 55 0.0244
42511 176 -0.0036
50006 233 0.0506
60446 148 0.0135
47559 194 0.0389
31866 83 0.0124
73404 123 0.0377
105012 91 0.0055
56832 157 0.0159
148000 245 0.032
105222 111 0.0134
18713 231 7e-04
20349 72 0.0494
59745 274 0.0289
51214 274 -0.0044
77215 190 0.0343
41112 38 0.0468
83126 216 0.0039
2112 92 0.0073
7108 217 0.0068
56876 349 0.0084
888 288 -0.0078
43257 281 -0.0012
75917 164 0.0167
23809 209 0.0023
56454 123 9e-04
47126 196 0.0163
66244 56 0.0241
37036 13 0.0079
47967 157 0.0072
6132 135 -0.0059
7883 264 0.0101
5281 155 -0.004
20685 151 -0.0091
41493 119 -0.002
44829 326 -0.0075
34304 85 -0.002
50964 307 0.0143
47127 293 -0.0053
161464 42 -0.0056
14713 108 -0.0076
21161 253 -0.005
53906 367 -0.0085
59306 308 -0.0038
74847 101 -0.0171
47830 205 0.0122
44350 253 0.0153
87439 314 0.0101
64806 112 0.0233
64725 174 0.0179
50114 91 -4e-04
49557 37 -0.0084
67716 193 0.0295
40834 137 0.0123
103427 128 -0.0083
93664 188 -0.0023
94825 77 0.0155
65850 33 6e-04
95918 41 0.0041
51366 36 -0.0201
43807 146 -0.0064
31079 275 0.0023
91122 329 -0.0069
28696 330 -0.0149
89733 308 0.0212
60931 118 0.0071
22648 265 -0.0126
48604 20 0.0455
939 24 -0.0035
14601 205 0.0793
58783 8 0.0038
86699 65 0.0069
89407 320 -0.0078
31563 270 0.0509
49445 95 0.0946
33635 188 -3e-04
42638 202 2e-04
5355 284 0.0027
128283 248 8e-04
41512 109 0.0092
69647 37 -0.0126
39542 49 0.0087
73954 31 1e-04
104556 297 0.019
101784 204 0.0097
65161 235 -0.0027
2292 166 0.0349
85146 62 0.0068
39762 231 0.0097
78903 149 0.026
30002 120 -0.0116
56122 318 -0.0069
52183 200 0.0089
33274 120 -0.0177
103861 348 0.0282
98904 291 0.0331
24916 297 0.0221
39817 322 -0.002
101566 276 0.0178
31721 54 -0.0141
60539 101 -0.0063
54980 181 0.0122
66777 180 0.0125
102498 86 -0.0027
60629 260 -0.0109
98303 349 -0.0022
162419 65 0.014
104571 179 0.0062
95015 257 0.0024
90172 204 -0.0044
25488 95 0.007
4155 322 -0.013
3793 32 -0.004
78003 212 -0.0023
36080 70 -0.0079
73913 101 -0.0016
85758 13 -0.0103
46036 211 -0.005
3611 244 8e-04
92693 135 0.0013
10475 289 -0.0056
4524 272 -0.0072
89949 193 0.0215
23904 204 0.0138
81036 235 -0.0034
75334 217 0.0226
11765 299 -0.0031
52959 53 -0.0148
89770 195 0.004
98787 166 -0.0116
72914 253 0.0133
68906 102 0.0065
73266 240 0.0114
9076 54 0.0123
100386 232 -0.0065
39504 339 0.0214
67718 87 0.0147
42852 256 0.0073
101482 254 0
93841 235 0.0084
41585 75 -9e-04
53033 168 -0.0012
86976 273 -0.0034
80454 300 0.0046
76574 143 -0.0017
52084 213 0.0108
105337 240 -0.0035
67931 290 0.0017
36475 209 -0.0097
65539 169 0.0376
101524 72 -0.0032
6915 174 -0.0071
97397 77 0.001
17025 178 0.0435
29634 274 0.0037
17653 173 2e-04
22231 38 0.0113
67737 88 -0.0019
59503 12 -9e-04
2274 255 -0.0105
88715 142 0.051
57271 281 0.0037
37174 201 0.0183
80239 103 -0.0068
17732 62 0.0022
91720 146 -0.0083
33120 114 4e-04
52109 211 -0.0031
24864 261 -0.0145
29867 200 0.0047
5570 33 -0.001
27376 94 -0.0133
83555 144 -0.0167
48876 312 7e-04
54791 119 0.0091
43567 271 -4e-04
22551 16 0.0613
91589 131 0.0224
88758 312 0.0062
36385 146 -0.0054
59770 65 0.0043
93418 120 -0.0027
17939 111 -0.0112
16086 163 -0.012
46609 70 -0.0053
70923 142 -0.0017
25095 253 0.0031
59391 162 -0.0058
57147 8 -0.0045
20650 75 -0.0025
95992 155 -0.0057
7575 310 0.0013
37501 286 -0.0114
55721 283 0.0042
43206 231 -0.0109
104660 316 -0.0016
2412 238 -0.0058
104097 195 -0.0041
12052 284 -0.0125
6833 184 -0.0031
33684 24 0.018
94031 307 -6e-04
55206 96 -0.0043
36601 340 0.0062
25980 341 -0.008
96934 168 4e-04
76527 147 -0.0025
440634 230 -0.0041
65704 346 -0.0087
123081 309 0.0021
116682 199 -0.0071
96454 88 2e-04
56866 320 -0.0065
76377 201 -0.0104
45916 372 -0.0068
95492 79 -0.003
81998 148 7e-04
77011 279 -0.0066
66740 27 0.0057
22920 272 0.0073
84159 16 -0.0044
68813 198 -0.0052
62679 227 -0.0055
30634 107 -0.0067
43788 30 -0.0034
10153 181 0.0089
82060 165 -0.0061
22389 165 -0.0052
48437 145 0.025
9430 198 -0.0077
155492 201 0.0043
81772 157 0.0061
26097 144 0.0163
60252 55 0.0064
39136 311 -0.0073
65784 207 0.018
90711 275 -0.0063
101372 9 -0.0057
15776 200 0.0012
90667 204 -0.0046
36649 290 -0.0021
78425 21 0.0011
99827 196 -0.0091
44960 122 0.0252
85806 257 0.0051
103054 325 -0.0065
77291 208 -0.0041
87665 77 0.0169
90770 141 -0.0102
69359 256 -0.0071
82117 306 0.0112
9285 202 0.0064
70441 26 0.0198
23150 64 -8e-04
43878 75 0.0012
837 272 -0.0024
10243 320 0.0193
50219 188 0.0196
16528 119 0.0252
42276 209 -0.0105
63045 149 -0.007
69640 40 -0.0026
71917 58 0.0091
60993 77 -0.0016
86139 244 -0.0049
98499 271 -0.0015
65552 187 -0.0082
57537 230 -0.0069
15885 209 -0.0017
69528 235 0.001
100976 291 0.0043
46048 9 0.0091
48210 281 -0.009
99752 210 0.0204
86039 134 0.0052
23212 71 -0.0078
53708 74 -0.0108
29213 341 0.0033
28726 49 0.0038
99436 244 -0.0063
36770 251 8e-04
9677 242 0.0014
6316 166 -0.0028
16139 215 -2e-04
35079 133 -0.0117
7583 142 -0.0037
45628 64 0.0149
102150 38 0.0129
38461 337 0.0063
63013 276 -0.0031
61576 133 -0.011
95021 60 0.0047
103385 77 0.0034
13362 97 0.0222
40873 247 -0.0097
26080 169 -0.0103
306 54 -0.007
41264 190 -0.0025
6760 142 -9e-04
36045 24 -0.002
55075 171 -0.0059
44522 159 0.0014
34423 255 -0.0123
77880 96 0.0015
18819 256 0.014
42144 195 -0.0023
89079 209 -0.0119
153711 115 6e-04
91908 50 -0.0113
90812 75 -0.0151
10954 256 -0.014
91601 166 0.0096
55548 99 -0.0124
23725 308 0.0277
54590 311 -0.0068
40344 106 -0.0085
91804 120 0.0042
88618 312 0.0077
99526 82 0.0108
35001 192 0.0042
55269 148 0.0164
30942 75 -0.0073
572 237 0.0103
6648 9 -0.0057
23190 255 -0.0079
72067 264 0.0023
31373 148 -0.0056
55494 261 0.0248
50304 274 0.0271
76271 56 -0.0123
66898 291 -0.0052
9597 74 0.0301
375 205 -0.0028
75825 150 0.0093
35141 11 0.0185
73804 22 0.0158
52326 201 -0.0097
36819 112 -0.0091
86972 314 -0.0059
45701 141 0.0103
57278 47 -0.007
54297 346 -0.0063
46069 72 -0.0086
29996 215 -0.0111
54115 268 -0.0085
100392 43 -0.0065
85031 200 -0.0054
83843 265 -1e-04
72746 315 -0.0046
95459 268 -0.0127
13939 104 0.0151
117331 166 0.0376
94461 113 -0.0117
4129 193 -0.0095
47980 264 0.0085
80980 37 0.0137
52014 292 0.0103
93297 155 -0.0011
69281 32 -0.0018
6067 176 -0.0024
82928 121 7e-04
93585 327 -0.0086
99075 83 -0.0022
38334 180 -0.0073
51964 10 0.0315
88652 127 -0.0139
87005 290 0.0015
87026 197 -0.012
101676 215 0.0022
79111 215 -0.0024
16935 103 0.0311
96279 150 -0.0061
59827 113 0.0037
52603 166 0.0088
23686 142 0.0235
22355 174 0.0112
80649 68 0.0124
8127 143 -0.0024
64971 236 -0.0059
33915 274 0.0056
18776 149 0.0201
81131 33 -0.0121
42427 130 0.0058
62157 99 -0.0053
36112 257 0.0022
91848 180 -0.0086
73630 28 -0.0042
96658 126 -0.0071
16729 53 -0.002
78162 251 -0.0129
44297 206 -0.0039
67913 89 0.012
15162 241 0.0067
7582 155 -0.0117
47796 250 0.002
51115 80 0.0084
5220 230 -0.0111
100846 35 0.0119
934 10 0.0066
42288 31 0
21018 176 -0.0089
7035 188 3e-04
102079 350 -0.0034
51719 30 0.0083
39657 159 -5e-04
256 276 -0.0046
92776 110 -0.0013
51609 281 -0.0049
4967 232 -0.0073
66805 151 -0.0056
97178 63 0.0021
7626 200 -0.0046
59110 135 7e-04
38963 204 -0.0027
5962 248 4e-04
7261 294 0.0263
61753 295 -0.0081
43157 257 0.0218
82181 344 -0.008
74766 191 0.0018
70658 237 -0.0015
40750 175 0.0246
52790 117 0.0041
89839 205 0.0068
33423 25 0.0087
9949 128 0.0019
74741 92 0.0073
93305 342 0.0153
21343 186 0.0051
80750 24 0.0071
6526 212 -0.0094
52553 280 -5e-04
8044 80 -5e-04
90149 344 -0.0036
69152 154 -0.0041
71309 246 0.0145
33259 183 -0.0027
56574 203 0.0017
24834 10 0.0136
9775 160 0.0058
90179 100 -0.0103
63032 148 -0.0042
81642 176 0.0175
76192 143 0.0073
98155 211 -0.01
20999 183 0.0155
24252 125 0.0045
78149 271 -0.0025
75082 12 0.0233
69641 151 0.0189
4070 161 -0.0096
85070 27 0.0025
78939 280 -0.0022
60851 91 0.041
432 184 -0.0052
58884 44 0.0368
20884 181 -0.0021
24006 96 0.0079
48549 166 0.0027
65081 267 0.0185
83100 89 0.0351
78526 300 0.0015
43296 274 0.0377
85207 173 0.0184
56300 202 0.008
62413 323 -0.0063
87725 173 0.0202
46846 229 0.0207
61698 232 8e-04
86932 152 -0.0058
42829 200 0.0242
8869 347 -0.0021
100155 68 0.0197
97028 123 0.0105
60360 60 0.0491
6058 36 -0.0056
103928 207 -0.0016
40138 121 0.0047
70724 65 0.0566
18385 220 -0.0104
41955 92 0.006
60424 15 0.0209
15719 106 -0.0079
93221 236 0.0195
69092 14 0
44501 255 0.0195
20453 65 -0.0068
54658 280 -0.0148
69775 337 -0.0053
12747 238 -0.0035
67516 133 -0.0081
37947 307 6e-04
44571 105 0.0017
19618 150 0.0064
52907 123 0.0214
945 22 0.0399
64320 168 -0.0123
22252 113 0.0109
39567 30 0.0165
22396 10 0.0113
21258 320 0.0036
42368 44 -4e-04
17314 24 -0.0051
89471 62 0.0178
93334 242 0.0015
99417 78 -0.0101
22608 178 -0.0042
55005 177 5e-04
10257 323 -0.0141
56225 161 0.0433
35691 45 0.0434
69415 217 0.0256
67802 232 0.025
23675 143 0.0037
94818 217 0.0031
32257 182 5e-04
55158 124 -0.0031
91457 264 -0.0055
2673 237 0.017
139250 64 0.0227
45117 318 0.0163
46014 217 -0.0029
145464 217 0.0057
88539 24 0.0378
14950 49 0.0025
97538 44 0.0616
21596 175 -1e-04
94035 226 0.0085
102928 204 0.008
100577 25 -0.008
36994 221 0.0084
65449 64 0.0027
70499 238 0.0486
39298 253 -0.006
42587 259 0.0066
149794 71 -0.0077
136909 50 0.0046
35789 137 0.0351
45257 205 0.0023
22622 85 0.0191
