"locus" "pair1" "pair2" "pair3" "pair4" "pair5" "pair6" "pair7" "pair8" "pair9" "pair10" "pair11" "pair12" "pair13" "pair14" "pair15" "dxy_avg"
"11" "SNP_11" 0.459770114942529 0.404509283819629 0.46551724137931 0.511936339522546 0.431724137931034 0.42022792022792 0.47119341563786 0.50997150997151 0.442962962962963 0.431623931623932 0.523668639053254 0.364615384615385 0.508547008547009 0.451111111111111 0.516923076923077 0.460953471884605
"12" "SNP_12" 0.335483870967742 0.306451612903226 0.353763440860215 0.372043010752688 0.337514934289128 0.288235294117647 0.34 0.36 0.322222222222222 0.311764705882353 0.335294117647059 0.290849673202614 0.375555555555556 0.341975308641975 0.361728395061728 0.335525476140277
"13" "SNP_13" 0.0437229437229437 0.0412698412698413 0.0267399267399267 0.0142857142857143 0.0456221198156682 0.0563973063973064 0.0423465423465424 0.0303030303030303 0.0606060606060606 0.0398860398860399 0.0277777777777778 0.0582437275985663 0.0128205128205128 0.0442514474772539 0.032258064516129 0.0384354037042209
"14" "SNP_14" 0.015625 0.0441176470588235 0.06103515625 0.0802083333333333 0.0329241071428571 0.0294117647058824 0.046875 0.0666666666666667 0.0178571428571429 0.0735294117647059 0.092156862745098 0.046218487394958 0.107291666666667 0.0630580357142857 0.0821428571428571 0.0572745426295518
"15" "SNP_15" 0.485714285714286 0.522321428571429 0.511160714285714 0.489010989010989 0.5 0.53125 0.515625 0.484615384615385 0.5 0.4755859375 0.524038461538462 0.5 0.512019230769231 0.5 0.5 0.5034227621337
"16" "SNP_16" 0.50307881773399 0.497701149425287 0.496662958843159 0.501567398119122 0.503591954022989 0.511904761904762 0.517281105990783 0.491883116883117 0.48139880952381 0.487096774193548 0.506060606060606 0.513888888888889 0.508797653958944 0.520161290322581 0.490530303030303 0.502107039260126
"17" "SNP_17" 0.199059561128527 0.227272727272727 0.195331695331695 0.181818181818182 0.222943722943723 0.189655172413793 0.153308480894688 0.137931034482759 0.184729064039409 0.185810810810811 0.171875 0.214285714285714 0.133445945945946 0.180823680823681 0.166666666666667 0.182997163923888
"18" "SNP_18" 0.458333333333333 0.472549019607843 0.462365591397849 0.461111111111111 0.43 0.457983193277311 0.442396313364055 0.44047619047619 0.392857142857143 0.462049335863378 0.46078431372549 0.429411764705882 0.446236559139785 0.403225806451613 0.4 0.441318645020732
"19" "SNP_19" 0.500578703703704 0.5009765625 0.502083333333333 0.505580357142857 0.504166666666667 0.498842592592593 0.497530864197531 0.493386243386243 0.495061728395062 0.495833333333333 0.488839285714286 0.491666666666667 0.476190476190476 0.482222222222222 0.452380952380952 0.492355999228395
"20" "SNP_20" 0.307048984468339 0.362903225806452 0.39336917562724 0.328629032258065 0.348720800889878 0.324074074074074 0.363168724279835 0.280092592592593 0.305874840357599 0.402777777777778 0.34375 0.362068965517241 0.378472222222222 0.39272030651341 0.327586206896552 0.348083795285418
"21" "SNP_21" 0.277777777777778 0.277777777777778 0.311111111111111 0.255555555555556 0.290123456790123 0.277777777777778 0.311111111111111 0.255555555555556 0.290123456790123 0.311111111111111 0.255555555555556 0.290123456790123 0.292222222222222 0.321604938271605 0.269135802469136 0.285777777777778
"22" "SNP_22" 0.190322580645161 0.205263157894737 0.164864864864865 0.217647058823529 0.233333333333333 0.214770797962649 0.175675675675676 0.226755218216319 0.241935483870968 0.191322901849218 0.239938080495356 0.254385964912281 0.20429252782194 0.220720720720721 0.264705882352941 0.216395616629313
"23" "SNP_23" 0.088477366255144 0.037037037037037 0.0899470899470899 0.0949074074074074 0.0726495726495726 0.0555555555555556 0.106349206349206 0.111111111111111 0.0897435897435897 0.0571428571428571 0.0625 0.0384615384615385 0.1125 0.0912087912087912 0.0961538461538462 0.0802496646015164
"24" "SNP_24" 0.437321937321937 0.429487179487179 0.433894230769231 0.358974358974359 0.371565934065934 0.450617283950617 0.453703703703704 0.401234567901235 0.41005291005291 0.447916666666667 0.388888888888889 0.398809523809524 0.395833333333333 0.405133928571429 0.297619047619048 0.405403566341066
"25" "SNP_25" 0.244318181818182 0.169117647058824 0.225 0.25 0.254807692307692 0.199197860962567 0.25 0.272727272727273 0.277097902097902 0.176470588235294 0.205882352941176 0.211538461538462 0.255555555555556 0.26025641025641 0.282051282051282 0.235601413836708
"26" "SNP_26" 0.344897959183673 0.308403361344538 0.353281853281853 0.355238095238095 0.350246305418719 0.298319327731092 0.345559845559846 0.347619047619048 0.342364532019704 0.309220985691574 0.311764705882353 0.3052738336714 0.355855855855856 0.350885368126747 0.352873563218391 0.335453642656193
"27" "SNP_27" 0.209401709401709 0.307692307692308 0.245726495726496 0.26025641025641 0.282051282051282 0.238562091503268 0.154320987654321 0.174074074074074 0.203703703703704 0.271241830065359 0.284313725490196 0.303921568627451 0.214814814814815 0.240740740740741 0.255555555555556 0.243091819823846
"28" "SNP_28" 0.498850574712644 0.505070993914807 0.497464503042596 0.504597701149425 0.500783699059561 0.509803921568627 0.495098039215686 0.508888888888889 0.501515151515151 0.521626297577855 0.46078431372549 0.49331550802139 0.519607843137255 0.503342245989305 0.493939393939394 0.500979271697205
"29" "SNP_29" 0.227272727272727 0.257575757575758 0.182306940371457 0.263636363636364 0.220959595959596 0.28698224852071 0.220843672456576 0.292307692307692 0.254807692307692 0.251861042183623 0.315384615384615 0.282051282051282 0.258064516129032 0.214381720430108 0.2875 0.254395724439149
"30" "SNP_30" 0.232828282828283 0.151515151515152 0.187257187257187 0.21301247771836 0.199582027168234 0.116666666666667 0.155982905982906 0.184313725490196 0.169540229885057 0.0512820512820513 0.0882352941176471 0.0689655172413793 0.130467571644042 0.113174182139699 0.145030425963489 0.147190246460023
"31" "SNP_31" 0.0951056729699666 0.0959252971137521 0.101518026565465 0.0749525616698292 0.168817204301075 0.0989110707803993 0.10446247464503 0.0780933062880324 0.171264367816092 0.105263157894737 0.0789473684210526 0.171929824561404 0.0847750865051903 0.176470588235294 0.154901960784314 0.117422531236776
"32" "SNP_32" 0.350852272727273 0.310416666666667 0.317708333333333 0.359375 0.31625 0.204545454545455 0.215909090909091 0.280844155844156 0.213636363636364 0.138888888888889 0.221428571428571 0.136 0.232142857142857 0.15 0.23 0.245199843674844
"33" "SNP_33" 0.346299810246679 0.411764705882353 0.404411764705882 0.468858131487889 0.351764705882353 0.403225806451613 0.395161290322581 0.46584440227704 0.33741935483871 0.439814814814815 0.480392156862745 0.406666666666667 0.47875816993464 0.398888888888889 0.467058823529412 0.417088632852818
"34" "SNP_34" 0.113445378151261 0.0630252100840336 0.114973262032086 0.101809954751131 0.0858823529411765 0.118622448979592 0.163961038961039 0.152472527472527 0.138571428571429 0.12012987012987 0.107142857142857 0.0914285714285714 0.153846153846154 0.14 0.127692307692308 0.119533557478936
"35" "SNP_35" 0.169836956521739 0.078125 0.138392857142857 0.175480769230769 0.0943509615384615 0.108695652173913 0.164596273291925 0.198996655518395 0.123745819397993 0.0714285714285714 0.115384615384615 0.0192307692307692 0.17032967032967 0.0879120879120879 0.130177514792899 0.123112278259644
"36" "SNP_36" 0.421428571428571 0.3875 0.41875 0.428571428571429 0.446153846153846 0.389508928571429 0.420200892857143 0.42984693877551 0.447115384615385 0.3857421875 0.399553571428571 0.424278846153846 0.427455357142857 0.4453125 0.451923076923077 0.421556102008111
"37" "SNP_37" 0.322916666666667 0.413194444444444 0.302631578947368 0.261029411764706 0.354166666666667 0.421296296296296 0.321052631578947 0.283333333333333 0.367777777777778 0.412280701754386 0.393790849673203 0.435185185185185 0.258513931888545 0.352631578947368 0.32156862745098 0.348091312158392
"38" "SNP_38" 0.184027777777778 0.238839285714286 0.233035714285714 0.175 0.212239583333333 0.25 0.244444444444444 0.188888888888889 0.224537037037037 0.288775510204082 0.242857142857143 0.272321428571429 0.237142857142857 0.267261904761905 0.216666666666667 0.231735882779038
"39" "SNP_39" 0.435897435897436 0.442307692307692 0.449519230769231 0.478365384615385 0.43956043956044 0.361111111111111 0.378472222222222 0.447916666666667 0.354497354497354 0.390625 0.453125 0.369047619047619 0.458984375 0.385416666666667 0.450892857142857 0.419715937033645
"40" "SNP_40" 0.0753676470588235 0.0432525951557093 0.0520361990950226 0.0686274509803922 0.0303605313092979 0.0882352941176471 0.0961538461538462 0.111111111111111 0.0766129032258065 0.0656108597285068 0.0816993464052287 0.0445920303605313 0.0897435897435897 0.0533498759305211 0.0698924731182796 0.0697763835662876
"41" "SNP_41" 0.119419642857143 0.076171875 0.015625 0.0559895833333333 0.123263888888889 0.15625 0.107142857142857 0.139880952380952 0.194444444444444 0.0625 0.0989583333333333 0.159722222222222 0.0416666666666667 0.111111111111111 0.143518518518519 0.107044339726631
"42" "SNP_42" 0.0460151802656547 0.0147058823529412 0.0298713235294118 0.0450367647058824 0.0729411764705882 0.032258064516129 0.046875 0.061491935483871 0.0883870967741935 0.015625 0.03125 0.06 0.0458984375 0.07375 0.0875 0.0501070574399114
"43" "SNP_43" 0.491657397107898 0.484879032258065 0.497695852534562 0.487593052109181 0.497013142174432 0.490301724137931 0.498522167487685 0.492042440318302 0.498084291187739 0.497321428571429 0.485576923076923 0.496527777777778 0.497802197802198 0.499470899470899 0.497150997150997 0.494109288211068
"44" "SNP_44" 0.375 0.333333333333333 0.325 0.388888888888889 0.375 0.333333333333333 0.325 0.388888888888889 0.375 0.266666666666667 0.351851851851852 0.333333333333333 0.344444444444444 0.325 0.388888888888889 0.348641975308642
"45" "SNP_45" 0.24317617866005 0.178494623655914 0.178494623655914 0.314516129032258 0.15994623655914 0.2 0.2 0.326923076923077 0.182692307692308 0.124444444444444 0.283333333333333 0.102777777777778 0.283333333333333 0.102777777777778 0.270833333333333 0.210116211745244
"46" "SNP_46" 0.322916666666667 0.333333333333333 0.340909090909091 0.266666666666667 0.3 0.263888888888889 0.274621212121212 0.169444444444444 0.216666666666667 0.287878787878788 0.188888888888889 0.233333333333333 0.203030303030303 0.245454545454545 0.126666666666667 0.251579966329966
"47" "SNP_47" 0.310344827586207 0.338235294117647 0.368055555555556 0.352941176470588 0.351851851851852 0.254563894523327 0.299808429118774 0.276876267748479 0.27522349936143 0.329248366013072 0.309688581314879 0.308278867102396 0.344771241830065 0.343621399176955 0.325708061002179 0.319281154184894
"48" "SNP_48" 0.468487394957983 0.486213235294118 0.487745098039216 0.505252100840336 0.48868778280543 0.459821428571429 0.464285714285714 0.51530612244898 0.467032967032967 0.484375 0.506696428571429 0.485576923076923 0.505952380952381 0.487179487179487 0.505494505494505 0.487873771303393
"49" "SNP_49" 0.0535714285714286 0.0909090909090909 0 0 0 0.13474025974026 0.0535714285714286 0.0535714285714286 0.0535714285714286 0.0909090909090909 0.0909090909090909 0.0909090909090909 0 0 0 0.0475108225108225
"50" "SNP_50" 0.293548387096774 0.274358974358974 0.332380952380952 0.274358974358974 0.314492753623188 0.172456575682382 0.25668202764977 0.172456575682382 0.230715287517532 0.234065934065934 0.142011834319527 0.205685618729097 0.234065934065934 0.281366459627329 0.205685618729097 0.241622127192523
"51" "SNP_51" 0.398148148148148 0.365555555555556 0.402604166666667 0.353333333333333 0.380128205128205 0.296296296296296 0.352430555555556 0.277777777777778 0.318376068376068 0.305208333333333 0.206666666666667 0.26025641025641 0.2875 0.326322115384615 0.238461538461538 0.317937678062678
"52" "SNP_52" 0.328775267538644 0.33448275862069 0.273532152842498 0.272413793103448 0.358934169278997 0.352873563218391 0.298695246971109 0.297701149425287 0.374608150470219 0.305405405405405 0.304444444444444 0.378787878787879 0.232432432432432 0.334152334152334 0.333333333333333 0.318704805335007
"53" "SNP_53" 0.479020979020979 0.487878787878788 0.487012987012987 0.467532467532468 0.475524475524476 0.484615384615385 0.483516483516484 0.458791208791209 0.468934911242604 0.49047619047619 0.476190476190476 0.482051282051282 0.474489795918367 0.480769230769231 0.451923076923077 0.476581849164267
"54" "SNP_54" 0.25923645320197 0.293103448275862 0.363218390804598 0.310344827586207 0.308845577211394 0.210084033613445 0.308333333333333 0.234243697478992 0.232142857142857 0.335294117647059 0.271626297577855 0.269820971867008 0.349019607843137 0.347826086956522 0.289002557544757 0.292142817205666
"55" "SNP_55" 0.110194902548726 0.111494252873563 0.102955665024631 0.0517241379310345 0.109566184649611 0.123188405797101 0.114906832298137 0.0652173913043478 0.121318373071529 0.116190476190476 0.0666666666666667 0.12258064516129 0.0571428571428571 0.114285714285714 0.0645161290322581 0.0967965755985295
"56" "SNP_56" 0.446127946127946 0.452861952861953 0.434479934479934 0.452861952861953 0.46969696969697 0.41358024691358 0.37987987987988 0.41358024691358 0.444444444444444 0.394894894894895 0.424382716049383 0.451388888888889 0.394894894894895 0.432432432432432 0.451388888888889 0.430459752681975
"57" "SNP_57" 0.225 0.252941176470588 0.2703125 0.173333333333333 0.311538461538462 0.222689075630252 0.2421875 0.133333333333333 0.288461538461538 0.268382352941176 0.170588235294118 0.309954751131222 0.19375 0.323317307692308 0.248717948717949 0.242300500969619
"58" "SNP_58" 0.325174825174825 0.367424242424242 0.390572390572391 0.305194805194805 0.272727272727273 0.373798076923077 0.395833333333333 0.31456043956044 0.283653846153846 0.421006944444444 0.359375 0.3359375 0.383928571428571 0.364583333333333 0.258928571428571 0.34351327684661
"59" "SNP_59" 0.487593052109181 0.50679117147708 0.488940092165899 0.503795066413662 0.485431841831426 0.510121457489879 0.483516483516484 0.505656108597285 0.478287841191067 0.509022556390977 0.496904024767802 0.51188455008489 0.505042016806723 0.480645161290323 0.506641366223909 0.497351519357106
"60" "SNP_60" 0.443181818181818 0.462121212121212 0.436868686868687 0.464349376114082 0.424242424242424 0.453125 0.421875 0.455882352941176 0.40625 0.447916666666667 0.470588235294118 0.4375 0.450980392156863 0.395833333333333 0.441176470588235 0.440792731233908
"61" "SNP_61" 0 0 0 0.0714285714285714 0.0238095238095238 0 0 0.0714285714285714 0.0238095238095238 0 0.0714285714285714 0.0238095238095238 0.0714285714285714 0.0238095238095238 0.0918367346938775 0.0315192743764172
"62" "SNP_62" 0 0 0.0483870967741935 0 0.0652173913043478 0 0.0483870967741935 0 0.0652173913043478 0.0483870967741935 0 0.0652173913043478 0.0483870967741935 0.107293127629734 0.0652173913043478 0.0374474053295933
"63" "SNP_63" 0.366071428571429 0.4 0.4296875 0.55 0.491071428571429 0.392857142857143 0.424665178571429 0.553571428571429 0.490433673469388 0.44375 0.54 0.492857142857143 0.528125 0.494977678571429 0.503571428571429 0.473442602040816
"64" "SNP_64" 0.5 0.496848739495798 0.49512987012987 0.489955357142857 0.494260204081633 0.5 0.5 0.5 0.5 0.497326203208556 0.494485294117647 0.496848739495798 0.491477272727273 0.49512987012987 0.489955357142857 0.496094460511477
"65" "SNP_65" 0.216748768472906 0.216024340770791 0.207419017763845 0.175456389452333 0.219029374201788 0.161764705882353 0.151515151515152 0.113445378151261 0.165343915343915 0.150623885918004 0.112456747404844 0.164488017429194 0.100713012477718 0.154320987654321 0.116557734204793 0.161727161776215
"66" "SNP_66" 0.228448275862069 0.222355769230769 0.25625 0.3359375 0.32421875 0.149867374005305 0.192610837438424 0.293103448275862 0.278325123152709 0.185714285714286 0.288461538461538 0.273351648351648 0.314285714285714 0.301020408163265 0.366071428571429 0.267334806767535
"67" "SNP_67" 0.104545454545455 0.138146167557932 0.128205128205128 0.115530303030303 0.0757575757575758 0.129411764705882 0.119230769230769 0.10625 0.0655172413793103 0.15158371040724 0.139705882352941 0.102434077079108 0.129807692307692 0.0915119363395226 0.0775862068965517 0.111681593986361
"68" "SNP_68" 0.446002805049088 0.381720430107527 0.429032258064516 0.360599078341014 0.440860215053763 0.398550724637681 0.439130434782609 0.380434782608696 0.449275362318841 0.366666666666667 0.238095238095238 0.388888888888889 0.342857142857143 0.433333333333333 0.369047619047619 0.390966331990175
"69" "SNP_69" 0.444444444444444 0.443850267379679 0.458677685950413 0.4 0.46969696969697 0.416122004357299 0.438271604938272 0.350617283950617 0.454732510288066 0.437611408199644 0.349019607843137 0.454248366013072 0.388888888888889 0.466329966329966 0.418518518518519 0.426068635119932
"70" "SNP_70" 0.477335164835165 0.450892857142857 0.414880952380952 0.361344537815126 0.452857142857143 0.485576923076923 0.475 0.459276018099547 0.486153846153846 0.445833333333333 0.411764705882353 0.47 0.347058823529412 0.448 0.415294117647059 0.440084561516914
"71" "SNP_71" 0.0730027548209366 0.0454545454545455 0.069377990430622 0.0454545454545455 0.0924764890282132 0.0303030303030303 0.0550239234449761 0.0303030303030303 0.0788923719958203 0.0263157894736842 0 0.0517241379310345 0.0263157894736842 0.0753176043557169 0.0517241379310345 0.0501124093600583
"72" "SNP_72" 0.107843137254902 0.092156862745098 0.0749525616698292 0.114973262032086 0.0294117647058824 0.138888888888889 0.123655913978495 0.159090909090909 0.0833333333333333 0.108602150537634 0.145454545454545 0.0666666666666667 0.13049853372434 0.0483870967741935 0.0909090909090909 0.100988314517726
"73" "SNP_73" 0.408928571428571 0.439495798319328 0.404201680672269 0.449579831932773 0.400460829493088 0.40625 0.3515625 0.421875 0.345766129032258 0.401384083044983 0.448096885813149 0.39753320683112 0.417820069204152 0.337760910815939 0.4146110056926 0.403021766818682
"74" "SNP_74" 0.46474358974359 0.475555555555556 0.451111111111111 0.438888888888889 0.452469135802469 0.487179487179487 0.474358974358974 0.467948717948718 0.475071225071225 0.482222222222222 0.477777777777778 0.482716049382716 0.455555555555555 0.465432098765432 0.45679012345679 0.467188034188034
"75" "SNP_75" 0.485576923076923 0.4765625 0.5 0.494485294117647 0.4953125 0.423076923076923 0.5 0.481900452488688 0.484615384615385 0.5 0.470588235294118 0.475 0.5 0.5 0.494117647058824 0.4854157239819
"76" "SNP_76" 0.487522281639929 0.484313725490196 0.49327731092437 0.482698961937716 0.470588235294118 0.471717171717172 0.487878787878788 0.468805704099822 0.446969696969697 0.484761904761905 0.46078431372549 0.433333333333333 0.483193277310924 0.471428571428571 0.426470588235294 0.470249590983155
"77" "SNP_77" 0.09375 0.113095238095238 0.102040816326531 0.0357142857142857 0.0914285714285714 0.135416666666667 0.125 0.0625 0.115 0.142857142857143 0.0833333333333333 0.133333333333333 0.0714285714285714 0.122857142857143 0.06 0.0991836734693878
"78" "SNP_78" 0.435483870967742 0.449596774193548 0.40713587487781 0.397360703812317 0.426686217008798 0.4375 0.384848484848485 0.372727272727273 0.409090909090909 0.410037878787879 0.400568181818182 0.428977272727273 0.316804407713499 0.369146005509642 0.355371900826446 0.40008905032732
"79" "SNP_79" 0.492941176470588 0.488970588235294 0.454248366013072 0.484429065743945 0.484654731457801 0.495 0.479259259259259 0.492941176470588 0.49304347826087 0.467592592592593 0.488970588235294 0.489130434782609 0.454248366013072 0.454911433172303 0.484654731457801 0.480333065877672
"80" "SNP_80" 0.5 0.46484375 0.486979166666667 0.50625 0.49676724137931 0.5 0.5 0.5 0.5 0.473958333333333 0.5125 0.493534482758621 0.50462962962963 0.497605363984674 0.501149425287356 0.495881159535973
"81" "SNP_81" 0.130376344086022 0.158808933002481 0.165898617511521 0.0967741935483871 0.193548387096774 0.112179487179487 0.120238095238095 0.0416666666666667 0.151666666666667 0.149450549450549 0.0769230769230769 0.178461538461538 0.0857142857142857 0.185142857142857 0.12 0.131123313245894
"82" "SNP_82" 0.276876267748479 0.320261437908497 0.28328173374613 0.352941176470588 0.285067873303167 0.268199233716475 0.220508166969147 0.310344827586207 0.222811671087533 0.274853801169591 0.347222222222222 0.276709401709402 0.315789473684211 0.230769230769231 0.317307692307692 0.286862947359905
"83" "SNP_83" 0.266666666666667 0.266666666666667 0.353225806451613 0.2375 0.339583333333333 0.277777777777778 0.360215053763441 0.25 0.347222222222222 0.360215053763441 0.25 0.347222222222222 0.342741935483871 0.403897849462366 0.328125 0.315403972520908
"84" "SNP_84" 0.284 0.3 0.275 0.325 0.3 0.26 0.23 0.29 0.26 0.25 0.305555555555556 0.277777777777778 0.28125 0.25 0.305555555555556 0.279609259259259
"85" "SNP_85" 0.486111111111111 0.50390625 0.498106060606061 0.496323529411765 0.497596153846154 0.506944444444444 0.496632996632997 0.493464052287582 0.495726495726496 0.50094696969697 0.501838235294118 0.501201923076923 0.499108734402852 0.499417249417249 0.498868778280543 0.498412865615684
"86" "SNP_86" 0.181818181818182 0.314393939393939 0.228609625668449 0.272727272727273 0.340909090909091 0.208333333333333 0.0735294117647059 0.142857142857143 0.25 0.251225490196078 0.291666666666667 0.354166666666667 0.195378151260504 0.286764705882353 0.321428571428571 0.247587216704864
"87" "SNP_87" 0.266427718040621 0.252688172043011 0.284599375650364 0.235023041474654 0.232903225806452 0.290123456790123 0.317204301075269 0.275132275132275 0.273333333333333 0.306451612903226 0.261904761904762 0.26 0.292626728110599 0.290967741935484 0.242857142857143 0.272149525803821
"88" "SNP_88" 0.259672619047619 0.386160714285714 0.33352534562212 0.261479591836735 0.348214285714286 0.3515625 0.282930107526882 0.188988095238095 0.302083333333333 0.397177419354839 0.352678571428571 0.40625 0.284562211981567 0.362903225806452 0.303571428571429 0.321450629983176
"89" "SNP_89" 0.249287749287749 0.264705882352941 0.245054945054945 0.258241758241758 0.237891737891738 0.188453159041394 0.162433862433862 0.17989417989418 0.152949245541838 0.183193277310924 0.199579831932773 0.174291938997821 0.174489795918367 0.147089947089947 0.165343915343915 0.19886008175561
"90" "SNP_90" 0.489182692307692 0.450367647058824 0.4484375 0.449776785714286 0.433035714285714 0.486425339366516 0.485897435897436 0.486263736263736 0.481684981684982 0.435294117647059 0.436974789915966 0.415966386554622 0.43452380952381 0.412698412698413 0.414965986394558 0.450766355687574
"91" "SNP_91" 0.5 0.5 0.5 0.5 0.5 0.392857142857143 0.464705882352941 0.44 0.434 0.415966386554622 0.357142857142857 0.342857142857143 0.452941176470588 0.448235294117647 0.412 0.444047058823529
"92" "SNP_92" 0.243047830923248 0.293010752688172 0.345161290322581 0.282258064516129 0.32328190743338 0.268199233716475 0.326600985221675 0.25615763546798 0.302098950524738 0.36031746031746 0.303571428571429 0.340579710144928 0.353061224489796 0.380745341614907 0.332298136645963 0.314025996839924
"93" "SNP_93" 0.313364055299539 0.403225806451613 0.379686137750654 0.394428152492669 0.38833746898263 0.258928571428571 0.200289575289575 0.237012987012987 0.221840659340659 0.344594594594595 0.363636363636364 0.355769230769231 0.33046683046683 0.320686070686071 0.342657342657343 0.323661589790622
"94" "SNP_94" 0.134738186462324 0.111494252873563 0.126436781609195 0.0890804597701149 0.110194902548726 0.146913580246914 0.160493827160494 0.126543209876543 0.14573268921095 0.138888888888889 0.102777777777778 0.123188405797101 0.118055555555556 0.13768115942029 0.101449275362319 0.12491126350405
"95" "SNP_95" 0.370950888192268 0.320075757575758 0.33065953654189 0.313725490196078 0.360703812316716 0.359913793103448 0.36815415821501 0.354969574036511 0.39154616240267 0.316176470588235 0.297794117647059 0.348790322580645 0.309688581314879 0.357685009487666 0.343453510436433 0.342952478975684
"96" "SNP_96" 0.104 0.0764705882352941 0.0897058823529412 0.05 0.065 0.0858823529411765 0.0988235294117647 0.06 0.0746666666666667 0.0709342560553633 0.0294117647058824 0.0450980392156863 0.0441176470588235 0.0593137254901961 0.0166666666666667 0.0646727412533641
"97" "SNP_97" 0.491666666666667 0.509375 0.484375 0.48 0.494230769230769 0.515625 0.473958333333333 0.466666666666667 0.490384615384615 0.529296875 0.5375 0.510817307692308 0.4375 0.481971153846154 0.476923076923077 0.492019364316239
"98" "SNP_98" 0.453846153846154 0.475274725274725 0.464190981432361 0.475274725274725 0.468934911242604 0.457142857142857 0.437931034482759 0.457142857142857 0.446153846153846 0.466748768472906 0.477040816326531 0.471153846153846 0.466748768472906 0.458222811671087 0.471153846153846 0.463130729949601
"99" "SNP_99" 0.122208436724566 0.061491935483871 0.13147605083089 0.065668202764977 0.0932678821879383 0.121394230769231 0.181818181818182 0.125 0.148829431438127 0.130681818181818 0.0647321428571428 0.0923913043478261 0.134199134199134 0.157444005270092 0.0962732919254658 0.115125069919951
"100" "SNP_100" 0.454545454545455 0.509803921568627 0.489583333333333 0.510416666666667 0.483870967741935 0.508021390374332 0.491477272727273 0.508522727272727 0.486803519061584 0.501838235294118 0.498161764705882 0.502846299810247 0.501953125 0.496975806451613 0.503024193548387 0.496522978540145
"101" "SNP_101" 0.3 0.240740740740741 0.202702702702703 0.208333333333333 0.252688172043011 0.266666666666667 0.232432432432432 0.2375 0.27741935483871 0.153153153153153 0.159722222222222 0.211469534050179 0.109797297297297 0.169136878814298 0.175403225806452 0.21314438094008
"102" "SNP_102" 0.319628647214854 0.345735027223231 0.374384236453202 0.275862068965517 0.37871581450654 0.338056680161943 0.368131868131868 0.264705882352941 0.372679045092838 0.387218045112782 0.298761609907121 0.391107078039927 0.336134453781513 0.411330049261084 0.341784989858012 0.346949033070892
"103" "SNP_103" 0.497294372294372 0.5 0.504591368227732 0.491087344028521 0.502612330198537 0.5 0.501082251082251 0.497899159663866 0.500615763546798 0.5 0.5 0.5 0.503565062388592 0.498955067920585 0.502028397565923 0.499982074461145
"104" "SNP_104" 0.43 0.5 0.417025862068966 0.435661764705882 0.42125 0.5 0.439310344827586 0.452941176470588 0.4424 0.5 0.5 0.5 0.44421906693712 0.431724137931035 0.447058823529412 0.457439411764706
