"locus" "pair1" "pair2" "pair3" "pair4" "pair5" "pair6" "pair7" "pair8" "pair9" "pair10" "pair11" "pair12" "pair13" "pair14" "pair15" "dxy_avg"
"15" "SNP_15" 0.159259259259259 0.152009456264775 0.198550724637681 0.298518518518519 0.173273273273273 0.0310283687943262 0.09375 0.228472222222222 0.0596846846846847 0.0851063829787234 0.222695035460993 0.050316273720529 0.259782608695652 0.110458284371328 0.23963963963964 0.157502982168107
"16" "SNP_16" 0.108695652173913 0.0375 0.0697674418604651 0.0208333333333333 0.0135135135135135 0.13804347826087 0.163296258847321 0.125 0.119271445358402 0.10203488372093 0.0567708333333333 0.05 0.0876937984496124 0.0813953488372093 0.0337837837837838 0.0805066514315124
"17" "SNP_17" 0.422222222222222 0.454471544715447 0.487878787878788 0.618518518518518 0.586274509803922 0.47510162601626 0.493371212121212 0.564814814814815 0.54718137254902 0.496119733924612 0.537940379403794 0.527618364418938 0.51010101010101 0.507352941176471 0.428104575163399 0.510471440855229
"18" "SNP_18" 0.0116279069767442 0.0116279069767442 0.0116279069767442 0.0116279069767442 0.0116279069767442 0 0 0 0 0 0 0 0 0 0 0.00387596899224806
"19" "SNP_19" 0.297619047619048 0.336167800453515 0.343614718614719 0.516190476190476 0.488756613756614 0.398809523809524 0.403409090909091 0.51 0.493055555555556 0.421807359307359 0.508095238095238 0.494378306878307 0.507727272727273 0.494633838383838 0.500555555555556 0.447654693190408
"20" "SNP_20" 0.602525252525252 0.576086956521739 0.53384912959381 0.582491582491583 0.478501228501229 0.345893719806763 0.431442080378251 0.332921810699588 0.543543543543544 0.449121184088807 0.376006441223833 0.532314923619271 0.444838455476753 0.514376078205866 0.535035035035035 0.485263161447422
"21" "SNP_21" 0.025 0.0125 0.0975609756097561 0.0588235294117647 0.147058823529412 0.036875 0.117682926829268 0.0808823529411765 0.164705882352941 0.107621951219512 0.0698529411764706 0.155882352941176 0.144906743185079 0.215925394548063 0.188581314878893 0.108257345908234
"22" "SNP_22" 0.5 0.578502415458937 0.476359338061466 0.351851851851852 0.412280701754386 0.5 0.5 0.5 0.5 0.512025901942646 0.57536231884058 0.544622425629291 0.477304964539007 0.486562150055991 0.415789473684211 0.488710769454558
"23" "SNP_23" 0 0 0.0111111111111111 0.344827586206897 0 0 0.0111111111111111 0.344827586206897 0 0.0111111111111111 0.344827586206897 0 0.348275862068966 0.0111111111111111 0.344827586206897 0.118135376756066
"24" "SNP_24" 0.415458937198068 0.5 0.37037037037037 0.430555555555556 0.337962962962963 0.5 0.463768115942029 0.480590062111801 0.454710144927536 0.5 0.5 0.5 0.470238095238095 0.430555555555556 0.462797619047619 0.45446716126064
"25" "SNP_25" 0.0719907407407407 0.0429951690821256 0.0222222222222222 0.0540740740740741 0.048048048048048 0.0715579710144928 0.0520833333333333 0.0819444444444444 0.0762950450450451 0.0217391304347826 0.0536231884057971 0.0475910693301998 0.0333333333333333 0.027027027027027 0.0585585585585586 0.0508722236729483
"26" "SNP_26" 0.0326747720364742 0.0119047619047619 0.0119047619047619 0.0119047619047619 0.0119047619047619 0.0212765957446809 0.0212765957446809 0.0212765957446809 0.0212765957446809 0 0 0 0 0 0 0.0110266801756163
"27" "SNP_27" 0.475609756097561 0.485119047619048 0.495535714285714 0.505 0.5 0.453542392566783 0.486062717770035 0.515609756097561 0.5 0.491496598639456 0.509523809523809 0.5 0.502857142857143 0.5 0.5 0.494690462363807
"28" "SNP_28" 0.0748148148148148 0.12463768115942 0.206976744186047 0.145977011494253 0.227777777777778 0.133574879227053 0.213953488372093 0.154406130268199 0.234259259259259 0.24747219413549 0.194902548725637 0.265398550724638 0.261828388131516 0.316860465116279 0.278735632183908 0.205438371038426
"29" "SNP_29" 0.0106382978723404 0.0227272727272727 0.0760869565217391 0.392857142857143 0.148648648648649 0.0328820116054159 0.0851063829787234 0.395136778115502 0.156124209315699 0.0953557312252964 0.397727272727273 0.164619164619165 0.40916149068323 0.202115158636898 0.424710424710425 0.200926462882985
"30" "SNP_30" 0.0106382978723404 0 0.0340909090909091 0.0166666666666667 0.0657894736842105 0.0106382978723404 0.0440038684719536 0.0269503546099291 0.0750279955207167 0.0340909090909091 0.0166666666666667 0.0657894736842105 0.0496212121212121 0.0953947368421053 0.0802631578947368 0.0417088013392605
"31" "SNP_31" 0 0 0 0.120689655172414 0 0 0 0.120689655172414 0 0 0.120689655172414 0 0.120689655172414 0 0.120689655172414 0.0402298850574713
"32" "SNP_32" 0.0113636363636364 0 0 0 0 0.0113636363636364 0.0113636363636364 0.0113636363636364 0.0113636363636364 0 0 0 0 0 0 0.00378787878787879
"33" "SNP_33" 0 0 0.0106382978723404 0.0333333333333333 0 0 0.0106382978723404 0.0333333333333333 0 0.0106382978723404 0.0333333333333333 0 0.0432624113475177 0.0106382978723404 0.0333333333333333 0.0146099290780142
"34" "SNP_34" 0 0 0.0111111111111111 0.06 0 0 0.0111111111111111 0.06 0 0.0111111111111111 0.06 0 0.0697777777777778 0.0111111111111111 0.06 0.0236148148148148
"35" "SNP_35" 0.126666666666667 0.165217391304348 0.0739130434782609 0.126666666666667 0.0333333333333333 0.21304347826087 0.134782608695652 0.18 0.1 0.172495274102079 0.21304347826087 0.141304347826087 0.134782608695652 0.0434782608695652 0.1 0.130581810544003
"36" "SNP_36" 0 0 0.0434782608695652 0.0166666666666667 0.0131578947368421 0 0.0434782608695652 0.0166666666666667 0.0131578947368421 0.0434782608695652 0.0166666666666667 0.0131578947368421 0.058695652173913 0.0554919908466819 0.0293859649122807 0.0242321383168065
"37" "SNP_37" 0.455555555555556 0.45 0.381136950904393 0.394252873563218 0.32042042042042 0.482986767485822 0.459555106167846 0.464017991004498 0.438895417156287 0.454499494438827 0.45952023988006 0.431257344300823 0.403769045709703 0.336580766813325 0.354613233923579 0.419137413821624
"38" "SNP_38" 0.0116279069767442 0.0116279069767442 0.0116279069767442 0.0116279069767442 0.0116279069767442 0 0 0 0 0 0 0 0 0 0 0.00387596899224806
"39" "SNP_39" 0.548888888888889 0.559090909090909 0.508888888888889 0.5 0.564705882352941 0.463888888888889 0.494567901234568 0.5 0.460457516339869 0.493434343434343 0.5 0.452205882352941 0.5 0.49281045751634 0.5 0.502595970599239
"40" "SNP_40" 0 0.0119047619047619 0.0238095238095238 0.0178571428571429 0.0142857142857143 0.0119047619047619 0.0238095238095238 0.0178571428571429 0.0142857142857143 0.0351473922902494 0.0293367346938775 0.0258503401360544 0.0408163265306122 0.0374149659863946 0.0316326530612245 0.0223941798941799
"41" "SNP_41" 0.35 0.326219512195122 0.213815789473684 0.3125 0.391129032258065 0.407317073170732 0.347368421052632 0.4 0.441935483870968 0.323170731707317 0.384146341463415 0.43273013375295 0.309210526315789 0.389219015280136 0.42741935483871 0.363745427691968
"42" "SNP_42" 0.0444444444444444 0.0338501291989664 0.14811738648948 0.0890136327185245 0.186352509179927 0.0328395061728395 0.147354497354497 0.0881226053639847 0.185672514619883 0.139153439153439 0.078544061302682 0.178362573099415 0.181855500821018 0.257205513784461 0.216424682395644 0.133820866406614
"43" "SNP_43" 0.102836879432624 0.15 0.347826086956522 0.477777777777778 0.525225225225225 0.180851063829787 0.361239592969473 0.479736575481256 0.523001725129385 0.377717391304348 0.482142857142857 0.52027027027027 0.492236024844721 0.508813160987074 0.501287001287001 0.402064108842555
"44" "SNP_44" 0.0340909090909091 0.0340909090909091 0.0340909090909091 0.0340909090909091 0.0340909090909091 0 0 0 0 0 0 0 0 0 0 0.0113636363636364
"45" "SNP_45" 0.509456264775414 0.482978723404255 0.498067632850242 0.5 0.483183183183183 0.510185604345858 0.501156336725254 0.5 0.510063254744106 0.497918593894542 0.5 0.48188614146061 0.5 0.497943595769683 0.5 0.498189288743543
"46" "SNP_46" 0.195357833655706 0.181818181818182 0.309090909090909 0.484090909090909 0.248803827751196 0.287234042553192 0.372340425531915 0.48936170212766 0.332026875699888 0.366666666666667 0.488888888888889 0.324561403508772 0.493333333333333 0.394736842105263 0.491228070175439 0.363969327466528
"47" "SNP_47" 0.448950652297221 0.366962305986696 0.444326617179215 0.44579945799458 0.469512195121951 0.474630021141649 0.48938321536906 0.489664082687339 0.494186046511628 0.472332015810277 0.473063973063973 0.484848484848485 0.488727858293076 0.493659420289855 0.493827160493827 0.468658233805922
"48" "SNP_48" 0.471876690102758 0.413621262458472 0.528123309897242 0.588919288645691 0.594476744186046 0.48671096345515 0.504326663061114 0.513679890560875 0.51453488372093 0.51328903654485 0.542016806722689 0.544642857142857 0.486320109439125 0.48546511627907 0.454044117647059 0.509469849324262
"49" "SNP_49" 0.26426499032882 0.277667984189723 0.293388429752066 0.346117424242424 0.310606060606061 0.175300647548566 0.19825918762089 0.275265957446808 0.223404255319149 0.215415019762846 0.28804347826087 0.239130434782609 0.303030303030303 0.257575757575758 0.319444444444444 0.265794291660756
"50" "SNP_50" 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0.0454545454545455 0 0 0 0 0 0 0 0 0 0 0.0151515151515152
"51" "SNP_51" 0.0819444444444444 0.126086956521739 0.0425531914893617 0.0222222222222222 0.0222222222222222 0.157608695652174 0.0811170212765957 0.0625 0.0625 0.125346901017576 0.108695652173913 0.108695652173913 0.0212765957446809 0.0212765957446809 0 0.0696030767122349
"52" "SNP_52" 0.407505285412262 0.4120670995671 0.347027972027972 0.369791666666667 0.5 0.449612403100775 0.412343470483005 0.425387596899225 0.5 0.416666666666667 0.42906746031746 0.5 0.376602564102564 0.5 0.5 0.43640481234958
"53" "SNP_53" 0 0 0.0217391304347826 0.185185185185185 0.027027027027027 0 0.0217391304347826 0.185185185185185 0.027027027027027 0.0217391304347826 0.185185185185185 0.027027027027027 0.198872785829308 0.0475910693301998 0.202202202202202 0.0767013390201796
"54" "SNP_54" 0 0.0131578947368421 0.0333333333333333 0.0517241379310345 0.0405405405405405 0.0131578947368421 0.0333333333333333 0.0517241379310345 0.0405405405405405 0.0456140350877193 0.0635208711433757 0.0526315789473684 0.0816091954022989 0.0711711711711712 0.0880708294501398 0.0453419662857049
"55" "SNP_55" 0.0730769230769231 0.0618421052631579 0.05 0.05 0.05 0.0381241565452092 0.0256410256410256 0.0256410256410256 0.0256410256410256 0.0131578947368421 0.0131578947368421 0.0131578947368421 0 0 0 0.0292959964012596
"56" "SNP_56" 0.0444444444444444 0.0119047619047619 0.0119047619047619 0.0119047619047619 0.0119047619047619 0.0333333333333333 0.0333333333333333 0.0333333333333333 0.0333333333333333 0 0 0 0 0 0 0.015026455026455
"57" "SNP_57" 0.0328614762386249 0.0116279069767442 0.0116279069767442 0.0116279069767442 0.0116279069767442 0.0217391304347826 0.0217391304347826 0.0217391304347826 0.0217391304347826 0 0 0 0 0 0 0.0110886417256488
"58" "SNP_58" 0.0533816425120773 0.0439393939393939 0.10354609929078 0.165555555555556 0.0850877192982456 0.0538537549407115 0.112164662349676 0.172826086956522 0.0941075514874142 0.103965183752418 0.165909090909091 0.0855263157894737 0.209574468085106 0.13969764837626 0.196052631578947 0.119012520321445
"59" "SNP_59" 0.458896700919416 0.465386695511087 0.487596899224806 0.532355915065723 0.535567715458276 0.417793401838832 0.470542635658915 0.576845298281092 0.584473324213406 0.475193798449612 0.564711830131446 0.571135430916553 0.523188405797101 0.525490196078431 0.433503836317136 0.508178805590789
"60" "SNP_60" 0.5 0.5 0.5 0.5 0.5 0.504261363636364 0.503102836879433 0.497126436781609 0.496162280701754 0.484767891682785 0.5141065830721 0.51883971291866 0.510271460014673 0.513717805151176 0.487295825771325 0.501976813107325
"61" "SNP_61" 0 0.0326086956521739 0.074468085106383 0.116666666666667 0.0263157894736842 0.0326086956521739 0.074468085106383 0.116666666666667 0.0263157894736842 0.102220166512488 0.141666666666667 0.05720823798627 0.173758865248227 0.0968645016797312 0.136842105263158 0.0805786011436238
"62" "SNP_62" 0 0 0 0.0961538461538462 0 0 0 0.0961538461538462 0 0 0.0961538461538462 0 0.0961538461538462 0 0.0961538461538462 0.0320512820512821
"63" "SNP_63" 0 0.0111111111111111 0.0333333333333333 0.137931034482759 0.0555555555555556 0.0111111111111111 0.0333333333333333 0.137931034482759 0.0555555555555556 0.0437037037037037 0.145977011494253 0.0654320987654321 0.162068965517241 0.0851851851851852 0.17816091954023 0.0770926635447708
"64" "SNP_64" 0 0.0108695652173913 0.0106382978723404 0.155172413793103 0.118421052631579 0.0108695652173913 0.0106382978723404 0.155172413793103 0.118421052631579 0.0212765957446809 0.162668665667166 0.126716247139588 0.162509170946442 0.126539753639418 0.236842105263158 0.0951170131619521
"65" "SNP_65" 0 0 0 0.0833333333333333 0 0 0 0.0833333333333333 0 0 0.0833333333333333 0 0.0833333333333333 0 0.0833333333333333 0.0277777777777778
"66" "SNP_66" 0.511904761904762 0.508859357696567 0.513756613756614 0.526272577996716 0.525740025740026 0.476744186046512 0.463888888888889 0.431034482758621 0.432432432432432 0.47312661498708 0.448676824378508 0.449717159019485 0.420306513409962 0.421921921921922 0.350885368126747 0.463684515270989
"67" "SNP_67" 0.487080103359173 0.48062015503876 0.456704601682335 0.448089700996678 0.378875968992248 0.498518518518519 0.496690307328605 0.496031746031746 0.490740740740741 0.495035460992908 0.494047619047619 0.486111111111111 0.486702127659574 0.468971631205674 0.462797619047619 0.475134494116887
"68" "SNP_68" 0.417753828701078 0.434770277935338 0.431934203062961 0.485365853658537 0.455962059620596 0.319632233639805 0.311790156841536 0.45953488372093 0.378229974160207 0.350730124391563 0.467906976744186 0.403423772609819 0.466511627906977 0.39922480620155 0.478333333333333 0.417406940835228
"69" "SNP_69" 0.0108695652173913 0.0212765957446809 0.0212765957446809 0.0166666666666667 0 0.0316836262719704 0.0316836262719704 0.0271739130434783 0.0108695652173913 0.0416478044363966 0.0372340425531915 0.0212765957446809 0.0372340425531915 0.0212765957446809 0.0166666666666667 0.0231223934584692
"70" "SNP_70" 0 0 0 0.125 0 0 0 0.125 0 0 0.125 0 0.125 0 0.125 0.0416666666666667
"71" "SNP_71" 0.0104166666666667 0.0108695652173913 0.111111111111111 0.310344827586207 0.171052631578947 0.0210597826086957 0.119212962962963 0.314295977011494 0.177905701754386 0.119565217391304 0.314467766116941 0.178203661327231 0.352490421455939 0.244152046783626 0.375226860254084 0.188691679988466
"72" "SNP_72" 0.0111111111111111 0.0111111111111111 0.0111111111111111 0.0111111111111111 0.0111111111111111 0 0 0 0 0 0 0 0 0 0 0.0037037037037037
"73" "SNP_73" 0 0 0 0.0178571428571429 0 0 0 0.0178571428571429 0 0 0.0178571428571429 0 0.0178571428571429 0 0.0178571428571429 0.00595238095238095
"74" "SNP_74" 0.558027079303675 0.464646464646465 0.441860465116279 0.395104895104895 0.401719901719902 0.519858156028369 0.532657100445324 0.558919803600655 0.555204140310523 0.480103359173127 0.464102564102564 0.466366366366366 0.440966010733453 0.444688874921433 0.4002079002079 0.474962205452062
"75" "SNP_75" 0.557881136950904 0.573429951690821 0.609090909090909 0.582539682539683 0.611746031746032 0.432760364004044 0.400105708245243 0.424418604651163 0.397674418604651 0.373270750988142 0.404114906832298 0.370186335403727 0.357548701298701 0.307142857142857 0.354081632653061 0.450399466122816
"76" "SNP_76" 0.336829836829837 0.32051282051282 0.333035181872391 0.397435897435897 0.230769230769231 0.386363636363636 0.394291754756871 0.435064935064935 0.329545454545455 0.383720930232558 0.428571428571429 0.3125 0.433554817275748 0.325581395348837 0.392857142857143 0.362708964162453
"77" "SNP_77" 0.458690330477356 0.481781376518219 0.450428396572827 0.40311004784689 0.540601503759399 0.497018485390578 0.491887506760411 0.484143763213531 0.506644518272425 0.496422182468694 0.493006993006993 0.502930402930403 0.480972515856237 0.50797342192691 0.515584415584416 0.487413057372353
"78" "SNP_78" 0.529810298102981 0.512775842044135 0.565582655826558 0.461672473867596 0.522357723577236 0.497354497354497 0.48641975308642 0.507936507936508 0.49537037037037 0.494179894179894 0.503401360544218 0.498015873015873 0.517460317460317 0.489814814814815 0.505952380952381 0.505873650875587
"79" "SNP_79" 0 0 0 0.0833333333333333 0 0 0 0.0833333333333333 0 0 0.0833333333333333 0 0.0833333333333333 0 0.0833333333333333 0.0277777777777778
"80" "SNP_80" 0 0.0119047619047619 0.0108695652173913 0.02 0 0.0119047619047619 0.0108695652173913 0.02 0 0.0225155279503106 0.0314285714285714 0.0119047619047619 0.0304347826086957 0.0108695652173913 0.02 0.0141801242236025
"81" "SNP_81" 0.360717896865521 0.303948080043267 0.400369978858351 0.549956933677864 0.545568824638592 0.379929221435794 0.438982213438735 0.530595813204509 0.527908343125734 0.414112050739958 0.54306632213609 0.539283469516028 0.521885521885522 0.519963144963145 0.48998998998999 0.47108518696794
"82" "SNP_82" 0 0 0.0454545454545455 0.351851851851852 0.105263157894737 0 0.0454545454545455 0.351851851851852 0.105263157894737 0.0454545454545455 0.351851851851852 0.105263157894737 0.365319865319865 0.141148325358852 0.383040935672515 0.159814519463642
"83" "SNP_83" 0.122377622377622 0.0976331360946746 0.0692307692307692 0.0555555555555556 0.130769230769231 0.143356643356643 0.118181818181818 0.106060606060606 0.172727272727273 0.0931623931623932 0.0802469135802469 0.151282051282051 0.0506172839506173 0.126666666666667 0.114814814814815 0.108845518520732
"84" "SNP_84" 0.0529497098646035 0.0547979797979798 0.0222222222222222 0.0113636363636364 0.0113636363636364 0.0832151300236407 0.0527186761229314 0.0425531914893617 0.0425531914893617 0.0545679012345679 0.0444444444444444 0.0444444444444444 0.0111111111111111 0.0111111111111111 0 0.0359610924055369
"85" "SNP_85" 0.440425531914894 0.428985507246377 0.465248226950355 0.419540229885057 0.383333333333333 0.461147086031452 0.480986871887732 0.455979457079971 0.436170212765957 0.477335800185014 0.447526236881559 0.423913043478261 0.474321349963316 0.462765957446809 0.413793103448276 0.444764796566558
"86" "SNP_86" 0.0250965250965251 0.0135135135135135 0.0135135135135135 0.0135135135135135 0.0278219395866455 0.0119047619047619 0.0119047619047619 0.0119047619047619 0.0262605042016807 0 0 0.0147058823529412 0 0.0147058823529412 0.0147058823529412 0.0133034294799001
"87" "SNP_87" 0 0.0113636363636364 0.0113636363636364 0 0.0138888888888889 0.0113636363636364 0.0113636363636364 0 0.0138888888888889 0.0224690082644628 0.0113636363636364 0.0249368686868687 0.0113636363636364 0.0249368686868687 0.0138888888888889 0.0121460820324457
"88" "SNP_88" 0.0945357833655706 0.0538537549407115 0.117588932806324 0.273133116883117 0.187815656565657 0.12118408880666 0.175300647548566 0.307370820668693 0.234929078014184 0.142722117202268 0.28804347826087 0.208333333333333 0.31832298136646 0.25 0.351686507936508 0.208321353179928
"89" "SNP_89" 0.489183342347215 0.508305647840532 0.47025419145484 0.45990376904571 0.480066445182724 0.503322259136213 0.488101676581936 0.483961507618284 0.49202657807309 0.509136212624585 0.512315270935961 0.506122448979592 0.455894145950281 0.478073089700997 0.470443349753695 0.487140662348377
"90" "SNP_90" 0 0 0 0.238095238095238 0 0 0 0.238095238095238 0 0 0.238095238095238 0 0.238095238095238 0 0.238095238095238 0.0793650793650794
"91" "SNP_91" 0 0 0 0.0344827586206897 0 0 0 0.0344827586206897 0 0 0.0344827586206897 0 0.0344827586206897 0 0.0344827586206897 0.0114942528735632
"92" "SNP_92" 0.153679653679654 0.196969696969697 0.171201814058957 0.152014652014652 0.261904761904762 0.268595041322314 0.248917748917749 0.234265734265734 0.318181818181818 0.28030303030303 0.267482517482518 0.340909090909091 0.247710622710623 0.327380952380952 0.317307692307692 0.25245498849395
"93" "SNP_93" 0.385835095137421 0.378824969400245 0.385835095137421 0.363498483316481 0.351285189718482 0.342105263157895 0.351239669421488 0.322134387351779 0.30622009569378 0.342105263157895 0.311212814645309 0.294321329639889 0.322134387351779 0.30622009569378 0.268306636155606 0.335418584998617
"94" "SNP_94" 0.191056910569106 0.17350332594235 0.23669623059867 0.0983739837398374 0.0853658536585366 0.265151515151515 0.310606060606061 0.211111111111111 0.201754385964912 0.299845041322314 0.19469696969697 0.184808612440191 0.253787878787879 0.245813397129187 0.112280701754386 0.204323465231535
"95" "SNP_95" 0 0 0.0108695652173913 0.0535714285714286 0 0 0.0108695652173913 0.0535714285714286 0 0.0108695652173913 0.0535714285714286 0 0.0632763975155279 0.0108695652173913 0.0535714285714286 0.0214026915113872
"96" "SNP_96" 0.12387706855792 0.0628841607565012 0.0533816425120773 0.0222222222222222 0.0222222222222222 0.139882299683115 0.132053654024052 0.106382978723404 0.106382978723404 0.0723866790009251 0.0425531914893617 0.0425531914893617 0.0326086956521739 0.0326086956521739 0 0.0661333120472609
"97" "SNP_97" 0 0 0 0.240740740740741 0 0 0 0.240740740740741 0 0 0.240740740740741 0 0.240740740740741 0 0.240740740740741 0.0802469135802469
"98" "SNP_98" 0.430397727272727 0.425815217391304 0.444512195121951 0.45462962962963 0.441666666666667 0.162796442687747 0.247782705099778 0.293771043771044 0.234848484848485 0.231177094379639 0.280193236714976 0.217391304347826 0.335591689250226 0.288617886178862 0.327160493827161 0.321090121145868
"99" "SNP_99" 0.03125 0 0.105263157894737 0 0.228571428571429 0.03125 0.129934210526316 0.03125 0.245535714285714 0.105263157894737 0 0.228571428571429 0.105263157894737 0.285714285714286 0.228571428571429 0.117095864661654
"100" "SNP_100" 0.219148936170213 0.225 0.221014492753623 0.214814814814815 0.153153153153153 0.212765957446809 0.208603145235893 0.202127659574468 0.137722829212191 0.214673913043478 0.208333333333333 0.14527027027027 0.204106280193237 0.140129259694477 0.132132132132132 0.189266411801873
"101" "SNP_101" 0.0432312252964427 0.0963438735177866 0.250483558994197 0.569805194805195 0.222665847665848 0.113894139886578 0.261332099907493 0.566770186335404 0.234723854289072 0.289084181313598 0.559006211180124 0.265569917743831 0.536474164133739 0.355089131684876 0.540540540540541 0.327000941819648
"102" "SNP_102" 0 0.0108695652173913 0.0543478260869565 0.196428571428571 0.0810810810810811 0.0108695652173913 0.0543478260869565 0.196428571428571 0.0810810810810811 0.0640359168241966 0.203027950310559 0.0901880141010576 0.229425465838509 0.126615746180964 0.245656370656371 0.109626903435977
"103" "SNP_103" 0.505738880918221 0.454248366013072 0.468858131487889 0.491596638655462 0.483660130718954 0.509485094850949 0.506456241032999 0.501742160278746 0.503387533875339 0.448529411764706 0.486111111111111 0.472993827160494 0.490546218487395 0.481617647058824 0.495039682539683 0.486667405063589
"104" "SNP_104" 0 0 0 0.0333333333333333 0 0 0 0.0333333333333333 0 0 0.0333333333333333 0 0.0333333333333333 0 0.0333333333333333 0.0111111111111111
"105" "SNP_105" 0.469082125603865 0.489664082687339 0.508080808080808 0.533862433862434 0.5 0.479777553083923 0.515810276679842 0.566252587991718 0.5 0.505285412262156 0.522148394241417 0.5 0.482683982683983 0.5 0.5 0.504843177145166
"106" "SNP_106" 0.529688273132113 0.528927963698242 0.521233569261881 0.512458471760797 0.524785801713586 0.147119875454074 0.240980573543016 0.348024316109423 0.197648376259798 0.247613997879109 0.35191637630662 0.205391527599487 0.391304347826087 0.283752860411899 0.37312030075188 0.360264442113867
"107" "SNP_107" 0 0 0.0106382978723404 0.04 0 0 0.0106382978723404 0.04 0 0.0106382978723404 0.04 0 0.0497872340425532 0.0106382978723404 0.04 0.016822695035461
"108" "SNP_108" 0 0 0 0.05 0 0 0 0.05 0 0 0.05 0 0.05 0 0.05 0.0166666666666667
"109" "SNP_109" 0.0520833333333333 0.0222222222222222 0.0982323232323232 0.0986666666666667 0.0753086419753086 0.03125 0.105823863636364 0.10625 0.0833333333333333 0.0795454545454545 0.08 0.0555555555555556 0.146818181818182 0.126262626262626 0.126666666666667 0.0858679246165357
"110" "SNP_110" 0 0 0.0111111111111111 0.0344827586206897 0 0 0.0111111111111111 0.0344827586206897 0 0.0111111111111111 0.0344827586206897 0 0.0448275862068966 0.0111111111111111 0.0344827586206897 0.01514687100894
"111" "SNP_111" 0.223404255319149 0.273049645390071 0.202898550724638 0.21264367816092 0.307017543859649 0.217519239474876 0.130203515263645 0.142333088774762 0.25979843225084 0.196577243293247 0.206529713866471 0.302911534154535 0.115817091454273 0.241990846681922 0.250453720508167 0.218876539945144
