"tag" "reference" "chr" "chr.pos"
"43" 9799 "NC_007112.7" "1" 11809013
"44" 84952 "NC_007112.7" "1" 12186196
"45" 61020 "NC_007112.7" "1" 12938676
"46" 54271 "NC_007112.7" "1" 12943431
"47" 60510 "NC_007112.7" "1" 13152159
"48" 34132 "NC_007112.7" "1" 13152519
"49" 32613 "NC_007112.7" "1" 13244918
"50" 26929 "NC_007112.7" "1" 13245259
"51" 12660 "NC_007112.7" "1" 15139287
"52" 49639 "NC_007112.7" "1" 15139773
"53" 10778 "NC_007112.7" "1" 15817204
"54" 14225 "NC_007112.7" "1" 15955658
"55" 5697 "NC_007112.7" "1" 15956173
"56" 61448 "NC_007112.7" "1" 19105575
"57" 8161 "NC_007112.7" "1" 21875951
"58" 27137 "NC_007112.7" "1" 21889754
"59" 9172 "NC_007112.7" "1" 21889964
"60" 11002 "NC_007112.7" "1" 23248431
"61" 58350 "NC_007112.7" "1" 23249076
"62" 9431 "NC_007112.7" "1" 23879110
"63" 33513 "NC_007112.7" "1" 26258809
"64" 26684 "NC_007112.7" "1" 26291985
"65" 96228 "NC_007112.7" "1" 26668920
"66" 848 "NC_007112.7" "1" 28079683
"67" 22965 "NC_007112.7" "1" 32133858
"68" 36196 "NC_007112.7" "1" 33096294
"69" 28132 "NC_007112.7" "1" 33331180
"70" 16631 "NC_007112.7" "1" 33331705
"71" 16132 "NC_007112.7" "1" 34497882
"72" 6054 "NC_007112.7" "1" 36878270
"73" 79516 "NC_007112.7" "1" 37399732
"74" 27990 "NC_007112.7" "1" 38968369
"75" 55802 "NC_007112.7" "1" 39063083
"76" 49381 "NC_007112.7" "1" 39063659
"77" 33595 "NC_007112.7" "1" 39146521
"78" 19930 "NC_007112.7" "1" 39146994
"79" 16173 "NC_007112.7" "1" 39574777
"80" 55933 "NC_007112.7" "1" 39650958
"81" 36208 "NC_007112.7" "1" 39704092
"82" 63015 "NC_007112.7" "1" 39755563
"83" 40215 "NC_007112.7" "1" 40410346
"84" 53358 "NC_007112.7" "1" 40410848
"85" 35129 "NC_007112.7" "1" 41324050
"86" 19700 "NC_007112.7" "1" 41715647
"87" 53976 "NC_007112.7" "1" 42776928
"88" 55080 "NC_007112.7" "1" 42777318
"89" 38757 "NC_007112.7" "1" 42991336
"90" 58301 "NC_007112.7" "1" 44492111
"91" 126805 "NC_007112.7" "1" 44492601
"92" 61778 "NC_007112.7" "1" 46673266
"93" 14750 "NC_007112.7" "1" 46673541
"94" 64520 "NC_007112.7" "1" 46837961
"95" 25190 "NC_007112.7" "1" 47005170
"96" 25729 "NC_007112.7" "1" 47702784
"97" 62148 "NC_007112.7" "1" 48171653
"98" 44093 "NC_007112.7" "1" 48213302
"99" 39121 "NC_007112.7" "1" 48215726
"100" 53985 "NC_007112.7" "1" 48379661
"101" 23702 "NC_007112.7" "1" 49620041
"102" 9374 "NC_007112.7" "1" 49639225
"103" 3914 "NC_007112.7" "1" 50015858
"104" 55190 "NC_007112.7" "1" 50112465
"105" 40709 "NC_007112.7" "1" 50521779
"106" 36707 "NC_007112.7" "1" 50913330
"107" 45009 "NC_007112.7" "1" 51041270
"108" 29124 "NC_007112.7" "1" 51160283
"109" 15873 "NC_007112.7" "1" 52292803
"110" 87115 "NC_007112.7" "1" 52598431
"111" 63392 "NC_007112.7" "1" 52669005
"112" 21149 "NC_007112.7" "1" 52838403
"113" 18903 "NC_007112.7" "1" 53126404
"114" 90121 "NC_007112.7" "1" 53126481
"115" 53072 "NC_007112.7" "1" 53279814
"116" 53033 "NC_007112.7" "1" 53280056
"117" 10495 "NC_007112.7" "1" 53377435
"118" 34385 "NC_007112.7" "1" 53628131
"119" 54352 "NC_007112.7" "1" 53717014
"120" 86055 "NC_007112.7" "1" 53879410
"121" 87053 "NC_007112.7" "1" 53916907
"122" 99624 "NC_007112.7" "1" 53983346
"123" 13751 "NC_007112.7" "1" 54061757
"124" 30783 "NC_007112.7" "1" 54137104
"125" 50947 "NC_007112.7" "1" 54188740
"126" 52580 "NC_007112.7" "1" 54190497
"127" 14538 "NC_007112.7" "1" 54700621
"128" 50917 "NC_007112.7" "1" 54971939
"129" 59796 "NC_007112.7" "1" 55523120
"130" 7742 "NC_007112.7" "1" 55885938
"131" 49689 "NC_007112.7" "1" 56217977
"132" 59016 "NC_007112.7" "1" 58265498
"133" 32872 "NC_007112.7" "1" 59226029
"134" 30234 "NC_007112.7" "1" 59358711
"135" 142 "NC_007113.7" "2" 64983
"136" 58407 "NC_007113.7" "2" 73907
"137" 59389 "NC_007113.7" "2" 101161
"138" 32388 "NC_007113.7" "2" 625700
"139" 22730 "NC_007113.7" "2" 2615680
"140" 1775 "NC_007113.7" "2" 2973547
"141" 47987 "NC_007113.7" "2" 3332801
"142" 3477 "NC_007113.7" "2" 3545357
"143" 25008 "NC_007113.7" "2" 4100958
"144" 20745 "NC_007113.7" "2" 4277375
"145" 32823 "NC_007113.7" "2" 4600536
"146" 65116 "NC_007113.7" "2" 4600897
"147" 56584 "NC_007113.7" "2" 4747912
"148" 29242 "NC_007113.7" "2" 5873057
"149" 1589 "NC_007113.7" "2" 6191764
"150" 32756 "NC_007113.7" "2" 7726380
"151" 13769 "NC_007113.7" "2" 7726546
"152" 58942 "NC_007113.7" "2" 7979617
"153" 36787 "NC_007113.7" "2" 7979744
"154" 31241 "NC_007113.7" "2" 9025902
"155" 59039 "NC_007113.7" "2" 9810258
"156" 55264 "NC_007113.7" "2" 10506364
"157" 21299 "NC_007113.7" "2" 10923623
"158" 60888 "NC_007113.7" "2" 11145341
"159" 12630 "NC_007113.7" "2" 11145413
"160" 44512 "NC_007113.7" "2" 11764778
"161" 43105 "NC_007113.7" "2" 11860813
"162" 48768 "NC_007113.7" "2" 12417332
"163" 66341 "NC_007113.7" "2" 13145655
"164" 2685 "NC_007113.7" "2" 14617663
"165" 10137 "NC_007113.7" "2" 15250705
"166" 22395 "NC_007113.7" "2" 16487897
"167" 1943 "NC_007113.7" "2" 17113783
"168" 54418 "NC_007113.7" "2" 17583980
"169" 63314 "NC_007113.7" "2" 18162335
"170" 21300 "NC_007113.7" "2" 18289744
"171" 27218 "NC_007113.7" "2" 18778881
"172" 99896 "NC_007113.7" "2" 19304378
"173" 26011 "NC_007113.7" "2" 19304505
"174" 48760 "NC_007113.7" "2" 19868129
"175" 22532 "NC_007113.7" "2" 19868617
"176" 200 "NC_007113.7" "2" 19941826
"177" 25415 "NC_007113.7" "2" 20049643
"178" 36482 "NC_007113.7" "2" 20518661
"179" 49273 "NC_007113.7" "2" 20520537
"180" 42247 "NC_007113.7" "2" 20556202
"181" 52050 "NC_007113.7" "2" 21486170
"182" 2055 "NC_007113.7" "2" 21486738
"183" 749 "NC_007113.7" "2" 21782268
"184" 36130 "NC_007113.7" "2" 21782558
"185" 11606 "NC_007113.7" "2" 21971244
"186" 52429 "NC_007113.7" "2" 22530714
"187" 15497 "NC_007113.7" "2" 22607434
"188" 47294 "NC_007113.7" "2" 22608304
"189" 84945 "NC_007113.7" "2" 22884262
"190" 49415 "NC_007113.7" "2" 22884626
"191" 63077 "NC_007113.7" "2" 22944343
"192" 32484 "NC_007113.7" "2" 22944635
"193" 7877 "NC_007113.7" "2" 24006178
"194" 19802 "NC_007113.7" "2" 24376686
"195" 34523 "NC_007113.7" "2" 24381638
"196" 25116 "NC_007113.7" "2" 24382158
"197" 8164 "NC_007113.7" "2" 24384854
"198" 137660 "NC_007113.7" "2" 24384895
"199" 56004 "NC_007113.7" "2" 24413642
"200" 35155 "NC_007113.7" "2" 24578587
"201" 43719 "NC_007113.7" "2" 24991661
"202" 48934 "NC_007113.7" "2" 25127052
"203" 13718 "NC_007113.7" "2" 25339330
"204" 64052 "NC_007113.7" "2" 25683489
"205" 15246 "NC_007113.7" "2" 26290768
"206" 52119 "NC_007113.7" "2" 26358520
"207" 12640 "NC_007113.7" "2" 26359081
"208" 62767 "NC_007113.7" "2" 26518734
"209" 44704 "NC_007113.7" "2" 27028507
"210" 54722 "NC_007113.7" "2" 27061306
"211" 38724 "NC_007113.7" "2" 27061591
"212" 30933 "NC_007113.7" "2" 27358114
"213" 30599 "NC_007113.7" "2" 27883070
"214" 65065 "NC_007113.7" "2" 28007682
"215" 16954 "NC_007113.7" "2" 28031045
"216" 3316 "NC_007113.7" "2" 28793592
"217" 12164 "NC_007113.7" "2" 28873575
"218" 31840 "NC_007113.7" "2" 28979615
"219" 27425 "NC_007113.7" "2" 29638315
"220" 83000 "NC_007113.7" "2" 30038259
"221" 768 "NC_007113.7" "2" 30428829
"222" 55708 "NC_007113.7" "2" 30429368
"223" 43073 "NC_007113.7" "2" 30729857
"224" 41756 "NC_007113.7" "2" 30730280
"225" 31993 "NC_007113.7" "2" 30897697
"226" 32631 "NC_007113.7" "2" 31057161
"227" 143852 "NC_007113.7" "2" 31057632
"228" 36658 "NC_007113.7" "2" 31428671
"229" 48879 "NC_007113.7" "2" 31823966
"230" 18689 "NC_007113.7" "2" 32067412
"231" 13493 "NC_007113.7" "2" 32591494
"232" 40439 "NC_007113.7" "2" 32592020
"233" 4570 "NC_007113.7" "2" 32676393
"234" 4036 "NC_007113.7" "2" 33316851
"235" 36900 "NC_007113.7" "2" 33434577
"236" 6850 "NC_007113.7" "2" 33666334
"237" 57884 "NC_007113.7" "2" 34119621
"238" 71672 "NC_007113.7" "2" 35215817
"239" 28149 "NC_007113.7" "2" 35264886
"240" 13995 "NC_007113.7" "2" 35795122
"241" 37917 "NC_007113.7" "2" 35841923
"242" 62421 "NC_007113.7" "2" 35855533
"243" 27720 "NC_007113.7" "2" 36677242
"244" 53882 "NC_007113.7" "2" 36753250
"245" 32275 "NC_007113.7" "2" 36753748
"246" 60902 "NC_007113.7" "2" 36817326
"247" 51578 "NC_007113.7" "2" 36817804
"248" 14365 "NC_007113.7" "2" 37075596
"249" 31422 "NC_007113.7" "2" 37442450
"250" 11530 "NC_007113.7" "2" 37728061
"251" 74955 "NC_007113.7" "2" 37763014
"252" 46787 "NC_007113.7" "2" 38485733
"253" 3320 "NC_007113.7" "2" 39153289
"254" 34470 "NC_007113.7" "2" 39153668
"255" 14492 "NC_007113.7" "2" 39393935
"256" 74835 "NC_007113.7" "2" 39394050
"257" 29594 "NC_007113.7" "2" 39394070
"258" 1896 "NC_007113.7" "2" 40057696
"259" 52155 "NC_007113.7" "2" 40327904
"260" 44615 "NC_007113.7" "2" 40328369
"261" 23981 "NC_007113.7" "2" 40623490
"262" 15942 "NC_007113.7" "2" 41574441
"263" 76059 "NC_007113.7" "2" 42073264
"264" 40931 "NC_007113.7" "2" 42073785
"265" 39626 "NC_007113.7" "2" 42080803
"266" 64195 "NC_007113.7" "2" 42081280
"267" 67402 "NC_007113.7" "2" 43326276
"268" 43400 "NC_007113.7" "2" 43883398
"269" 52125 "NC_007113.7" "2" 44790279
"270" 84211 "NC_007113.7" "2" 44790790
"271" 11688 "NC_007113.7" "2" 45111172
"272" 62593 "NC_007113.7" "2" 45661628
"273" 30887 "NC_007113.7" "2" 46309826
"274" 37680 "NC_007113.7" "2" 46378871
"275" 33582 "NC_007113.7" "2" 46570611
"276" 36737 "NC_007113.7" "2" 46799796
"277" 36190 "NC_007113.7" "2" 46813529
"278" 4573 "NC_007113.7" "2" 46813635
"279" 12009 "NC_007113.7" "2" 46996708
"280" 23703 "NC_007113.7" "2" 47582651
"281" 20010 "NC_007113.7" "2" 47582953
"282" 49997 "NC_007113.7" "2" 47658605
"283" 82200 "NC_007113.7" "2" 47659535
"284" 41843 "NC_007113.7" "2" 47780909
"285" 58565 "NC_007113.7" "2" 47783093
"286" 67464 "NC_007113.7" "2" 48237346
"287" 61796 "NC_007113.7" "2" 51195488
"288" 58270 "NC_007113.7" "2" 52092847
"289" 23278 "NC_007113.7" "2" 52514876
"290" 32999 "NC_007113.7" "2" 54379214
"291" 28246 "NC_007113.7" "2" 54642735
"292" 46167 "NC_007113.7" "2" 54649986
"293" 59823 "NC_007113.7" "2" 54761480
"294" 76393 "NC_007113.7" "2" 54917464
"295" 51727 "NC_007113.7" "2" 56180078
"296" 37402 "NC_007113.7" "2" 56878303
"297" 9105 "NC_007113.7" "2" 59078790
"298" 9249 "NC_007114.7" "3" 6735666
"299" 51686 "NC_007114.7" "3" 10909706
"300" 73471 "NC_007114.7" "3" 11079996
"301" 133987 "NC_007114.7" "3" 11564491
"302" 9477 "NC_007114.7" "3" 12297188
"303" 51260 "NC_007114.7" "3" 12322121
"304" 15254 "NC_007114.7" "3" 12393022
"305" 15784 "NC_007114.7" "3" 13332840
"306" 69757 "NC_007114.7" "3" 13530539
"307" 18194 "NC_007114.7" "3" 13819988
"308" 44947 "NC_007114.7" "3" 13850034
"309" 14357 "NC_007114.7" "3" 13853447
"310" 13243 "NC_007114.7" "3" 14708604
"311" 35749 "NC_007114.7" "3" 16161557
"312" 20179 "NC_007114.7" "3" 16738750
"313" 59118 "NC_007114.7" "3" 17062530
"314" 31442 "NC_007114.7" "3" 17064551
"315" 655 "NC_007114.7" "3" 17070031
"316" 18179 "NC_007114.7" "3" 17585977
"317" 24750 "NC_007114.7" "3" 17928049
"318" 48993 "NC_007114.7" "3" 17987937
"319" 47253 "NC_007114.7" "3" 17995760
"320" 139887 "NC_007114.7" "3" 18103149
"321" 46944 "NC_007114.7" "3" 18103474
"322" 42083 "NC_007114.7" "3" 18821762
"323" 209 "NC_007114.7" "3" 18966986
"324" 15720 "NC_007114.7" "3" 19271456
"325" 55223 "NC_007114.7" "3" 21781042
"326" 63512 "NC_007114.7" "3" 21796827
"327" 63157 "NC_007114.7" "3" 21796975
"328" 25816 "NC_007114.7" "3" 22138076
"329" 9990 "NC_007114.7" "3" 22443347
"330" 57069 "NC_007114.7" "3" 22443399
"331" 60553 "NC_007114.7" "3" 22659380
"332" 73201 "NC_007114.7" "3" 23734838
"333" 54923 "NC_007114.7" "3" 23785684
"334" 60041 "NC_007114.7" "3" 23895056
"335" 1127 "NC_007114.7" "3" 25221433
"336" 14060 "NC_007114.7" "3" 25812406
"337" 4370 "NC_007114.7" "3" 25812714
"338" 16065 "NC_007114.7" "3" 26008995
"339" 22694 "NC_007114.7" "3" 26021858
"340" 668 "NC_007114.7" "3" 26342858
"341" 16004 "NC_007114.7" "3" 26342987
"342" 10430 "NC_007114.7" "3" 26667961
"343" 52143 "NC_007114.7" "3" 26910783
"344" 49427 "NC_007114.7" "3" 27003722
"345" 33171 "NC_007114.7" "3" 27116901
"346" 31866 "NC_007114.7" "3" 27143584
"347" 96895 "NC_007114.7" "3" 27436554
"348" 76823 "NC_007114.7" "3" 27738103
"349" 65472 "NC_007114.7" "3" 27772899
"350" 14506 "NC_007114.7" "3" 27773752
"351" 39567 "NC_007114.7" "3" 28181900
"352" 47827 "NC_007114.7" "3" 28182235
"353" 13440 "NC_007114.7" "3" 28535859
"354" 63276 "NC_007114.7" "3" 28650857
"355" 21036 "NC_007114.7" "3" 28839921
"356" 95364 "NC_007114.7" "3" 28840405
"357" 37036 "NC_007114.7" "3" 29204942
"358" 28306 "NC_007114.7" "3" 29306913
"359" 47503 "NC_007114.7" "3" 29355142
"360" 44441 "NC_007114.7" "3" 29355180
"361" 51678 "NC_007114.7" "3" 29443445
"362" 572 "NC_007114.7" "3" 29476113
"363" 32194 "NC_007114.7" "3" 29843572
"364" 27650 "NC_007114.7" "3" 30003924
"365" 55869 "NC_007114.7" "3" 31251054
"366" 36464 "NC_007114.7" "3" 31264407
"367" 79026 "NC_007114.7" "3" 32096428
"368" 57826 "NC_007114.7" "3" 33313061
"369" 36280 "NC_007114.7" "3" 33417554
"370" 21704 "NC_007114.7" "3" 34048377
"371" 6269 "NC_007114.7" "3" 34076386
"372" 39137 "NC_007114.7" "3" 34076597
"373" 9729 "NC_007114.7" "3" 34106006
"374" 22458 "NC_007114.7" "3" 34122960
"375" 53524 "NC_007114.7" "3" 34278650
"376" 16539 "NC_007114.7" "3" 34279152
"377" 29654 "NC_007114.7" "3" 34645457
"378" 65360 "NC_007114.7" "3" 35589426
"379" 9311 "NC_007114.7" "3" 35589938
"380" 20751 "NC_007114.7" "3" 35678946
"381" 21615 "NC_007114.7" "3" 35766812
"382" 12976 "NC_007114.7" "3" 35864393
"383" 60168 "NC_007114.7" "3" 36461678
"384" 4686 "NC_007114.7" "3" 36462288
"385" 14297 "NC_007114.7" "3" 36469722
"386" 32834 "NC_007114.7" "3" 36518972
"387" 36019 "NC_007114.7" "3" 37236918
"388" 54795 "NC_007114.7" "3" 37504971
"389" 13311 "NC_007114.7" "3" 38490001
"390" 29581 "NC_007114.7" "3" 38673586
"391" 63973 "NC_007114.7" "3" 38936662
"392" 51409 "NC_007114.7" "3" 39343404
"393" 54218 "NC_007114.7" "3" 39606182
"394" 85339 "NC_007114.7" "3" 40180187
"395" 7882 "NC_007114.7" "3" 40443214
"396" 21219 "NC_007114.7" "3" 40443682
"397" 37396 "NC_007114.7" "3" 40503515
"398" 46205 "NC_007114.7" "3" 41127484
"399" 61980 "NC_007114.7" "3" 41136164
"400" 46473 "NC_007114.7" "3" 41472041
"401" 49039 "NC_007114.7" "3" 41844653
"402" 21754 "NC_007114.7" "3" 41979409
"403" 8449 "NC_007114.7" "3" 42061356
"404" 3139 "NC_007114.7" "3" 42249555
"405" 28711 "NC_007114.7" "3" 42547477
"406" 37305 "NC_007114.7" "3" 42547994
"407" 3719 "NC_007114.7" "3" 43244224
"408" 20121 "NC_007114.7" "3" 43741377
"409" 62035 "NC_007114.7" "3" 44743014
"410" 652 "NC_007114.7" "3" 44923117
"411" 26682 "NC_007114.7" "3" 44980280
"412" 54778 "NC_007114.7" "3" 45194957
"413" 26021 "NC_007114.7" "3" 45195454
"414" 38338 "NC_007114.7" "3" 46803088
"415" 2218 "NC_007114.7" "3" 46844098
"416" 58766 "NC_007114.7" "3" 46928607
"417" 31539 "NC_007114.7" "3" 46932400
"418" 6755 "NC_007114.7" "3" 47000326
"419" 59889 "NC_007114.7" "3" 48507427
"420" 79136 "NC_007114.7" "3" 49456264
"421" 49266 "NC_007114.7" "3" 50087324
"422" 48735 "NC_007114.7" "3" 51905622
"423" 46622 "NC_007114.7" "3" 51979180
"424" 4495 "NC_007114.7" "3" 52908810
"425" 55858 "NC_007114.7" "3" 53068731
"426" 19062 "NC_007114.7" "3" 53103925
"427" 14591 "NC_007114.7" "3" 53457532
"428" 52425 "NC_007114.7" "3" 53457625
"429" 10039 "NC_007114.7" "3" 53537174
"430" 65097 "NC_007114.7" "3" 55324460
"431" 63841 "NC_007114.7" "3" 55696695
"432" 51017 "NC_007114.7" "3" 56799750
"433" 44331 "NC_007114.7" "3" 58173680
"434" 29762 "NC_007114.7" "3" 59365017
"435" 4807 "NC_007114.7" "3" 59455912
"436" 14366 "NC_007114.7" "3" 59456235
"437" 38179 "NC_007114.7" "3" 59961311
"438" 31224 "NC_007114.7" "3" 60219445
"439" 75014 "NC_007114.7" "3" 60348526
"440" 33307 "NC_007114.7" "3" 60810080
"441" 59169 "NC_007114.7" "3" 60987953
"442" 39617 "NC_007114.7" "3" 62175999
"443" 28492 "NC_007114.7" "3" 62176317
"444" 81699 "NC_007114.7" "3" 62425009
"445" 20918 "NC_007115.7" "4" 52178
"446" 48097 "NC_007115.7" "4" 93121
"447" 87418 "NC_007115.7" "4" 667995
"448" 56173 "NC_007115.7" "4" 754733
"449" 80976 "NC_007115.7" "4" 1228524
"450" 19619 "NC_007115.7" "4" 1657974
"451" 55259 "NC_007115.7" "4" 1658524
"452" 13247 "NC_007115.7" "4" 2408294
"453" 60145 "NC_007115.7" "4" 2972731
"454" 51869 "NC_007115.7" "4" 3488866
"455" 9771 "NC_007115.7" "4" 4398299
"456" 26275 "NC_007115.7" "4" 4626857
"457" 30884 "NC_007115.7" "4" 4784666
"458" 39384 "NC_007115.7" "4" 4786125
"459" 48405 "NC_007115.7" "4" 5202703
"460" 63939 "NC_007115.7" "4" 5302027
"461" 5797 "NC_007115.7" "4" 5589180
"462" 45013 "NC_007115.7" "4" 5589281
"463" 24948 "NC_007115.7" "4" 5615944
"464" 49843 "NC_007115.7" "4" 5718199
"465" 13175 "NC_007115.7" "4" 6169870
"466" 64412 "NC_007115.7" "4" 6332263
"467" 50356 "NC_007115.7" "4" 6450231
"468" 5199 "NC_007115.7" "4" 6454891
"469" 60417 "NC_007115.7" "4" 6748860
"470" 50693 "NC_007115.7" "4" 7853715
"471" 63525 "NC_007115.7" "4" 8288914
"472" 60730 "NC_007115.7" "4" 8491808
"473" 62130 "NC_007115.7" "4" 8492128
"474" 20492 "NC_007115.7" "4" 8611214
"475" 71848 "NC_007115.7" "4" 8779001
"476" 52538 "NC_007115.7" "4" 8882331
"477" 25417 "NC_007115.7" "4" 9052275
"478" 16361 "NC_007115.7" "4" 9052539
"479" 45547 "NC_007115.7" "4" 9128032
"480" 60846 "NC_007115.7" "4" 9339296
"481" 13512 "NC_007115.7" "4" 9372234
"482" 1512 "NC_007115.7" "4" 9373302
"483" 61908 "NC_007115.7" "4" 10125254
"484" 16905 "NC_007115.7" "4" 10269715
"485" 36710 "NC_007115.7" "4" 10285124
"486" 133595 "NC_007115.7" "4" 11574939
"487" 64960 "NC_007115.7" "4" 11576136
"488" 44062 "NC_007115.7" "4" 11931546
"489" 13789 "NC_007115.7" "4" 12292200
"490" 15100 "NC_007115.7" "4" 12732331
"491" 99412 "NC_007115.7" "4" 12744643
"492" 664 "NC_007115.7" "4" 12745120
"493" 36878 "NC_007115.7" "4" 12794346
"494" 44703 "NC_007115.7" "4" 12903165
"495" 123205 "NC_007115.7" "4" 13417572
"496" 53881 "NC_007115.7" "4" 13594378
"497" 29648 "NC_007115.7" "4" 13617657
"498" 55822 "NC_007115.7" "4" 13950668
"499" 61784 "NC_007115.7" "4" 14089612
"500" 53273 "NC_007115.7" "4" 14671852
"501" 35383 "NC_007115.7" "4" 14717671
"502" 6229 "NC_007115.7" "4" 15073441
"503" 50230 "NC_007115.7" "4" 15073614
"504" 15705 "NC_007115.7" "4" 15146413
"505" 49786 "NC_007115.7" "4" 15245234
"506" 15915 "NC_007115.7" "4" 15252753
"507" 13389 "NC_007115.7" "4" 15253063
"508" 56306 "NC_007115.7" "4" 15343427
"509" 63613 "NC_007115.7" "4" 15343961
"510" 20768 "NC_007115.7" "4" 15534955
"511" 33421 "NC_007115.7" "4" 15535475
"512" 30224 "NC_007115.7" "4" 15572889
"513" 14049 "NC_007115.7" "4" 15786476
"514" 28714 "NC_007115.7" "4" 15786589
"515" 58215 "NC_007115.7" "4" 16312650
"516" 7814 "NC_007115.7" "4" 16411734
"517" 52014 "NC_007115.7" "4" 16571266
"518" 78829 "NC_007115.7" "4" 16889542
"519" 99333 "NC_007115.7" "4" 16889885
"520" 27593 "NC_007115.7" "4" 16898955
"521" 53052 "NC_007115.7" "4" 17272475
"522" 10078 "NC_007115.7" "4" 17488472
"523" 56028 "NC_007115.7" "4" 17552838
"524" 24796 "NC_007115.7" "4" 17636198
"525" 8242 "NC_007115.7" "4" 17682838
"526" 15811 "NC_007115.7" "4" 17837692
"527" 9114 "NC_007115.7" "4" 17848800
"528" 52933 "NC_007115.7" "4" 17848961
"529" 18035 "NC_007115.7" "4" 18119612
"530" 49823 "NC_007115.7" "4" 18129356
"531" 37388 "NC_007115.7" "4" 18160382
"532" 126224 "NC_007115.7" "4" 18432848
"533" 52043 "NC_007115.7" "4" 18761300
"534" 62903 "NC_007115.7" "4" 18870293
"535" 65166 "NC_007115.7" "4" 18870344
"536" 63479 "NC_007115.7" "4" 18886909
"537" 47392 "NC_007115.7" "4" 19546512
"538" 63571 "NC_007115.7" "4" 19683806
"539" 26788 "NC_007115.7" "4" 19706645
"540" 87742 "NC_007115.7" "4" 19954982
"541" 62990 "NC_007115.7" "4" 19984239
"542" 50661 "NC_007115.7" "4" 20065496
"543" 62182 "NC_007115.7" "4" 20080771
"544" 109738 "NC_007115.7" "4" 20086212
"545" 40979 "NC_007115.7" "4" 20086354
"546" 63606 "NC_007115.7" "4" 20135280
"547" 36052 "NC_007115.7" "4" 20563399
"548" 57278 "NC_007115.7" "4" 20677413
"549" 13462 "NC_007115.7" "4" 20677843
"550" 3654 "NC_007115.7" "4" 20685378
"551" 53374 "NC_007115.7" "4" 20685799
"552" 43701 "NC_007115.7" "4" 20906272
"553" 53828 "NC_007115.7" "4" 21105751
"554" 58219 "NC_007115.7" "4" 21106011
"555" 53790 "NC_007115.7" "4" 21294799
"556" 7603 "NC_007115.7" "4" 21295145
"557" 64605 "NC_007115.7" "4" 21445929
"558" 97065 "NC_007115.7" "4" 22008579
"559" 53762 "NC_007115.7" "4" 22207620
"560" 62790 "NC_007115.7" "4" 22207681
"561" 44144 "NC_007115.7" "4" 22342847
"562" 30883 "NC_007115.7" "4" 22343199
"563" 4369 "NC_007115.7" "4" 22464431
"564" 57015 "NC_007115.7" "4" 24078918
"565" 61322 "NC_007115.7" "4" 24570645
"566" 62070 "NC_007115.7" "4" 25004656
"567" 76739 "NC_007115.7" "4" 25005137
"568" 44426 "NC_007115.7" "4" 25072689
"569" 27004 "NC_007115.7" "4" 27482707
"570" 62173 "NC_007115.7" "4" 27482864
"571" 85163 "NC_007115.7" "4" 27930968
"572" 18296 "NC_007115.7" "4" 28022434
"573" 15904 "NC_007115.7" "4" 28275808
"574" 46158 "NC_007115.7" "4" 28294318
"575" 19005 "NC_007115.7" "4" 28810127
"576" 72337 "NC_007115.7" "4" 65041974
"577" 47404 "NC_007115.7" "4" 66868702
"578" 12676 "NC_007115.7" "4" 69684115
"579" 56835 "NC_007115.7" "4" 74226700
"580" 14243 "NC_007115.7" "4" 74627452
"581" 13670 "NC_007115.7" "4" 74960709
"582" 58187 "NC_007115.7" "4" 75318326
