"tag" "reference" "chr" "chr.pos"
"94" 74801 "NC_045152.1" 1 17692976
"95" 11109 "NC_045152.1" 1 17929135
"96" 58115 "NC_045152.1" 1 18156144
"97" 69426 "NC_045152.1" 1 18320059
"98" 56801 "NC_045152.1" 1 18349597
"99" 28374 "NC_045152.1" 1 18363475
"100" 53884 "NC_045152.1" 1 18815692
"101" 61326 "NC_045152.1" 1 18871881
"102" 13254 "NC_045152.1" 1 18995364
"103" 4983 "NC_045152.1" 1 19057011
"104" 62005 "NC_045152.1" 1 19170336
"105" 21595 "NC_045152.1" 1 19170381
"106" 15242 "NC_045152.1" 1 19255412
"107" 106729 "NC_045152.1" 1 19257382
"108" 5839 "NC_045152.1" 1 19339347
"109" 40363 "NC_045152.1" 1 19590209
"110" 47587 "NC_045152.1" 1 19591552
"111" 73121 "NC_045152.1" 1 19625247
"112" 74064 "NC_045152.1" 1 19783346
"113" 65451 "NC_045152.1" 1 19968759
"114" 58803 "NC_045152.1" 1 20645974
"115" 22431 "NC_045152.1" 1 20790065
"116" 56184 "NC_045152.1" 1 21293581
"117" 18090 "NC_045152.1" 1 21355877
"118" 56761 "NC_045152.1" 1 21476880
"119" 123759 "NC_045152.1" 1 21537870
"120" 62123 "NC_045152.1" 1 22094661
"121" 121403 "NC_045152.1" 1 22120155
"122" 56317 "NC_045152.1" 1 22165895
"123" 5845 "NC_045152.1" 1 22276847
"124" 61399 "NC_045152.1" 1 22295829
"125" 27014 "NC_045152.1" 1 22315646
"126" 30251 "NC_045152.1" 1 22349376
"127" 66180 "NC_045152.1" 1 22350173
"128" 71021 "NC_045152.1" 1 22402104
"129" 87177 "NC_045152.1" 1 22443680
"130" 41584 "NC_045152.1" 1 22730086
"131" 65906 "NC_045152.1" 1 22731110
"132" 28264 "NC_045152.1" 1 22809838
"133" 66041 "NC_045152.1" 1 22946456
"134" 47337 "NC_045152.1" 1 23027248
"135" 50504 "NC_045152.1" 1 23259058
"136" 62083 "NC_045152.1" 1 23262763
"137" 40893 "NC_045152.1" 1 23294349
"138" 53158 "NC_045152.1" 1 23372968
"139" 1818 "NC_045152.1" 1 23579082
"140" 65645 "NC_045152.1" 1 23864393
"141" 60213 "NC_045152.1" 1 23887630
"142" 6526 "NC_045152.1" 1 23911821
"143" 8538 "NC_045152.1" 1 23915867
"144" 78972 "NC_045152.1" 1 23915957
"145" 67446 "NC_045152.1" 1 24017160
"146" 69675 "NC_045152.1" 1 24298188
"147" 30043 "NC_045152.1" 1 24298298
"148" 71543 "NC_045152.1" 1 24302693
"149" 79121 "NC_045152.1" 1 24302998
"150" 75541 "NC_045152.1" 1 24379683
"151" 69430 "NC_045152.1" 1 24407359
"152" 70773 "NC_045152.1" 1 24563985
"153" 17913 "NC_045152.1" 1 24593009
"154" 29174 "NC_045152.1" 1 24631518
"155" 69832 "NC_045152.1" 1 24631943
"156" 8405 "NC_045152.1" 1 24639582
"157" 64827 "NC_045152.1" 1 24663831
"158" 76396 "NC_045152.1" 1 24748313
"159" 6754 "NC_045152.1" 1 24748425
"160" 18145 "NC_045152.1" 1 24862063
"161" 6248 "NC_045152.1" 1 24984481
"162" 65774 "NC_045152.1" 1 25297903
"163" 8062 "NC_045152.1" 1 25359043
"164" 2481 "NC_045152.1" 1 25998224
"165" 22619 "NC_045152.1" 1 26041489
"166" 49135 "NC_045152.1" 1 26101217
"167" 2157 "NC_045152.1" 1 26112655
"168" 1212 "NC_045152.1" 1 26113397
"169" 16989 "NC_045152.1" 1 26246846
"170" 21779 "NC_045152.1" 1 26312042
"171" 71693 "NC_045152.1" 1 26384147
"172" 4976 "NC_045152.1" 1 26394287
"173" 8860 "NC_045152.1" 1 26444099
"174" 38063 "NC_045152.1" 1 26611776
"175" 35836 "NC_045152.1" 1 26651455
"176" 74384 "NC_045152.1" 1 26664480
"177" 74425 "NC_045152.1" 1 26693601
"178" 71581 "NC_045152.1" 1 26694208
"179" 54838 "NC_045152.1" 1 26711731
"180" 77552 "NC_045152.1" 1 26712372
"181" 41957 "NC_045152.1" 1 27277791
"182" 46721 "NC_045152.1" 1 27280265
"183" 27748 "NC_045152.1" 1 27467537
"184" 4596 "NC_045152.1" 1 27802202
"185" 7164 "NC_045152.1" 1 27802426
"186" 56647 "NC_045152.1" 1 27802943
"187" 8762 "NC_045152.1" 1 27949434
"188" 50429 "NC_045152.1" 1 28535282
"189" 64685 "NC_045152.1" 1 28580028
"190" 75214 "NC_045152.1" 1 28996893
"191" 50618 "NC_045152.1" 1 29474250
"192" 45818 "NC_045152.1" 1 29474825
"193" 2013 "NC_045152.1" 1 29667816
"194" 44539 "NC_045152.1" 1 29991066
"195" 66012 "NC_045152.1" 1 30022291
"196" 80971 "NC_045152.1" 1 30103908
"197" 65903 "NC_045152.1" 1 30133558
"198" 7273 "NC_045152.1" 1 30475336
"199" 4852 "NC_045152.1" 1 30485525
"200" 34648 "NC_045152.1" 1 30486287
"201" 43585 "NC_045152.1" 1 30620264
"202" 8 "NC_045152.1" 1 30793136
"203" 80724 "NC_045152.1" 1 30808727
"204" 41803 "NC_045152.1" 1 30828708
"205" 65975 "NC_045152.1" 1 30829020
"206" 40119 "NC_045152.1" 1 30905637
"207" 22561 "NC_045152.1" 1 30945540
"208" 17511 "NC_045152.1" 1 31037429
"209" 70863 "NC_045152.1" 1 31223847
"210" 19587 "NC_045152.1" 1 31361119
"211" 28485 "NC_045152.1" 1 31380872
"212" 51471 "NC_045152.1" 1 31446317
"213" 76018 "NC_045152.1" 1 31735303
"214" 7872 "NC_045152.1" 1 31744222
"215" 39567 "NC_045152.1" 1 31755158
"216" 79318 "NC_045152.1" 1 31860991
"217" 57077 "NC_045152.1" 1 31938336
"218" 2289 "NC_045152.1" 1 31947183
"219" 54518 "NC_045152.1" 1 31955039
"220" 12146 "NC_045152.1" 1 32153407
"221" 25393 "NC_045152.1" 1 32154003
"222" 43434 "NC_045152.1" 1 32171079
"223" 44988 "NC_045152.1" 1 32451019
"224" 55272 "NC_045152.1" 1 32924705
"225" 29592 "NC_045152.1" 1 33030572
"226" 11733 "NC_045152.1" 1 33031144
"227" 8706 "NC_045152.1" 1 33034631
"228" 27815 "NC_045153.1" 2 3197617
"229" 118954 "NC_045153.1" 2 3198423
"230" 11990 "NC_045153.1" 2 3256498
"231" 72047 "NC_045153.1" 2 5204369
"232" 2315 "NC_045153.1" 2 6461251
"233" 23583 "NC_045153.1" 2 6591382
"234" 57708 "NC_045153.1" 2 7973854
"235" 44944 "NC_045153.1" 2 8572502
"236" 4306 "NC_045153.1" 2 8576455
"237" 36312 "NC_045153.1" 2 8944323
"238" 18632 "NC_045153.1" 2 9141556
"239" 26508 "NC_045153.1" 2 9206323
"240" 22535 "NC_045153.1" 2 9246036
"241" 65436 "NC_045153.1" 2 9632967
"242" 78790 "NC_045153.1" 2 9828785
"243" 3685 "NC_045153.1" 2 10084319
"244" 26801 "NC_045153.1" 2 11538164
"245" 46955 "NC_045153.1" 2 12199462
"246" 70499 "NC_045153.1" 2 12344276
"247" 27560 "NC_045153.1" 2 12938142
"248" 13137 "NC_045153.1" 2 13059905
"249" 33781 "NC_045153.1" 2 13187054
"250" 48618 "NC_045153.1" 2 13220224
"251" 2092 "NC_045153.1" 2 13260603
"252" 27597 "NC_045153.1" 2 13668437
"253" 22526 "NC_045153.1" 2 13796599
"254" 77046 "NC_045153.1" 2 13995807
"255" 30727 "NC_045153.1" 2 13997006
"256" 43563 "NC_045153.1" 2 14303451
"257" 7727 "NC_045153.1" 2 14359627
"258" 14185 "NC_045153.1" 2 14399050
"259" 46856 "NC_045153.1" 2 14419178
"260" 55888 "NC_045153.1" 2 14435734
"261" 73537 "NC_045153.1" 2 14436289
"262" 27155 "NC_045153.1" 2 14781792
"263" 78296 "NC_045153.1" 2 14782956
"264" 19430 "NC_045153.1" 2 15071974
"265" 65140 "NC_045153.1" 2 15090754
"266" 73739 "NC_045153.1" 2 15206342
"267" 40595 "NC_045153.1" 2 15216519
"268" 1899 "NC_045153.1" 2 15266596
"269" 27075 "NC_045153.1" 2 15270979
"270" 64292 "NC_045153.1" 2 15331358
"271" 68591 "NC_045153.1" 2 15903616
"272" 67606 "NC_045153.1" 2 16055645
"273" 74310 "NC_045153.1" 2 16386027
"274" 36893 "NC_045153.1" 2 16390655
"275" 10761 "NC_045153.1" 2 16391792
"276" 2623 "NC_045153.1" 2 16473731
"277" 23205 "NC_045153.1" 2 16879755
"278" 22867 "NC_045153.1" 2 17204958
"279" 195946 "NC_045153.1" 2 17250138
"280" 52618 "NC_045153.1" 2 17698368
"281" 51472 "NC_045153.1" 2 17730375
"282" 80153 "NC_045153.1" 2 17852884
"283" 40587 "NC_045153.1" 2 17853147
"284" 57124 "NC_045153.1" 2 17865561
"285" 3577 "NC_045153.1" 2 17948774
"286" 63115 "NC_045153.1" 2 18593587
"287" 58737 "NC_045153.1" 2 18645183
"288" 42657 "NC_045153.1" 2 18645316
"289" 60794 "NC_045153.1" 2 18812145
"290" 60628 "NC_045153.1" 2 18920519
"291" 21147 "NC_045153.1" 2 18980076
"292" 61301 "NC_045153.1" 2 19040746
"293" 40002 "NC_045153.1" 2 19066350
"294" 78089 "NC_045153.1" 2 19106616
"295" 16009 "NC_045153.1" 2 19146049
"296" 59577 "NC_045153.1" 2 19185215
"297" 71355 "NC_045153.1" 2 19276121
"298" 57541 "NC_045153.1" 2 19293700
"299" 47405 "NC_045153.1" 2 19303231
"300" 45150 "NC_045153.1" 2 19529194
"301" 41588 "NC_045153.1" 2 19546321
"302" 6186 "NC_045153.1" 2 19744563
"303" 7111 "NC_045153.1" 2 19786296
"304" 7672 "NC_045153.1" 2 19786753
"305" 81627 "NC_045153.1" 2 20183928
"306" 75276 "NC_045153.1" 2 20254953
"307" 29269 "NC_045153.1" 2 20336484
"308" 11333 "NC_045153.1" 2 20336804
"309" 45694 "NC_045153.1" 2 20342770
"310" 18783 "NC_045153.1" 2 20408887
"311" 2511 "NC_045153.1" 2 20478512
"312" 66404 "NC_045153.1" 2 20528513
"313" 41999 "NC_045153.1" 2 20609079
"314" 24093 "NC_045153.1" 2 20624772
"315" 17277 "NC_045153.1" 2 21074118
"316" 16885 "NC_045153.1" 2 21102980
"317" 15488 "NC_045153.1" 2 21118332
"318" 37831 "NC_045153.1" 2 21122652
"319" 1861 "NC_045153.1" 2 21602141
"320" 77598 "NC_045153.1" 2 21954722
"321" 56156 "NC_045153.1" 2 22296061
"322" 42552 "NC_045153.1" 2 22555738
"323" 44620 "NC_045153.1" 2 22575366
"324" 23667 "NC_045153.1" 2 22974304
"325" 36906 "NC_045153.1" 2 23037766
"326" 7529 "NC_045153.1" 2 23049371
"327" 18970 "NC_045153.1" 2 23066955
"328" 22193 "NC_045153.1" 2 23301730
"329" 35495 "NC_045153.1" 2 23822397
"330" 13809 "NC_045153.1" 2 24227589
"331" 32611 "NC_045153.1" 2 24516705
"332" 28547 "NC_045153.1" 2 24810865
"333" 47642 "NC_045153.1" 2 24914382
"334" 49527 "NC_045153.1" 2 24950745
"335" 23917 "NC_045153.1" 2 24954537
"336" 59763 "NC_045153.1" 2 25065163
"337" 45226 "NC_045153.1" 2 25273472
"338" 10621 "NC_045153.1" 2 25290433
"339" 13188 "NC_045153.1" 2 25294701
"340" 29017 "NC_045153.1" 2 25297768
"341" 7781 "NC_045153.1" 2 25590041
"342" 17999 "NC_045153.1" 2 25718593
"343" 62533 "NC_045153.1" 2 25719137
"344" 72175 "NC_045153.1" 2 25798733
"345" 46924 "NC_045153.1" 2 25829518
"346" 22204 "NC_045153.1" 2 25833042
"347" 34117 "NC_045153.1" 2 25834354
"348" 39766 "NC_045153.1" 2 25912491
"349" 20408 "NC_045153.1" 2 25917897
"350" 49987 "NC_045153.1" 2 25926128
"351" 66569 "NC_045153.1" 2 25926792
"352" 27902 "NC_045153.1" 2 26012810
"353" 13387 "NC_045153.1" 2 26046232
"354" 58847 "NC_045153.1" 2 26095505
"355" 52746 "NC_045153.1" 2 26095757
"356" 8952 "NC_045153.1" 2 26111939
"357" 30493 "NC_045153.1" 2 26145387
"358" 20275 "NC_045153.1" 2 26167440
"359" 35028 "NC_045153.1" 2 26243023
"360" 20411 "NC_045153.1" 2 26430256
"361" 42544 "NC_045153.1" 2 26439112
"362" 57050 "NC_045153.1" 2 26504180
"363" 12804 "NC_045153.1" 2 26599426
"364" 18641 "NC_045153.1" 2 26635922
"365" 14039 "NC_045153.1" 2 26806840
"366" 28226 "NC_045153.1" 2 26933588
"367" 6210 "NC_045153.1" 2 26971081
"368" 67357 "NC_045153.1" 2 26971420
"369" 47956 "NC_045153.1" 2 27153405
"370" 27250 "NC_045153.1" 2 27191985
"371" 35184 "NC_045153.1" 2 27217991
"372" 35931 "NC_045153.1" 2 27218905
"373" 55721 "NC_045153.1" 2 27219638
"374" 80799 "NC_045153.1" 2 27333052
"375" 47545 "NC_045153.1" 2 27392234
"376" 7296 "NC_045153.1" 2 27427501
"377" 7385 "NC_045153.1" 2 27441702
"378" 36502 "NC_045153.1" 2 27508663
"379" 59792 "NC_045153.1" 2 27527696
"380" 28751 "NC_045153.1" 2 27967421
"381" 54693 "NC_045153.1" 2 27992375
"382" 38329 "NC_045153.1" 2 28091808
"383" 62520 "NC_045153.1" 2 28097777
"384" 2763 "NC_045153.1" 2 28400799
"385" 40534 "NC_045153.1" 2 29201963
"386" 79346 "NC_045153.1" 2 29248438
"387" 61455 "NC_045153.1" 2 29250808
"388" 72083 "NC_045153.1" 2 29326024
"389" 35786 "NC_045153.1" 2 29481211
"390" 47658 "NC_045153.1" 2 29481956
"391" 62145 "NC_045153.1" 2 29622881
"392" 50421 "NC_045153.1" 2 29658450
"393" 33136 "NC_045153.1" 2 30142434
"394" 503 "NC_045153.1" 2 30194217
"395" 21932 "NC_045153.1" 2 30194601
"396" 24865 "NC_045153.1" 2 30245138
"397" 78580 "NC_045153.1" 2 30528397
"398" 63475 "NC_045153.1" 2 30530922
"399" 62760 "NC_045153.1" 2 30815907
"400" 28139 "NC_045153.1" 2 31016971
"401" 68586 "NC_045153.1" 2 31097042
"402" 30669 "NC_045153.1" 2 31162766
"403" 66688 "NC_045153.1" 2 31190115
"404" 74108 "NC_045153.1" 2 31294897
"405" 65375 "NC_045153.1" 2 31702440
"406" 29239 "NC_045153.1" 2 31711480
"407" 40787 "NC_045153.1" 2 31832257
"408" 28177 "NC_045153.1" 2 32355136
"409" 13717 "NC_045154.1" 3 304657
"410" 74596 "NC_045154.1" 3 898129
"411" 53281 "NC_045154.1" 3 1312632
"412" 92050 "NC_045154.1" 3 1495661
"413" 17454 "NC_045154.1" 3 1506362
"414" 67625 "NC_045154.1" 3 1687741
"415" 11512 "NC_045154.1" 3 1861049
"416" 120654 "NC_045154.1" 3 1863859
"417" 68416 "NC_045154.1" 3 1864878
"418" 62166 "NC_045154.1" 3 2378286
"419" 54423 "NC_045154.1" 3 2378894
"420" 59403 "NC_045154.1" 3 2390438
"421" 9276 "NC_045154.1" 3 2428859
"422" 68359 "NC_045154.1" 3 2429157
"423" 51220 "NC_045154.1" 3 2443790
"424" 62390 "NC_045154.1" 3 2637569
"425" 16378 "NC_045154.1" 3 2638140
"426" 27837 "NC_045154.1" 3 2703389
"427" 21771 "NC_045154.1" 3 2716443
"428" 39298 "NC_045154.1" 3 2730921
"429" 31957 "NC_045154.1" 3 3286844
"430" 7677 "NC_045154.1" 3 3435041
"431" 45526 "NC_045154.1" 3 3436468
"432" 64693 "NC_045154.1" 3 3548001
"433" 2284 "NC_045154.1" 3 3693875
"434" 22934 "NC_045154.1" 3 3694104
"435" 58919 "NC_045154.1" 3 3845392
"436" 56904 "NC_045154.1" 3 3853124
"437" 53579 "NC_045154.1" 3 3890655
"438" 24309 "NC_045154.1" 3 3938656
"439" 50835 "NC_045154.1" 3 3949644
"440" 54958 "NC_045154.1" 3 4041085
"441" 32190 "NC_045154.1" 3 4041203
"442" 77631 "NC_045154.1" 3 4041843
"443" 22967 "NC_045154.1" 3 4206424
"444" 8950 "NC_045154.1" 3 4226668
"445" 41486 "NC_045154.1" 3 4342724
"446" 35515 "NC_045154.1" 3 4424684
"447" 53538 "NC_045154.1" 3 4505604
"448" 81524 "NC_045154.1" 3 4506121
"449" 6866 "NC_045154.1" 3 4586021
"450" 77781 "NC_045154.1" 3 4748117
"451" 67805 "NC_045154.1" 3 4769014
"452" 21244 "NC_045154.1" 3 5245546
"453" 70286 "NC_045154.1" 3 5286066
"454" 55271 "NC_045154.1" 3 5286606
"455" 6722 "NC_045154.1" 3 5288791
"456" 66196 "NC_045154.1" 3 5656829
"457" 38082 "NC_045154.1" 3 5829333
"458" 66853 "NC_045154.1" 3 6099460
"459" 18006 "NC_045154.1" 3 6100425
"460" 32198 "NC_045154.1" 3 6237227
"461" 21148 "NC_045154.1" 3 6251847
"462" 7477 "NC_045154.1" 3 6255094
"463" 8536 "NC_045154.1" 3 6321414
"464" 37534 "NC_045154.1" 3 6376118
"465" 57816 "NC_045154.1" 3 6398916
"466" 302 "NC_045154.1" 3 6495850
"467" 68859 "NC_045154.1" 3 6605045
"468" 75974 "NC_045154.1" 3 6835963
"469" 56744 "NC_045154.1" 3 7070059
"470" 14672 "NC_045154.1" 3 7431356
"471" 13937 "NC_045154.1" 3 7628997
"472" 66631 "NC_045154.1" 3 7629962
"473" 1365 "NC_045154.1" 3 7727030
"474" 76139 "NC_045154.1" 3 7946814
"475" 76061 "NC_045154.1" 3 8069063
"476" 39695 "NC_045154.1" 3 8103525
"477" 56143 "NC_045154.1" 3 8109599
"478" 41222 "NC_045154.1" 3 8210327
"479" 57523 "NC_045154.1" 3 8397202
"480" 45849 "NC_045154.1" 3 8534965
"481" 65362 "NC_045154.1" 3 8624761
"482" 3125 "NC_045154.1" 3 8629161
"483" 78415 "NC_045154.1" 3 8629528
"484" 60145 "NC_045154.1" 3 8688173
"485" 55347 "NC_045154.1" 3 8688987
"486" 53419 "NC_045154.1" 3 9193190
"487" 71208 "NC_045154.1" 3 9423918
"488" 70748 "NC_045154.1" 3 9625597
"489" 3200 "NC_045154.1" 3 9733791
"490" 18214 "NC_045154.1" 3 9860302
"491" 13966 "NC_045154.1" 3 9896065
"492" 10266 "NC_045154.1" 3 10166907
"493" 40818 "NC_045154.1" 3 10313938
"494" 48781 "NC_045154.1" 3 10313939
"495" 49982 "NC_045154.1" 3 10313939
"496" 72082 "NC_045154.1" 3 10897724
"497" 64428 "NC_045154.1" 3 10910184
"498" 21795 "NC_045154.1" 3 10960264
"499" 2424 "NC_045154.1" 3 10963920
"500" 7088 "NC_045154.1" 3 11956502
"501" 43670 "NC_045154.1" 3 11957024
"502" 57870 "NC_045154.1" 3 12136454
"503" 25119 "NC_045154.1" 3 12193304
"504" 19203 "NC_045154.1" 3 12573973
"505" 56828 "NC_045154.1" 3 12829544
"506" 51307 "NC_045154.1" 3 14187048
"507" 74463 "NC_045154.1" 3 14243985
"508" 4031 "NC_045154.1" 3 14804555
"509" 14317 "NC_045154.1" 3 14962075
"510" 6420 "NC_045154.1" 3 14962517
"511" 50249 "NC_045154.1" 3 15662593
"512" 18509 "NC_045154.1" 3 15703810
"513" 60745 "NC_045154.1" 3 15958661
"514" 1306 "NC_045154.1" 3 16063583
"515" 37422 "NC_045154.1" 3 16219229
"516" 60227 "NC_045154.1" 3 16219380
"517" 17050 "NC_045154.1" 3 16483861
"518" 47254 "NC_045154.1" 3 17595103
"519" 33630 "NC_045154.1" 3 18058396
"520" 8121 "NC_045154.1" 3 18092846
"521" 71736 "NC_045154.1" 3 18186231
"522" 56640 "NC_045154.1" 3 18186461
"523" 5312 "NC_045154.1" 3 18222849
"524" 15997 "NC_045154.1" 3 18223580
"525" 53602 "NC_045154.1" 3 18708511
"526" 45172 "NC_045154.1" 3 19398125
"527" 73612 "NC_045154.1" 3 19719394
"528" 52826 "NC_045154.1" 3 20184053
"529" 8167 "NC_045154.1" 3 20299010
"530" 4200 "NC_045154.1" 3 20792876
"531" 76280 "NC_045154.1" 3 20955624
"532" 50817 "NC_045154.1" 3 20960931
"533" 39015 "NC_045154.1" 3 20960997
"534" 22587 "NC_045154.1" 3 20962679
"535" 63602 "NC_045154.1" 3 20980702
"536" 14816 "NC_045154.1" 3 20983950
"537" 83857 "NC_045154.1" 3 21101801
"538" 64503 "NC_045154.1" 3 21101988
"539" 689 "NC_045154.1" 3 21188031
"540" 26160 "NC_045154.1" 3 21244144
"541" 78235 "NC_045154.1" 3 21328884
"542" 58817 "NC_045154.1" 3 21396190
"543" 29899 "NC_045154.1" 3 21907560
"544" 62481 "NC_045154.1" 3 21908771
"545" 11089 "NC_045154.1" 3 22117381
"546" 17679 "NC_045154.1" 3 22144770
"547" 34494 "NC_045154.1" 3 22187699
"548" 43639 "NC_045154.1" 3 22777695
"549" 2324 "NC_045154.1" 3 23012055
"550" 10613 "NC_045154.1" 3 23012211
"551" 66752 "NC_045154.1" 3 23141030
"552" 1445 "NC_045154.1" 3 23164251
"553" 58033 "NC_045154.1" 3 23232351
"554" 74219 "NC_045154.1" 3 23265485
"555" 69973 "NC_045154.1" 3 23265744
"556" 57492 "NC_045154.1" 3 23477868
"557" 23531 "NC_045154.1" 3 23506185
"558" 65326 "NC_045154.1" 3 23605464
"559" 3594 "NC_045154.1" 3 23620107
"560" 23783 "NC_045154.1" 3 24157010
"561" 42286 "NC_045154.1" 3 24169760
"562" 24892 "NC_045154.1" 3 24291782
"563" 69364 "NC_045154.1" 3 24308494
"564" 80816 "NC_045154.1" 3 24308575
"565" 66238 "NC_045154.1" 3 24318900
"566" 77168 "NC_045154.1" 3 24342253
"567" 33738 "NC_045154.1" 3 24342874
"568" 54076 "NC_045154.1" 3 24350242
"569" 73060 "NC_045154.1" 3 24364729
"570" 30021 "NC_045154.1" 3 24433093
"571" 63907 "NC_045154.1" 3 24446941
"572" 64446 "NC_045154.1" 3 24457153
"573" 68133 "NC_045154.1" 3 24465768
"574" 6911 "NC_045154.1" 3 24553113
"575" 64642 "NC_045154.1" 3 24588496
"576" 4779 "NC_045154.1" 3 24640988
"577" 27230 "NC_045154.1" 3 24659621
"578" 28975 "NC_045154.1" 3 24726426
"579" 17088 "NC_045154.1" 3 24790653
"580" 69516 "NC_045154.1" 3 24931890
"581" 76329 "NC_045154.1" 3 24932412
"582" 3756 "NC_045154.1" 3 25462522
"583" 56905 "NC_045154.1" 3 25646029
"584" 68774 "NC_045154.1" 3 25676812
"585" 26554 "NC_045154.1" 3 25677298
"586" 9319 "NC_045154.1" 3 26197154
"587" 26191 "NC_045154.1" 3 26232293
"588" 66453 "NC_045154.1" 3 26240090
"589" 18708 "NC_045154.1" 3 26246567
"590" 54490 "NC_045154.1" 3 26284349
"591" 37848 "NC_045154.1" 3 26702892
"592" 24460 "NC_045154.1" 3 26731766
"593" 9307 "NC_045154.1" 3 26742533
"594" 11562 "NC_045154.1" 3 27074388
"595" 48621 "NC_045154.1" 3 27089688
"596" 33213 "NC_045154.1" 3 27098242
"597" 55348 "NC_045154.1" 3 27126126
"598" 68799 "NC_045154.1" 3 27171661
"599" 36044 "NC_045154.1" 3 27178910
"600" 34682 "NC_045154.1" 3 27443971
"601" 30462 "NC_045154.1" 3 27451125
"602" 68904 "NC_045154.1" 3 27933712
"603" 51476 "NC_045154.1" 3 27986027
"604" 81917 "NC_045154.1" 3 28198327
"605" 13157 "NC_045154.1" 3 28419966
"606" 80630 "NC_045154.1" 3 29397341
"607" 72206 "NC_045154.1" 3 29937200
