"tag" "reference" "chr" "chr.pos"
"134" 35713 "NC_007113.7" "2" 7726545
"135" 4547 "NC_007113.7" "2" 9336447
"136" 45040 "NC_007113.7" "2" 9833553
"137" 36651 "NC_007113.7" "2" 9836165
"138" 1644 "NC_007113.7" "2" 10251425
"139" 34711 "NC_007113.7" "2" 11145413
"140" 50136 "NC_007113.7" "2" 11216652
"141" 5375 "NC_007113.7" "2" 11220664
"142" 2624 "NC_007113.7" "2" 11607232
"143" 11193 "NC_007113.7" "2" 11860813
"144" 42162 "NC_007113.7" "2" 12312650
"145" 35970 "NC_007113.7" "2" 12417332
"146" 37934 "NC_007113.7" "2" 13020817
"147" 14108 "NC_007113.7" "2" 14281327
"148" 17456 "NC_007113.7" "2" 14617663
"149" 18023 "NC_007113.7" "2" 14617689
"150" 18537 "NC_007113.7" "2" 14906213
"151" 39937 "NC_007113.7" "2" 15147128
"152" 24173 "NC_007113.7" "2" 15248367
"153" 11529 "NC_007113.7" "2" 15911184
"154" 12737 "NC_007113.7" "2" 16915500
"155" 24916 "NC_007113.7" "2" 17113660
"156" 39044 "NC_007113.7" "2" 17579674
"157" 29989 "NC_007113.7" "2" 17581712
"158" 34051 "NC_007113.7" "2" 17944847
"159" 14480 "NC_007113.7" "2" 18162335
"160" 12541 "NC_007113.7" "2" 18289744
"161" 8161 "NC_007113.7" "2" 18630177
"162" 50613 "NC_007113.7" "2" 18778881
"163" 36522 "NC_007113.7" "2" 18938480
"164" 52066 "NC_007113.7" "2" 19802307
"165" 49818 "NC_007113.7" "2" 19868180
"166" 75 "NC_007113.7" "2" 19868617
"167" 9052 "NC_007113.7" "2" 20172078
"168" 53620 "NC_007113.7" "2" 20520537
"169" 7318 "NC_007113.7" "2" 20556202
"170" 15196 "NC_007113.7" "2" 20991384
"171" 23626 "NC_007113.7" "2" 21403608
"172" 27127 "NC_007113.7" "2" 21486253
"173" 5262 "NC_007113.7" "2" 21782268
"174" 45370 "NC_007113.7" "2" 22607434
"175" 13593 "NC_007113.7" "2" 22608304
"176" 11470 "NC_007113.7" "2" 22656620
"177" 7504 "NC_007113.7" "2" 22884262
"178" 46437 "NC_007113.7" "2" 22884626
"179" 49229 "NC_007113.7" "2" 23355586
"180" 15229 "NC_007113.7" "2" 23856220
"181" 22678 "NC_007113.7" "2" 24311749
"182" 18892 "NC_007113.7" "2" 24376686
"183" 4878 "NC_007113.7" "2" 24381636
"184" 13597 "NC_007113.7" "2" 24382158
"185" 52700 "NC_007113.7" "2" 24384895
"186" 40715 "NC_007113.7" "2" 24413649
"187" 51523 "NC_007113.7" "2" 24417046
"188" 13039 "NC_007113.7" "2" 24991676
"189" 21720 "NC_007113.7" "2" 25127101
"190" 28184 "NC_007113.7" "2" 25357584
"191" 16405 "NC_007113.7" "2" 25720331
"192" 1046 "NC_007113.7" "2" 26359050
"193" 25268 "NC_007113.7" "2" 26361637
"194" 53841 "NC_007113.7" "2" 26518737
"195" 38520 "NC_007113.7" "2" 26527327
"196" 49530 "NC_007113.7" "2" 26957255
"197" 19794 "NC_007113.7" "2" 27028189
"198" 53045 "NC_007113.7" "2" 27028507
"199" 10912 "NC_007113.7" "2" 27061591
"200" 7080 "NC_007113.7" "2" 27358114
"201" 47748 "NC_007113.7" "2" 27883070
"202" 27557 "NC_007113.7" "2" 27897701
"203" 3754 "NC_007113.7" "2" 28008326
"204" 9780 "NC_007113.7" "2" 28462529
"205" 36662 "NC_007113.7" "2" 28682379
"206" 44928 "NC_007113.7" "2" 28793592
"207" 23357 "NC_007113.7" "2" 28793906
"208" 27235 "NC_007113.7" "2" 28873575
"209" 43721 "NC_007113.7" "2" 28874056
"210" 866 "NC_007113.7" "2" 28979634
"211" 26457 "NC_007113.7" "2" 29337578
"212" 8089 "NC_007113.7" "2" 29508534
"213" 42022 "NC_007113.7" "2" 29577389
"214" 58834 "NC_007113.7" "2" 29638315
"215" 22919 "NC_007113.7" "2" 30428836
"216" 46859 "NC_007113.7" "2" 30429368
"217" 26778 "NC_007113.7" "2" 30730280
"218" 26299 "NC_007113.7" "2" 31348346
"219" 50236 "NC_007113.7" "2" 31348425
"220" 4076 "NC_007113.7" "2" 31428671
"221" 5635 "NC_007113.7" "2" 31588848
"222" 46235 "NC_007113.7" "2" 31650875
"223" 10523 "NC_007113.7" "2" 31821469
"224" 47553 "NC_007113.7" "2" 31917642
"225" 229 "NC_007113.7" "2" 32067414
"226" 21837 "NC_007113.7" "2" 32138142
"227" 10505 "NC_007113.7" "2" 32208555
"228" 32519 "NC_007113.7" "2" 32479479
"229" 5305 "NC_007113.7" "2" 32591480
"230" 53093 "NC_007113.7" "2" 32592020
"231" 26563 "NC_007113.7" "2" 32676393
"232" 35278 "NC_007113.7" "2" 32887059
"233" 77340 "NC_007113.7" "2" 32887479
"234" 7614 "NC_007113.7" "2" 33143529
"235" 15548 "NC_007113.7" "2" 33632242
"236" 44460 "NC_007113.7" "2" 33666334
"237" 27643 "NC_007113.7" "2" 33666559
"238" 53510 "NC_007113.7" "2" 34112951
"239" 23073 "NC_007113.7" "2" 35215770
"240" 2263 "NC_007113.7" "2" 35264886
"241" 29791 "NC_007113.7" "2" 35271761
"242" 43794 "NC_007113.7" "2" 35740289
"243" 1581 "NC_007113.7" "2" 35744555
"244" 19358 "NC_007113.7" "2" 35855533
"245" 24193 "NC_007113.7" "2" 36206375
"246" 18729 "NC_007113.7" "2" 36753249
"247" 3032 "NC_007113.7" "2" 36817804
"248" 9159 "NC_007113.7" "2" 37370111
"249" 21648 "NC_007113.7" "2" 37469616
"250" 26534 "NC_007113.7" "2" 39153547
"251" 46419 "NC_007113.7" "2" 39204657
"252" 27076 "NC_007113.7" "2" 40057696
"253" 5503 "NC_007113.7" "2" 40087638
"254" 21217 "NC_007113.7" "2" 40327892
"255" 3629 "NC_007113.7" "2" 40328365
"256" 53185 "NC_007113.7" "2" 40623490
"257" 6744 "NC_007113.7" "2" 41218645
"258" 13829 "NC_007113.7" "2" 41643143
"259" 28630 "NC_007113.7" "2" 42073234
"260" 45784 "NC_007113.7" "2" 42073785
"261" 45686 "NC_007113.7" "2" 42080825
"262" 52582 "NC_007113.7" "2" 42081280
"263" 33241 "NC_007113.7" "2" 43117584
"264" 39686 "NC_007113.7" "2" 43436908
"265" 54414 "NC_007113.7" "2" 43717715
"266" 34793 "NC_007113.7" "2" 44790279
"267" 13313 "NC_007113.7" "2" 44856715
"268" 31776 "NC_007113.7" "2" 45111172
"269" 1758 "NC_007113.7" "2" 45144046
"270" 21096 "NC_007113.7" "2" 45537713
"271" 33117 "NC_007113.7" "2" 45661548
"272" 49462 "NC_007113.7" "2" 46236513
"273" 36448 "NC_007113.7" "2" 46309826
"274" 36194 "NC_007113.7" "2" 46309973
"275" 33867 "NC_007113.7" "2" 46570568
"276" 43052 "NC_007113.7" "2" 46996708
"277" 44912 "NC_007113.7" "2" 47659538
"278" 17960 "NC_007113.7" "2" 48234553
"279" 48778 "NC_007113.7" "2" 49819125
"280" 52170 "NC_007113.7" "2" 50481384
"281" 36877 "NC_007113.7" "2" 50499017
"282" 2832 "NC_007113.7" "2" 51195488
"283" 16635 "NC_007113.7" "2" 51198719
"284" 10393 "NC_007113.7" "2" 52035099
"285" 1870 "NC_007113.7" "2" 52092847
"286" 49291 "NC_007113.7" "2" 52425376
"287" 22659 "NC_007113.7" "2" 53380866
"288" 17169 "NC_007113.7" "2" 54379215
"289" 8969 "NC_007113.7" "2" 54642735
"290" 52824 "NC_007113.7" "2" 54649986
"291" 14337 "NC_007113.7" "2" 54761467
"292" 47413 "NC_007113.7" "2" 55518075
"293" 3387 "NC_007113.7" "2" 56180078
"294" 53536 "NC_007113.7" "2" 56692524
"295" 21964 "NC_007113.7" "2" 56878303
"296" 48014 "NC_007113.7" "2" 58902344
"297" 21853 "NC_007113.7" "2" 59050089
"298" 23558 "NC_007114.7" "3" 293852
"299" 15030 "NC_007114.7" "3" 6038215
"300" 29027 "NC_007114.7" "3" 12134632
"301" 21242 "NC_007114.7" "3" 12681051
"302" 37853 "NC_007114.7" "3" 13332840
"303" 43893 "NC_007114.7" "3" 13516159
"304" 37250 "NC_007114.7" "3" 13519868
"305" 9246 "NC_007114.7" "3" 15849681
"306" 66574 "NC_007114.7" "3" 15852700
"307" 17738 "NC_007114.7" "3" 16400188
"308" 52033 "NC_007114.7" "3" 16400294
"309" 3119 "NC_007114.7" "3" 17062530
"310" 9486 "NC_007114.7" "3" 17064551
"311" 5107 "NC_007114.7" "3" 17070031
"312" 40769 "NC_007114.7" "3" 17070129
"313" 9229 "NC_007114.7" "3" 17510564
"314" 5595 "NC_007114.7" "3" 17588314
"315" 29261 "NC_007114.7" "3" 17928049
"316" 46806 "NC_007114.7" "3" 17928049
"317" 21438 "NC_007114.7" "3" 17987937
"318" 35485 "NC_007114.7" "3" 17995786
"319" 2641 "NC_007114.7" "3" 18103149
"320" 20214 "NC_007114.7" "3" 18103474
"321" 3802 "NC_007114.7" "3" 18821762
"322" 6870 "NC_007114.7" "3" 20054454
"323" 4485 "NC_007114.7" "3" 21406986
"324" 14204 "NC_007114.7" "3" 21453180
"325" 22759 "NC_007114.7" "3" 21539439
"326" 26903 "NC_007114.7" "3" 21706984
"327" 45321 "NC_007114.7" "3" 21796975
"328" 22853 "NC_007114.7" "3" 22273076
"329" 53912 "NC_007114.7" "3" 22789703
"330" 44284 "NC_007114.7" "3" 22821032
"331" 25704 "NC_007114.7" "3" 22823728
"332" 38700 "NC_007114.7" "3" 23436733
"333" 5977 "NC_007114.7" "3" 23574854
"334" 22182 "NC_007114.7" "3" 23734838
"335" 44700 "NC_007114.7" "3" 25810392
"336" 2750 "NC_007114.7" "3" 26007909
"337" 4096 "NC_007114.7" "3" 26008995
"338" 22227 "NC_007114.7" "3" 26250298
"339" 8738 "NC_007114.7" "3" 27003694
"340" 37795 "NC_007114.7" "3" 27109613
"341" 16107 "NC_007114.7" "3" 27143275
"342" 21391 "NC_007114.7" "3" 27143584
"343" 11438 "NC_007114.7" "3" 27436555
"344" 35759 "NC_007114.7" "3" 27738103
"345" 50394 "NC_007114.7" "3" 27772892
"346" 612 "NC_007114.7" "3" 27773752
"347" 30391 "NC_007114.7" "3" 28150885
"348" 45129 "NC_007114.7" "3" 28535897
"349" 43767 "NC_007114.7" "3" 28839915
"350" 31948 "NC_007114.7" "3" 29180138
"351" 22118 "NC_007114.7" "3" 29355180
"352" 5008 "NC_007114.7" "3" 29476113
"353" 33327 "NC_007114.7" "3" 29850742
"354" 26738 "NC_007114.7" "3" 30003857
"355" 10743 "NC_007114.7" "3" 30004134
"356" 4760 "NC_007114.7" "3" 30224454
"357" 22918 "NC_007114.7" "3" 31248738
"358" 49057 "NC_007114.7" "3" 31630423
"359" 48299 "NC_007114.7" "3" 31793745
"360" 52292 "NC_007114.7" "3" 32095521
"361" 33965 "NC_007114.7" "3" 33313061
"362" 64494 "NC_007114.7" "3" 33417554
"363" 45903 "NC_007114.7" "3" 33609501
"364" 14617 "NC_007114.7" "3" 34048377
"365" 37757 "NC_007114.7" "3" 34201683
"366" 41603 "NC_007114.7" "3" 34258756
"367" 8382 "NC_007114.7" "3" 34277993
"368" 16728 "NC_007114.7" "3" 34278645
"369" 21942 "NC_007114.7" "3" 34492766
"370" 39468 "NC_007114.7" "3" 34645457
"371" 27201 "NC_007114.7" "3" 34911914
"372" 47144 "NC_007114.7" "3" 34919656
"373" 18247 "NC_007114.7" "3" 35373285
"374" 33520 "NC_007114.7" "3" 35373763
"375" 29567 "NC_007114.7" "3" 35589303
"376" 27377 "NC_007114.7" "3" 35589938
"377" 38981 "NC_007114.7" "3" 35864072
"378" 16784 "NC_007114.7" "3" 35864393
"379" 7073 "NC_007114.7" "3" 35967841
"380" 2172 "NC_007114.7" "3" 36417269
"381" 26147 "NC_007114.7" "3" 36461722
"382" 36980 "NC_007114.7" "3" 36469616
"383" 48195 "NC_007114.7" "3" 36595416
"384" 28038 "NC_007114.7" "3" 36687192
"385" 28113 "NC_007114.7" "3" 38421049
"386" 50940 "NC_007114.7" "3" 38673586
"387" 18015 "NC_007114.7" "3" 38936662
"388" 15973 "NC_007114.7" "3" 39266047
"389" 38204 "NC_007114.7" "3" 39343404
"390" 17629 "NC_007114.7" "3" 39385733
"391" 29183 "NC_007114.7" "3" 39483678
"392" 16363 "NC_007114.7" "3" 39666618
"393" 3290 "NC_007114.7" "3" 39997567
"394" 17863 "NC_007114.7" "3" 40443210
"395" 22289 "NC_007114.7" "3" 40503432
"396" 9273 "NC_007114.7" "3" 41074110
"397" 25580 "NC_007114.7" "3" 41136134
"398" 44768 "NC_007114.7" "3" 41291909
"399" 6868 "NC_007114.7" "3" 41292544
"400" 30717 "NC_007114.7" "3" 41472348
"401" 38035 "NC_007114.7" "3" 41664383
"402" 47802 "NC_007114.7" "3" 41732561
"403" 53639 "NC_007114.7" "3" 41979409
"404" 8260 "NC_007114.7" "3" 42066099
"405" 8879 "NC_007114.7" "3" 42547994
"406" 8048 "NC_007114.7" "3" 42574156
"407" 22218 "NC_007114.7" "3" 42648230
"408" 29585 "NC_007114.7" "3" 43040593
"409" 22932 "NC_007114.7" "3" 43058732
"410" 34842 "NC_007114.7" "3" 43059085
"411" 40314 "NC_007114.7" "3" 43244224
"412" 53200 "NC_007114.7" "3" 43741297
"413" 7519 "NC_007114.7" "3" 44979979
"414" 1529 "NC_007114.7" "3" 44980280
"415" 6593 "NC_007114.7" "3" 45195454
"416" 16212 "NC_007114.7" "3" 45965549
"417" 47404 "NC_007114.7" "3" 45965720
"418" 28235 "NC_007114.7" "3" 46314539
"419" 6842 "NC_007114.7" "3" 46315070
"420" 2786 "NC_007114.7" "3" 46346740
"421" 25821 "NC_007114.7" "3" 46724178
"422" 4945 "NC_007114.7" "3" 46803088
"423" 27770 "NC_007114.7" "3" 46932400
"424" 25231 "NC_007114.7" "3" 47148693
"425" 38505 "NC_007114.7" "3" 48303958
"426" 34034 "NC_007114.7" "3" 51804743
"427" 32010 "NC_007114.7" "3" 51905622
"428" 45669 "NC_007114.7" "3" 53026166
"429" 3612 "NC_007114.7" "3" 53068731
"430" 817 "NC_007114.7" "3" 53175439
"431" 7038 "NC_007114.7" "3" 53176102
"432" 31268 "NC_007114.7" "3" 53536877
"433" 32319 "NC_007114.7" "3" 53537174
"434" 7650 "NC_007114.7" "3" 53697984
"435" 32210 "NC_007114.7" "3" 55060079
"436" 95044 "NC_007114.7" "3" 55439156
"437" 13126 "NC_007114.7" "3" 56248679
"438" 54275 "NC_007114.7" "3" 57314109
"439" 30413 "NC_007114.7" "3" 59365010
"440" 16615 "NC_007114.7" "3" 59961312
"441" 10367 "NC_007114.7" "3" 60219451
"442" 44918 "NC_007114.7" "3" 60225713
"443" 55197 "NC_007114.7" "3" 60294046
"444" 35606 "NC_007114.7" "3" 60987954
"445" 7199 "NC_007114.7" "3" 60994809
"446" 37622 "NC_007114.7" "3" 61395241
"447" 27895 "NC_007114.7" "3" 62035461
"448" 17101 "NC_007114.7" "3" 62176317
"449" 8656 "NC_007114.7" "3" 62425009
"450" 31088 "NC_007114.7" "3" 62523425
"451" 17089 "NC_007115.7" "4" 93121
"452" 16004 "NC_007115.7" "4" 99866
"453" 2897 "NC_007115.7" "4" 1289979
"454" 36066 "NC_007115.7" "4" 1290378
"455" 25472 "NC_007115.7" "4" 1997457
"456" 28759 "NC_007115.7" "4" 2408294
"457" 3951 "NC_007115.7" "4" 2816807
"458" 15397 "NC_007115.7" "4" 3103711
"459" 47103 "NC_007115.7" "4" 4529530
"460" 17660 "NC_007115.7" "4" 4626857
"461" 22535 "NC_007115.7" "4" 5202744
"462" 22321 "NC_007115.7" "4" 5302027
"463" 12649 "NC_007115.7" "4" 5304612
"464" 46388 "NC_007115.7" "4" 5470561
"465" 44331 "NC_007115.7" "4" 5589281
"466" 16240 "NC_007115.7" "4" 5805287
"467" 27329 "NC_007115.7" "4" 5858480
"468" 7509 "NC_007115.7" "4" 6095738
"469" 114 "NC_007115.7" "4" 6169870
"470" 15687 "NC_007115.7" "4" 6332263
"471" 15871 "NC_007115.7" "4" 6450193
"472" 26784 "NC_007115.7" "4" 6454891
"473" 61010 "NC_007115.7" "4" 6748860
"474" 32645 "NC_007115.7" "4" 6902130
"475" 34717 "NC_007115.7" "4" 6955840
"476" 18069 "NC_007115.7" "4" 7034632
"477" 44276 "NC_007115.7" "4" 7853715
"478" 40660 "NC_007115.7" "4" 8289469
"479" 28803 "NC_007115.7" "4" 8492128
"480" 50869 "NC_007115.7" "4" 8610720
"481" 15814 "NC_007115.7" "4" 8611214
"482" 32212 "NC_007115.7" "4" 8779001
"483" 6758 "NC_007115.7" "4" 8882331
"484" 7035 "NC_007115.7" "4" 9052275
"485" 52453 "NC_007115.7" "4" 9158828
"486" 28428 "NC_007115.7" "4" 9183102
"487" 5293 "NC_007115.7" "4" 9308175
"488" 50077 "NC_007115.7" "4" 9339296
"489" 8864 "NC_007115.7" "4" 10125254
"490" 41551 "NC_007115.7" "4" 10233376
"491" 881 "NC_007115.7" "4" 10269715
"492" 24250 "NC_007115.7" "4" 10285610
"493" 37473 "NC_007115.7" "4" 10361914
"494" 35803 "NC_007115.7" "4" 11240545
"495" 36301 "NC_007115.7" "4" 11287195
"496" 40689 "NC_007115.7" "4" 11576136
"497" 30931 "NC_007115.7" "4" 11841842
"498" 49760 "NC_007115.7" "4" 11931546
"499" 14325 "NC_007115.7" "4" 12732331
"500" 25212 "NC_007115.7" "4" 12745120
"501" 4920 "NC_007115.7" "4" 12794346
"502" 38818 "NC_007115.7" "4" 13417575
"503" 33121 "NC_007115.7" "4" 13580174
"504" 16490 "NC_007115.7" "4" 13594378
"505" 24759 "NC_007115.7" "4" 13648476
"506" 12708 "NC_007115.7" "4" 13655745
"507" 13614 "NC_007115.7" "4" 13906505
"508" 27383 "NC_007115.7" "4" 13967676
"509" 11141 "NC_007115.7" "4" 14069240
"510" 5321 "NC_007115.7" "4" 14069682
"511" 26598 "NC_007115.7" "4" 14089612
"512" 21527 "NC_007115.7" "4" 14244047
"513" 28576 "NC_007115.7" "4" 14460393
"514" 15208 "NC_007115.7" "4" 14671849
"515" 24146 "NC_007115.7" "4" 14717502
"516" 4948 "NC_007115.7" "4" 15073440
"517" 42454 "NC_007115.7" "4" 15245164
"518" 9026 "NC_007115.7" "4" 15252753
"519" 26615 "NC_007115.7" "4" 15253063
"520" 13686 "NC_007115.7" "4" 15325837
"521" 34958 "NC_007115.7" "4" 15343386
"522" 12530 "NC_007115.7" "4" 15343961
"523" 8707 "NC_007115.7" "4" 15534934
"524" 52241 "NC_007115.7" "4" 15545274
"525" 44886 "NC_007115.7" "4" 15629081
"526" 4059 "NC_007115.7" "4" 15629928
"527" 22157 "NC_007115.7" "4" 15676768
"528" 5292 "NC_007115.7" "4" 15786476
"529" 27058 "NC_007115.7" "4" 15862633
"530" 53355 "NC_007115.7" "4" 15862994
"531" 44537 "NC_007115.7" "4" 15940073
"532" 46861 "NC_007115.7" "4" 15961302
"533" 4637 "NC_007115.7" "4" 16312650
"534" 15058 "NC_007115.7" "4" 16312909
"535" 928 "NC_007115.7" "4" 16352296
"536" 43719 "NC_007115.7" "4" 16352651
"537" 36675 "NC_007115.7" "4" 16411734
"538" 18144 "NC_007115.7" "4" 16571266
"539" 6871 "NC_007115.7" "4" 16830580
"540" 9899 "NC_007115.7" "4" 16889542
"541" 121 "NC_007115.7" "4" 16890026
"542" 3713 "NC_007115.7" "4" 17017370
"543" 47438 "NC_007115.7" "4" 17017546
"544" 7775 "NC_007115.7" "4" 17245548
"545" 52880 "NC_007115.7" "4" 17272395
"546" 36962 "NC_007115.7" "4" 17272703
"547" 25530 "NC_007115.7" "4" 17433721
"548" 9901 "NC_007115.7" "4" 17552838
"549" 26297 "NC_007115.7" "4" 17848961
"550" 33438 "NC_007115.7" "4" 18119460
"551" 13024 "NC_007115.7" "4" 18129371
"552" 18634 "NC_007115.7" "4" 18575476
"553" 42773 "NC_007115.7" "4" 18837478
"554" 2134 "NC_007115.7" "4" 18870293
"555" 34563 "NC_007115.7" "4" 18870344
"556" 47276 "NC_007115.7" "4" 18886909
"557" 5955 "NC_007115.7" "4" 19064731
"558" 27465 "NC_007115.7" "4" 19233573
"559" 51132 "NC_007115.7" "4" 19233683
"560" 46055 "NC_007115.7" "4" 19454182
"561" 34910 "NC_007115.7" "4" 19683806
"562" 49369 "NC_007115.7" "4" 19790072
"563" 10588 "NC_007115.7" "4" 19954982
"564" 26801 "NC_007115.7" "4" 19987021
"565" 26164 "NC_007115.7" "4" 20065542
"566" 4531 "NC_007115.7" "4" 20066055
"567" 8655 "NC_007115.7" "4" 20080771
"568" 44432 "NC_007115.7" "4" 20086354
"569" 23867 "NC_007115.7" "4" 20135280
"570" 51315 "NC_007115.7" "4" 20685378
"571" 25232 "NC_007115.7" "4" 20685799
"572" 19589 "NC_007115.7" "4" 20785424
"573" 24470 "NC_007115.7" "4" 20785478
"574" 30952 "NC_007115.7" "4" 20931008
"575" 42719 "NC_007115.7" "4" 21105751
"576" 29717 "NC_007115.7" "4" 21106011
"577" 27784 "NC_007115.7" "4" 21294799
"578" 23824 "NC_007115.7" "4" 21445929
"579" 38584 "NC_007115.7" "4" 21995659
"580" 22420 "NC_007115.7" "4" 21996015
"581" 2127 "NC_007115.7" "4" 22008579
"582" 14060 "NC_007115.7" "4" 22333909
